Arbrook,FrameTime,SetupTime,BGFX,FrameTime,Native,FrameTime,SetupTime,
 ,0.0064, , ,0.1979, ,0.0048, ,
 ,0.0063, , ,0.1992, ,0.0048, ,
 ,0.0065, , ,0.2469, ,0.0047, ,
 ,0.0066, , ,0.1971, ,0.0073, ,
 ,0.0065, , ,0.1984, ,0.0059, ,
 ,0.0064, , ,0.1988, ,0.0048, ,
 ,0.0065, , ,0.1977, ,0.0049, ,
 ,0.0064, , ,0.1976, ,0.005, ,
 ,0.0066, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0049, ,
 ,0.0062, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.2032, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.005, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0082, , ,0.1977, ,0.0048, ,
 ,0.008, , ,0.1983, ,0.0048, ,
 ,0.0065, , ,0.1989, ,0.0048, ,
 ,0.0066, , ,0.1983, ,0.0048, ,
 ,0.0106, , ,0.1976, ,0.0047, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0066, , ,0.1971, ,0.0049, ,
 ,0.0066, , ,0.1976, ,0.0049, ,
 ,0.0064, , ,0.1978, ,0.0048, ,
 ,0.0063, , ,0.1979, ,0.0048, ,
 ,0.0065, , ,0.1977, ,0.0051, ,
 ,0.0065, , ,0.1984, ,0.0048, ,
 ,0.0065, , ,0.4409, ,0.0048, ,
 ,0.0065, , ,0.2859, ,0.0071, ,
 ,0.0065, , ,0.251, ,0.0048, ,
 ,0.0066, , ,0.1986, ,0.0048, ,
 ,0.0064, , ,0.218, ,0.0048, ,
 ,0.0064, , ,0.2014, ,0.0048, ,
 ,0.0098, , ,0.1877, ,0.0048, ,
 ,0.0068, , ,0.1982, ,0.0048, ,
 ,0.0067, , ,0.1888, ,0.0048, ,
 ,0.0066, , ,0.2008, ,0.0049, ,
 ,0.0066, , ,0.1881, ,0.0048, ,
 ,0.0065, , ,0.2009, ,0.0049, ,
 ,0.0068, , ,0.1863, ,0.0049, ,
 ,0.0066, , ,0.2014, ,0.0048, ,
 ,0.0066, , ,0.1995, ,0.0047, ,
 ,0.0066, , ,0.2123, ,0.0048, ,
 ,0.0065, , ,0.2004, ,0.0062, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1983, ,0.0047, ,
 ,0.0064, , ,0.1987, ,0.0047, ,
 ,0.0065, , ,0.2034, ,0.0047, ,
 ,0.0065, , ,0.1972, ,0.0047, ,
 ,0.0065, , ,0.1991, ,0.0047, ,
 ,0.0065, , ,0.2452, ,0.0049, ,
 ,0.0065, , ,0.1975, ,0.0046, ,
 ,0.0064, , ,0.1985, ,0.0047, ,
 ,0.0064, , ,0.1978, ,0.0047, ,
 ,0.0065, , ,0.1983, ,0.0047, ,
 ,0.0065, , ,0.2011, ,0.0047, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.1981, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0047, ,
 ,0.0065, , ,0.1973, ,0.0047, ,
 ,0.0065, , ,0.1987, ,0.0047, ,
 ,0.0068, , ,0.1975, ,0.0047, ,
 ,0.0065, , ,0.1981, ,0.0047, ,
 ,0.0066, , ,0.203, ,0.0049, ,
 ,0.0064, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.0047, ,
 ,0.0064, , ,0.1978, ,0.0048, ,
 ,0.0063, , ,0.1981, ,0.0047, ,
 ,0.0066, , ,0.1982, ,0.0047, ,
 ,0.0064, , ,0.1973, ,0.0047, ,
 ,0.0063, , ,0.1988, ,0.0047, ,
 ,0.0064, , ,0.1987, ,0.0049, ,
 ,0.0065, , ,0.1977, ,0.0047, ,
 ,0.0062, , ,0.1973, ,0.0047, ,
 ,0.0064, , ,0.1981, ,0.0051, ,
 ,0.0064, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.1969, ,0.0047, ,
 ,0.0064, , ,0.1969, ,0.0047, ,
 ,0.0064, , ,0.1978, ,0.0049, ,
 ,0.0064, , ,0.1985, ,0.0047, ,
 ,0.0065, , ,0.2031, ,0.0047, ,
 ,0.0064, , ,0.2227, ,0.0048, ,
 ,0.0063, , ,0.2083, ,0.0047, ,
 ,0.0065, , ,0.1946, ,0.0048, ,
 ,0.0064, , ,0.196, ,0.0047, ,
 ,0.0064, , ,0.3829, ,0.0049, ,
 ,0.0064, , ,0.2107, ,0.0048, ,
 ,0.0064, , ,0.1984, ,0.0048, ,
 ,0.0064, , ,0.1988, ,0.0048, ,
 ,0.0063, , ,0.1984, ,0.0047, ,
 ,0.0064, , ,0.2121, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0047, ,
 ,0.0064, , ,0.1976, ,0.0069, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.2003, ,0.0047, ,
 ,0.0069, , ,0.1974, ,0.0048, ,
 ,0.0067, , ,0.1972, ,0.0047, ,
 ,0.0064, , ,0.198, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0047, ,
 ,0.0065, , ,0.2035, ,0.0047, ,
 ,0.0065, , ,0.2421, ,0.0047, ,
 ,0.0065, , ,0.1983, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0047, ,
 ,0.0064, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0064, , ,0.1973, ,0.0048, ,
 ,0.0064, , ,0.1972, ,0.0047, ,
 ,0.0067, , ,0.1974, ,0.0048, ,
 ,0.0064, , ,0.1972, ,0.0047, ,
 ,0.0065, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.197, ,0.0047, ,
 ,0.0064, , ,0.1973, ,0.0048, ,
 ,0.0064, , ,0.1982, ,0.0047, ,
 ,0.0064, , ,0.1979, ,0.0047, ,
 ,0.0065, , ,0.1982, ,0.0047, ,
 ,0.0065, , ,0.2073, ,0.0047, ,
 ,0.0064, , ,0.1983, ,0.0048, ,
 ,0.0063, , ,0.1974, ,0.0046, ,
 ,0.0065, , ,0.1968, ,0.0047, ,
 ,0.0064, , ,0.1971, ,0.0048, ,
 ,0.0065, , ,0.1981, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.0047, ,
 ,0.0064, , ,0.1972, ,0.0047, ,
 ,0.0064, , ,0.1979, ,0.005, ,
 ,0.0065, , ,0.1977, ,0.0049, ,
 ,0.0063, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0063, , ,0.1981, ,0.0047, ,
 ,0.0065, , ,0.1973, ,0.0049, ,
 ,0.0064, , ,0.1985, ,0.0049, ,
 ,0.0063, , ,0.1981, ,0.0049, ,
 ,0.0066, , ,0.2025, ,0.0048, ,
 ,0.0064, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.0052, ,
 ,0.0063, , ,0.2152, ,0.0048, ,
 ,0.0065, , ,0.2193, ,0.0048, ,
 ,0.0065, , ,0.1947, ,0.0048, ,
 ,0.0064, , ,0.2923, ,0.0048, ,
 ,0.0064, , ,0.2049, ,0.0048, ,
 ,0.0065, , ,0.2015, ,0.0049, ,
 ,0.0065, , ,0.1978, ,0.0049, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.2093, ,0.0048, ,
 ,0.0064, , ,0.203, ,0.0048, ,
 ,0.0064, , ,0.1978, ,0.0049, ,
 ,0.0065, , ,0.1991, ,0.0049, ,
 ,0.0064, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.1973, ,0.0048, ,
 ,0.0064, , ,0.2506, ,0.0047, ,
 ,0.0064, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.199, ,0.0049, ,
 ,0.0066, , ,0.1978, ,0.0049, ,
 ,0.0067, , ,0.1973, ,0.0048, ,
 ,0.0066, , ,0.1976, ,0.0049, ,
 ,0.0066, , ,0.1987, ,0.0048, ,
 ,0.0064, , ,0.1969, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0048, ,
 ,0.0066, , ,0.197, ,0.0048, ,
 ,0.0065, , ,0.1973, ,0.0048, ,
 ,0.0064, , ,0.1965, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0063, , ,0.1989, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0049, ,
 ,0.0064, , ,0.1984, ,0.0048, ,
 ,0.0066, , ,0.2037, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.0049, ,
 ,0.0064, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.197, ,0.0049, ,
 ,0.0063, , ,0.1972, ,0.0048, ,
 ,0.0101, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1988, ,0.0048, ,
 ,0.0064, , ,0.2017, ,0.0048, ,
 ,0.0064, , ,0.1983, ,0.0048, ,
 ,0.0066, , ,0.198, ,0.0047, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0063, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0049, ,
 ,0.0063, , ,0.1985, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0062, , ,0.1975, ,0.0048, ,
 ,0.0063, , ,0.1978, ,0.0048, ,
 ,0.0063, , ,0.2044, ,0.0048, ,
 ,0.0067, , ,0.1976, ,0.0048, ,
 ,0.0063, , ,0.1974, ,0.0063, ,
 ,0.0064, , ,0.1987, ,0.0059, ,
 ,0.0063, , ,0.1986, ,0.0048, ,
 ,0.0064, , ,0.2095, ,0.0047, ,
 ,0.0063, , ,0.216, ,0.0049, ,
 ,0.0064, , ,0.2275, ,0.0048, ,
 ,0.0064, , ,0.204, ,0.0048, ,
 ,0.0064, , ,0.1917, ,0.0048, ,
 ,0.0064, , ,0.2039, ,0.0047, ,
 ,0.0063, , ,0.2084, ,0.0047, ,
 ,0.0064, , ,0.2067, ,0.0048, ,
 ,0.0064, , ,0.1922, ,0.0047, ,
 ,0.0064, , ,0.2018, ,0.0047, ,
 ,0.0064, , ,0.197, ,0.0047, ,
 ,0.0064, , ,0.1989, ,0.0047, ,
 ,0.0063, , ,0.1967, ,0.0047, ,
 ,0.0065, , ,0.1966, ,0.0047, ,
 ,0.0065, , ,0.2495, ,0.0047, ,
 ,0.0064, , ,0.202, ,0.0048, ,
 ,0.0064, , ,0.1967, ,0.0048, ,
 ,0.0063, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.0047, ,
 ,0.0065, , ,0.1973, ,0.0047, ,
 ,0.0063, , ,0.196, ,0.0047, ,
 ,0.0065, , ,0.1961, ,0.0048, ,
 ,0.0065, , ,0.1967, ,0.0048, ,
 ,0.0065, , ,0.1961, ,0.0047, ,
 ,0.0064, , ,0.1979, ,0.0048, ,
 ,0.0063, , ,0.1964, ,0.0048, ,
 ,0.0063, , ,0.1962, ,0.0047, ,
 ,0.0063, , ,0.1959, ,0.0048, ,
 ,0.0063, , ,0.1964, ,0.0047, ,
 ,0.0067, , ,0.2011, ,0.0048, ,
 ,0.0065, , ,0.2021, ,0.0048, ,
 ,0.0069, , ,0.1967, ,0.0047, ,
 ,0.0066, , ,0.1966, ,0.0046, ,
 ,0.0065, , ,0.1953, ,0.0048, ,
 ,0.0063, , ,0.197, ,0.0046, ,
 ,0.0064, , ,0.1959, ,0.0048, ,
 ,0.0063, , ,0.1967, ,0.0047, ,
 ,0.0065, , ,0.1964, ,0.0047, ,
 ,0.0063, , ,0.1969, ,0.0048, ,
 ,0.0064, , ,0.1963, ,0.0047, ,
 ,0.0064, , ,0.1965, ,0.0047, ,
 ,0.0064, , ,0.1964, ,0.0047, ,
 ,0.0064, , ,0.1972, ,0.0047, ,
 ,0.0064, , ,0.1977, ,0.0047, ,
 ,0.0069, , ,0.1966, ,0.0047, ,
 ,0.0067, , ,0.2016, ,0.0048, ,
 ,0.0066, , ,0.198, ,0.0047, ,
 ,0.0065, , ,0.1966, ,0.0047, ,
 ,0.0064, , ,0.2024, ,0.0046, ,
 ,0.0065, , ,0.1963, ,0.0047, ,
 ,0.0066, , ,0.1975, ,0.0047, ,
 ,0.0065, , ,0.1993, ,0.0047, ,
 ,0.0066, , ,0.1966, ,0.0048, ,
 ,0.0065, , ,0.1965, ,0.0047, ,
 ,0.0065, , ,0.198, ,0.0047, ,
 ,0.0065, , ,0.1964, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0047, ,
 ,0.0067, , ,0.2161, ,0.0047, ,
 ,0.0065, , ,0.2156, ,0.0049, ,
 ,0.0066, , ,0.2092, ,0.0049, ,
 ,0.0066, , ,0.4531, ,0.0051, ,
 ,0.0065, , ,0.2075, ,0.0049, ,
 ,0.0066, , ,0.1984, ,0.0069, ,
 ,0.0066, , ,0.1984, ,0.0049, ,
 ,0.0065, , ,0.2435, ,0.0048, ,
 ,0.0065, , ,0.1986, ,0.0047, ,
 ,0.0065, , ,0.1989, ,0.0048, ,
 ,0.0065, , ,0.2044, ,0.0048, ,
 ,0.0065, , ,0.1974, ,0.0047, ,
 ,0.0065, , ,0.198, ,0.0049, ,
 ,0.0065, , ,0.1978, ,0.0047, ,
 ,0.0066, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1972, ,0.0048, ,
 ,0.0065, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0065, , ,0.2027, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0049, ,
 ,0.0065, , ,0.1975, ,0.0047, ,
 ,0.0066, , ,0.1985, ,0.0047, ,
 ,0.0066, , ,0.1979, ,0.0089, ,
 ,0.0065, , ,0.1977, ,0.008, ,
 ,0.0065, , ,0.1975, ,0.0083, ,
 ,0.0064, , ,0.197, ,0.0079, ,
 ,0.0066, , ,0.2018, ,0.0075, ,
 ,0.0065, , ,0.1983, ,0.0078, ,
 ,0.0066, , ,0.1973, ,0.0084, ,
 ,0.0065, , ,0.1974, ,0.0075, ,
 ,0.0066, , ,0.1981, ,0.0075, ,
 ,0.0065, , ,0.1985, ,0.0078, ,
 ,0.0065, , ,0.1975, ,0.0078, ,
 ,0.0107, , ,0.1987, ,0.0078, ,
 ,0.011, , ,0.1977, ,0.0073, ,
 ,0.0104, , ,0.1977, ,0.0078, ,
 ,0.0068, , ,0.1981, ,0.0076, ,
 ,0.0065, , ,0.198, ,0.0076, ,
 ,0.0066, , ,0.1976, ,0.0074, ,
 ,0.0067, , ,0.1973, ,0.0078, ,
 ,0.0065, , ,0.1978, ,0.0077, ,
 ,0.0065, , ,0.1981, ,0.0076, ,
 ,0.0066, , ,0.1975, ,0.0081, ,
 ,0.0065, , ,0.2049, ,0.0075, ,
 ,0.0064, , ,0.2004, ,0.0049, ,
 ,0.0065, , ,0.1965, ,0.0075, ,
 ,0.0064, , ,0.1974, ,0.0079, ,
 ,0.0065, , ,0.1973, ,0.008, ,
 ,0.0064, , ,0.204, ,0.0076, ,
 ,0.0065, , ,0.1968, ,0.0076, ,
 ,0.0065, , ,0.1978, ,0.0078, ,
 ,0.0066, , ,0.198, ,0.0074, ,
 ,0.0065, , ,0.1967, ,0.0075, ,
 ,0.0064, , ,0.1981, ,0.0078, ,
 ,0.0065, , ,0.1978, ,0.0075, ,
 ,0.0065, , ,0.1995, ,0.0079, ,
 ,0.0065, , ,0.2658, ,0.0071, ,
 ,0.0064, , ,0.2945, ,0.0076, ,
 ,0.0064, , ,0.2045, ,0.0079, ,
 ,0.0065, , ,0.1955, ,0.008, ,
 ,0.0065, , ,0.2203, ,0.0061, ,
 ,0.0064, , ,0.1895, ,0.0062, ,
 ,0.0064, , ,0.207, ,0.006, ,
 ,0.0064, , ,0.196, ,0.0059, ,
 ,0.0064, , ,0.1914, ,0.0047, ,
 ,0.0064, , ,0.1967, ,0.0049, ,
 ,0.0064, , ,0.1993, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0049, ,
 ,0.0064, , ,0.1966, ,0.0048, ,
 ,0.0065, , ,0.1974, ,0.0049, ,
 ,0.0064, , ,0.197, ,0.0051, ,
 ,0.0065, , ,0.1966, ,0.0051, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0066, , ,0.1971, ,0.0047, ,
 ,0.0063, , ,0.1972, ,0.0047, ,
 ,0.0065, , ,0.1969, ,0.0047, ,
 ,0.0064, , ,0.1968, ,0.0047, ,
 ,0.0064, , ,0.1971, ,0.0048, ,
 ,0.0064, , ,0.2023, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0047, ,
 ,0.0065, , ,0.1962, ,0.0048, ,
 ,0.0065, , ,0.1965, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.0048, ,
 ,0.0065, , ,0.1968, ,0.0047, ,
 ,0.0106, , ,0.1964, ,0.0047, ,
 ,0.0064, , ,0.1969, ,0.0047, ,
 ,0.0066, , ,0.1981, ,0.0048, ,
 ,0.0064, , ,0.1968, ,0.0047, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0064, , ,0.1967, ,0.0047, ,
 ,0.0064, , ,0.1967, ,0.0047, ,
 ,0.0066, , ,0.1979, ,0.0047, ,
 ,0.0064, , ,0.1966, ,0.0047, ,
 ,0.0083, , ,0.197, ,0.0048, ,
 ,0.0068, , ,0.1975, ,0.0048, ,
 ,0.0065, , ,0.1969, ,0.0048, ,
 ,0.0064, , ,0.203, ,0.0048, ,
 ,0.0066, , ,0.1965, ,0.0047, ,
 ,0.007, , ,0.1967, ,0.0047, ,
 ,0.0068, , ,0.1968, ,0.0048, ,
 ,0.0068, , ,0.1967, ,0.0048, ,
 ,0.0066, , ,0.1969, ,0.0048, ,
 ,0.0068, , ,0.1965, ,0.0047, ,
 ,0.0067, , ,0.1979, ,0.0048, ,
 ,0.0067, , ,0.1971, ,0.0048, ,
 ,0.0065, , ,0.197, ,0.0047, ,
 ,0.0064, , ,0.1973, ,0.0047, ,
 ,0.0065, , ,0.1964, ,0.0048, ,
 ,0.0065, , ,0.2026, ,0.0047, ,
 ,0.0064, , ,0.1977, ,0.0047, ,
 ,0.0064, , ,0.2549, ,0.0046, ,
 ,0.0064, , ,0.2416, ,0.0048, ,
 ,0.0064, , ,0.1995, ,0.005, ,
 ,0.0064, , ,0.1963, ,0.0048, ,
 ,0.0065, , ,0.4428, ,0.0047, ,
 ,0.0065, , ,0.2119, ,0.0047, ,
 ,0.0065, , ,0.1971, ,0.0046, ,
 ,0.0065, , ,0.1984, ,0.0047, ,
 ,0.0065, , ,0.1971, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0046, ,
 ,0.0064, , ,0.1965, ,0.0047, ,
 ,0.0063, , ,0.1978, ,0.0047, ,
 ,0.0064, , ,0.1969, ,0.0058, ,
 ,0.0065, , ,0.1974, ,0.0049, ,
 ,0.0064, , ,0.1975, ,0.0047, ,
 ,0.0063, , ,0.1963, ,0.0047, ,
 ,0.0064, , ,0.1965, ,0.0048, ,
 ,0.0064, , ,0.1979, ,0.0047, ,
 ,0.0064, , ,0.1968, ,0.0047, ,
 ,0.0065, , ,0.1974, ,0.0048, ,
 ,0.0064, , ,0.1964, ,0.0047, ,
 ,0.0064, , ,0.2024, ,0.0048, ,
 ,0.0064, , ,0.1973, ,0.0047, ,
 ,0.0064, , ,0.197, ,0.0047, ,
 ,0.0064, , ,0.1971, ,0.0047, ,
 ,0.0065, , ,0.197, ,0.0047, ,
 ,0.0064, , ,0.1967, ,0.0048, ,
 ,0.0064, , ,0.1965, ,0.0048, ,
 ,0.0064, , ,0.2025, ,0.0048, ,
 ,0.0064, , ,0.1968, ,0.0048, ,
 ,0.0063, , ,0.1969, ,0.0047, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.1967, ,0.0047, ,
 ,0.0063, , ,0.2114, ,0.0047, ,
 ,0.0064, , ,0.196, ,0.0048, ,
 ,0.0064, , ,0.1968, ,0.0047, ,
 ,0.0063, , ,0.1967, ,0.0047, ,
 ,0.0065, , ,0.1965, ,0.0047, ,
 ,0.0064, , ,0.2029, ,0.0046, ,
 ,0.0064, , ,0.1974, ,0.0047, ,
 ,0.0064, , ,0.1967, ,0.0047, ,
 ,0.0064, , ,0.1962, ,0.0047, ,
 ,0.0063, , ,0.197, ,0.0048, ,
 ,0.0105, , ,0.1967, ,0.0048, ,
 ,0.0068, , ,0.1962, ,0.0047, ,
 ,0.0066, , ,0.1961, ,0.0048, ,
 ,0.0067, , ,0.1976, ,0.0047, ,
 ,0.0066, , ,0.1968, ,0.0047, ,
 ,0.0066, , ,0.1969, ,0.0047, ,
 ,0.0065, , ,0.1969, ,0.0047, ,
 ,0.0065, , ,0.1962, ,0.0048, ,
 ,0.0065, , ,0.1967, ,0.0048, ,
 ,0.0082, , ,0.2569, ,0.0047, ,
 ,0.0079, , ,0.2033, ,0.0047, ,
 ,0.0064, , ,0.1991, ,0.0048, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0064, , ,0.2228, ,0.0046, ,
 ,0.0065, , ,0.2137, ,0.0047, ,
 ,0.0064, , ,0.1916, ,0.0047, ,
 ,0.0069, , ,0.2003, ,0.0048, ,
 ,0.0065, , ,0.1993, ,0.0048, ,
 ,0.0065, , ,0.1974, ,0.0047, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.1971, ,0.0047, ,
 ,0.0066, , ,0.1966, ,0.0047, ,
 ,0.0065, , ,0.1981, ,0.0047, ,
 ,0.0065, , ,0.197, ,0.0048, ,
 ,0.0066, , ,0.1976, ,0.0047, ,
 ,0.0065, , ,0.1964, ,0.0047, ,
 ,0.0064, , ,0.1985, ,0.0047, ,
 ,0.0065, , ,0.1971, ,0.0048, ,
 ,0.0066, , ,0.196, ,0.0047, ,
 ,0.0065, , ,0.1979, ,0.0047, ,
 ,0.0064, , ,0.2026, ,0.0081, ,
 ,0.0065, , ,0.197, ,0.005, ,
 ,0.0065, , ,0.198, ,0.0047, ,
 ,0.0065, , ,0.198, ,0.0049, ,
 ,0.0064, , ,0.1974, ,0.0049, ,
 ,0.0064, , ,0.1977, ,0.0049, ,
 ,0.0064, , ,0.197, ,0.0047, ,
 ,0.0064, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1969, ,0.0048, ,
 ,0.0064, , ,0.1965, ,0.0047, ,
 ,0.0064, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.1964, ,0.0048, ,
 ,0.0065, , ,0.1998, ,0.0047, ,
 ,0.0065, , ,0.1962, ,0.0049, ,
 ,0.0065, , ,0.1971, ,0.0048, ,
 ,0.0064, , ,0.2045, ,0.0047, ,
 ,0.0064, , ,0.1978, ,0.0048, ,
 ,0.0064, , ,0.1968, ,0.0048, ,
 ,0.0064, , ,0.2027, ,0.0047, ,
 ,0.0065, , ,0.1966, ,0.0047, ,
 ,0.0064, , ,0.1966, ,0.0048, ,
 ,0.0065, , ,0.1963, ,0.0048, ,
 ,0.0065, , ,0.1964, ,0.0046, ,
 ,0.0065, , ,0.1957, ,0.0048, ,
 ,0.0065, , ,0.1972, ,0.0048, ,
 ,0.0065, , ,0.1963, ,0.0049, ,
 ,0.0065, , ,0.1967, ,0.0047, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1969, ,0.0048, ,
 ,0.0081, , ,0.1971, ,0.0048, ,
 ,0.0067, , ,0.1975, ,0.0048, ,
 ,0.0067, , ,0.2424, ,0.0047, ,
 ,0.007, , ,0.1971, ,0.0048, ,
 ,0.0066, , ,0.1971, ,0.0047, ,
 ,0.0068, , ,0.1973, ,0.0048, ,
 ,0.0068, , ,0.196, ,0.0048, ,
 ,0.0066, , ,0.1969, ,0.0048, ,
 ,0.0066, , ,0.2032, ,0.0048, ,
 ,0.007, , ,0.1997, ,0.0048, ,
 ,0.0067, , ,0.2065, ,0.0048, ,
 ,0.0067, , ,0.206, ,0.0048, ,
 ,0.0086, , ,0.1952, ,0.0048, ,
 ,0.0067, , ,0.3356, ,0.0047, ,
 ,0.0068, , ,0.196, ,0.0047, ,
 ,0.0066, , ,0.1946, ,0.0049, ,
 ,0.0065, , ,0.1969, ,0.0047, ,
 ,0.0065, , ,0.1964, ,0.0086, ,
 ,0.0066, , ,0.1873, ,0.0047, ,
 ,0.0065, , ,0.203, ,0.0048, ,
 ,0.0064, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.1974, ,0.0048, ,
 ,0.0064, , ,0.1969, ,0.0047, ,
 ,0.0064, , ,0.1971, ,0.0048, ,
 ,0.0065, , ,0.2017, ,0.0049, ,
 ,0.0065, , ,0.1972, ,0.0048, ,
 ,0.0065, , ,0.1971, ,0.0047, ,
 ,0.0065, , ,0.1962, ,0.0047, ,
 ,0.0064, , ,0.1967, ,0.0047, ,
 ,0.0064, , ,0.1964, ,0.0047, ,
 ,0.0063, , ,0.1965, ,0.0047, ,
 ,0.0064, , ,0.2025, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0047, ,
 ,0.0064, , ,0.2, ,0.0047, ,
 ,0.0064, , ,0.1972, ,0.0051, ,
 ,0.0064, , ,0.197, ,0.0048, ,
 ,0.0064, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.2, ,0.0048, ,
 ,0.0064, , ,0.1972, ,0.0048, ,
 ,0.0065, , ,0.1972, ,0.0047, ,
 ,0.0065, , ,0.1966, ,0.0048, ,
 ,0.0065, , ,0.202, ,0.0049, ,
 ,0.0064, , ,0.1967, ,0.0049, ,
 ,0.0064, , ,0.1967, ,0.0049, ,
 ,0.0065, , ,0.196, ,0.0051, ,
 ,0.0064, , ,0.1967, ,0.0049, ,
 ,0.0064, , ,0.2015, ,0.0048, ,
 ,0.0065, , ,0.197, ,0.0049, ,
 ,0.0065, , ,0.1962, ,0.0049, ,
 ,0.0064, , ,0.1959, ,0.0048, ,
 ,0.0064, , ,0.1963, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.0047, ,
 ,0.0067, , ,0.2412, ,0.0049, ,
 ,0.0065, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.197, ,0.0048, ,
 ,0.0065, , ,0.2109, ,0.0047, ,
 ,0.0073, , ,0.1981, ,0.0048, ,
 ,0.0068, , ,0.1969, ,0.0047, ,
 ,0.0069, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.2026, ,0.0051, ,
 ,0.0066, , ,0.1963, ,0.0048, ,
 ,0.0064, , ,0.1962, ,0.0049, ,
 ,0.0065, , ,0.1971, ,0.0049, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.2082, ,0.0048, ,
 ,0.0066, , ,0.2123, ,0.0048, ,
 ,0.0065, , ,0.2021, ,0.0048, ,
 ,0.0067, , ,0.1898, ,0.005, ,
 ,0.0066, , ,0.2666, ,0.005, ,
 ,0.0065, , ,0.2129, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.1985, ,0.0048, ,
 ,0.0065, , ,0.1986, ,0.0048, ,
 ,0.0066, , ,0.198, ,0.0048, ,
 ,0.0065, , ,0.209, ,0.0048, ,
 ,0.0065, , ,0.1983, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0047, ,
