Arbrook,FrameTime,SetupTime,BGFX,FrameTime,Native,FrameTime,SetupTime,
 ,0.0065, , ,0.1899, ,0.0049, ,
 ,0.0064, , ,0.2098, ,0.0071, ,
 ,0.0065, , ,0.1956, ,0.0049, ,
 ,0.0065, , ,0.2007, ,0.0048, ,
 ,0.0065, , ,0.2016, ,0.0049, ,
 ,0.0065, , ,0.1889, ,0.005, ,
 ,0.0065, , ,0.1998, ,0.0049, ,
 ,0.0064, , ,0.1962, ,0.0049, ,
 ,0.0064, , ,0.2004, ,0.0048, ,
 ,0.0064, , ,0.1996, ,0.0048, ,
 ,0.0066, , ,0.2043, ,0.0048, ,
 ,0.0066, , ,0.199, ,0.0049, ,
 ,0.0065, , ,0.1985, ,0.0048, ,
 ,0.0064, , ,0.1988, ,0.0047, ,
 ,0.0065, , ,0.1988, ,0.0049, ,
 ,0.0064, , ,0.1988, ,0.0048, ,
 ,0.0064, , ,0.2006, ,0.0048, ,
 ,0.0065, , ,0.2589, ,0.0048, ,
 ,0.0065, , ,0.2036, ,0.006, ,
 ,0.0064, , ,0.1984, ,0.0058, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0064, , ,0.1978, ,0.005, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0049, ,
 ,0.0064, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.1974, ,0.0049, ,
 ,0.0067, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0065, , ,0.2042, ,0.0048, ,
 ,0.0064, , ,0.1989, ,0.0047, ,
 ,0.0065, , ,0.1984, ,0.0047, ,
 ,0.0064, , ,0.2959, ,0.0048, ,
 ,0.0064, , ,0.2629, ,0.0048, ,
 ,0.0065, , ,0.26, ,0.0048, ,
 ,0.0065, , ,0.2142, ,0.0049, ,
 ,0.0065, , ,0.2023, ,0.0047, ,
 ,0.0064, , ,0.2001, ,0.0048, ,
 ,0.0064, , ,0.2489, ,0.0048, ,
 ,0.0064, , ,0.1989, ,0.0047, ,
 ,0.0065, , ,0.1988, ,0.0047, ,
 ,0.0064, , ,0.2009, ,0.0048, ,
 ,0.0064, , ,0.1973, ,0.0048, ,
 ,0.0065, , ,0.1995, ,0.0048, ,
 ,0.0065, , ,0.201, ,0.0047, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1993, ,0.0049, ,
 ,0.0064, , ,0.198, ,0.0048, ,
 ,0.0065, , ,0.2056, ,0.0049, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.1994, ,0.0047, ,
 ,0.0064, , ,0.2467, ,0.0048, ,
 ,0.0065, , ,0.206, ,0.0049, ,
 ,0.0064, , ,0.1997, ,0.005, ,
 ,0.0065, , ,0.2052, ,0.0048, ,
 ,0.0065, , ,0.4481, ,0.0048, ,
 ,0.0064, , ,0.2622, ,0.0048, ,
 ,0.0064, , ,0.27, ,0.0049, ,
 ,0.0065, , ,0.2575, ,0.0048, ,
 ,0.0065, , ,0.2107, ,0.0053, ,
 ,0.0064, , ,0.2066, ,0.0049, ,
 ,0.0064, , ,0.1994, ,0.0048, ,
 ,0.0065, , ,0.199, ,0.0047, ,
 ,0.0064, , ,0.1992, ,0.0049, ,
 ,0.0065, , ,0.2034, ,0.0048, ,
 ,0.0064, , ,0.1984, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.007, ,
 ,0.0065, , ,0.1983, ,0.0048, ,
 ,0.0065, , ,0.1991, ,0.0048, ,
 ,0.0065, , ,0.1983, ,0.0049, ,
 ,0.0065, , ,0.1985, ,0.0047, ,
 ,0.0064, , ,0.1986, ,0.0048, ,
 ,0.0068, , ,0.1993, ,0.0048, ,
 ,0.0066, , ,0.1997, ,0.0051, ,
 ,0.0082, , ,0.1991, ,0.005, ,
 ,0.0065, , ,0.2, ,0.0048, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0064, , ,0.1984, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.0049, ,
 ,0.0065, , ,0.1979, ,0.0049, ,
 ,0.0064, , ,0.2032, ,0.0048, ,
 ,0.0064, , ,0.2092, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0063, , ,0.198, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.005, ,
 ,0.0063, , ,0.1982, ,0.0048, ,
 ,0.0066, , ,0.2441, ,0.0047, ,
 ,0.0064, , ,0.1978, ,0.0047, ,
 ,0.0065, , ,0.1989, ,0.0046, ,
 ,0.0065, , ,0.1985, ,0.0049, ,
 ,0.0115, , ,0.1987, ,0.0046, ,
 ,0.0081, , ,0.1978, ,0.0047, ,
 ,0.008, , ,0.1978, ,0.0046, ,
 ,0.008, , ,0.1975, ,0.0048, ,
 ,0.0066, , ,0.1985, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0047, ,
 ,0.0065, , ,0.1977, ,0.0047, ,
 ,0.0065, , ,0.1979, ,0.0046, ,
 ,0.0065, , ,0.2033, ,0.0048, ,
 ,0.0066, , ,0.2012, ,0.0047, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0067, , ,0.1989, ,0.0048, ,
 ,0.0066, , ,0.1979, ,0.0047, ,
 ,0.0065, , ,0.3161, ,0.0046, ,
 ,0.0065, , ,0.216, ,0.0049, ,
 ,0.0064, , ,0.2265, ,0.0047, ,
 ,0.0064, , ,0.1957, ,0.0048, ,
 ,0.0064, , ,0.1942, ,0.0049, ,
 ,0.0064, , ,0.1974, ,0.0049, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0065, , ,0.2003, ,0.0048, ,
 ,0.0065, , ,0.1983, ,0.0048, ,
 ,0.0065, , ,0.2008, ,0.0047, ,
 ,0.0064, , ,0.1985, ,0.0049, ,
 ,0.0065, , ,0.2036, ,0.0049, ,
 ,0.0064, , ,0.199, ,0.0047, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0063, , ,0.1978, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0064, , ,0.1988, ,0.0049, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0063, , ,0.1978, ,0.0047, ,
 ,0.0064, , ,0.198, ,0.0047, ,
 ,0.0064, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0049, ,
 ,0.0064, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.2031, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0048, ,
 ,0.0065, , ,0.1981, ,0.0048, ,
 ,0.0064, , ,0.2183, ,0.0048, ,
 ,0.0064, , ,0.2001, ,0.0049, ,
 ,0.0065, , ,0.205, ,0.0048, ,
 ,0.0066, , ,0.1981, ,0.0048, ,
 ,0.008, , ,0.1975, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0047, ,
 ,0.0065, , ,0.2436, ,0.0047, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.1982, ,0.0049, ,
 ,0.0064, , ,0.1983, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0047, ,
 ,0.0065, , ,0.1973, ,0.0047, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0099, , ,0.1978, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0047, ,
 ,0.0066, , ,0.1975, ,0.0049, ,
 ,0.0065, , ,0.199, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.2041, ,0.0048, ,
 ,0.0065, , ,0.1973, ,0.0049, ,
 ,0.0064, , ,0.199, ,0.0049, ,
 ,0.0065, , ,0.1983, ,0.0048, ,
 ,0.0064, , ,0.1984, ,0.0048, ,
 ,0.0064, , ,0.1965, ,0.0047, ,
 ,0.0064, , ,0.199, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.2951, ,0.0048, ,
 ,0.0064, , ,0.2406, ,0.0048, ,
 ,0.0065, , ,0.1873, ,0.0049, ,
 ,0.0065, , ,0.3396, ,0.0049, ,
 ,0.0065, , ,0.2078, ,0.0049, ,
 ,0.0064, , ,0.1983, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.1986, ,0.0048, ,
 ,0.0064, , ,0.2026, ,0.0047, ,
 ,0.0064, , ,0.198, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.1978, ,0.0049, ,
 ,0.0064, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0046, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0065, , ,0.1981, ,0.0048, ,
 ,0.0064, , ,0.198, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0047, ,
 ,0.0063, , ,0.1974, ,0.0048, ,
 ,0.0063, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.2004, ,0.0048, ,
 ,0.0063, , ,0.1973, ,0.0048, ,
 ,0.0065, , ,0.2033, ,0.0049, ,
 ,0.0065, , ,0.199, ,0.0051, ,
 ,0.0065, , ,0.1971, ,0.0048, ,
 ,0.0064, , ,0.1982, ,0.0047, ,
 ,0.0065, , ,0.2417, ,0.0048, ,
 ,0.0064, , ,0.2008, ,0.0048, ,
 ,0.0065, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.0047, ,
 ,0.0063, , ,0.1978, ,0.0048, ,
 ,0.0064, , ,0.1978, ,0.0048, ,
 ,0.0064, , ,0.1979, ,0.0047, ,
 ,0.0068, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.0047, ,
 ,0.0067, , ,0.1983, ,0.0047, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0065, , ,0.1986, ,0.0048, ,
 ,0.0064, , ,0.1983, ,0.0047, ,
 ,0.0065, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.1983, ,0.0048, ,
 ,0.0065, , ,0.2029, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0068, , ,0.1967, ,0.0049, ,
 ,0.0064, , ,0.197, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0064, , ,0.1973, ,0.0047, ,
 ,0.0065, , ,0.1973, ,0.0047, ,
 ,0.0064, , ,0.1978, ,0.0048, ,
 ,0.0064, , ,0.1971, ,0.0048, ,
 ,0.0066, , ,0.219, ,0.0047, ,
 ,0.0065, , ,0.2068, ,0.0049, ,
 ,0.0064, , ,0.2877, ,0.0047, ,
 ,0.0064, , ,0.2538, ,0.0047, ,
 ,0.0065, , ,0.2412, ,0.0048, ,
 ,0.0065, , ,0.2018, ,0.0048, ,
 ,0.0065, , ,0.2034, ,0.0048, ,
 ,0.0065, , ,0.2073, ,0.0048, ,
 ,0.0064, , ,0.1993, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0065, , ,0.1973, ,0.0047, ,
 ,0.0064, , ,0.1973, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0064, , ,0.1983, ,0.0049, ,
 ,0.0064, , ,0.1991, ,0.0047, ,
 ,0.0065, , ,0.1981, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0047, ,
 ,0.0064, , ,0.2021, ,0.0049, ,
 ,0.0063, , ,0.1974, ,0.0047, ,
 ,0.0064, , ,0.1979, ,0.0052, ,
 ,0.0064, , ,0.1979, ,0.005, ,
 ,0.0064, , ,0.2107, ,0.0048, ,
 ,0.0065, , ,0.2025, ,0.0047, ,
 ,0.0064, , ,0.2001, ,0.0047, ,
 ,0.0064, , ,0.205, ,0.0047, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.2171, ,0.0048, ,
 ,0.0064, , ,0.2778, ,0.0047, ,
 ,0.0064, , ,0.2592, ,0.0047, ,
 ,0.0064, , ,0.2486, ,0.0047, ,
 ,0.0064, , ,0.2029, ,0.0048, ,
 ,0.0064, , ,0.2886, ,0.0047, ,
 ,0.0065, , ,0.2413, ,0.0048, ,
 ,0.0065, , ,0.2427, ,0.0047, ,
 ,0.0065, , ,0.2368, ,0.0075, ,
 ,0.0064, , ,0.2754, ,0.0047, ,
 ,0.0064, , ,0.3259, ,0.0047, ,
 ,0.0064, , ,0.2485, ,0.0048, ,
 ,0.0064, , ,0.2018, ,0.0048, ,
 ,0.0064, , ,0.1995, ,0.0048, ,
 ,0.0064, , ,0.1991, ,0.0046, ,
 ,0.0064, , ,0.1981, ,0.005, ,
 ,0.0064, , ,0.199, ,0.0049, ,
 ,0.0064, , ,0.2048, ,0.0049, ,
 ,0.0067, , ,0.1984, ,0.0047, ,
 ,0.0066, , ,0.199, ,0.0048, ,
 ,0.0065, , ,0.1987, ,0.0048, ,
 ,0.0092, , ,0.1977, ,0.0049, ,
 ,0.0066, , ,0.198, ,0.0047, ,
 ,0.0065, , ,0.1981, ,0.0047, ,
 ,0.0064, , ,0.1995, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0047, ,
 ,0.0065, , ,0.3334, ,0.0048, ,
 ,0.0064, , ,0.2947, ,0.0048, ,
 ,0.0064, , ,0.2479, ,0.0048, ,
 ,0.0065, , ,0.3335, ,0.0048, ,
 ,0.0065, , ,0.1972, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.1907, ,0.0048, ,
 ,0.0064, , ,0.2115, ,0.0048, ,
 ,0.0064, , ,0.195, ,0.0048, ,
 ,0.0064, , ,0.2327, ,0.0047, ,
 ,0.0065, , ,0.1956, ,0.0048, ,
 ,0.0064, , ,0.204, ,0.0048, ,
 ,0.0064, , ,0.195, ,0.0048, ,
 ,0.0064, , ,0.1949, ,0.0048, ,
 ,0.0064, , ,0.2045, ,0.0048, ,
 ,0.0065, , ,0.1984, ,0.0048, ,
 ,0.0065, , ,0.2176, ,0.0048, ,
 ,0.0065, , ,0.1994, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.0047, ,
 ,0.0065, , ,0.1989, ,0.0048, ,
 ,0.0064, , ,0.2477, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0047, ,
 ,0.0065, , ,0.1986, ,0.0048, ,
 ,0.0063, , ,0.2017, ,0.0048, ,
 ,0.0065, , ,0.2042, ,0.0049, ,
 ,0.0065, , ,0.2003, ,0.0049, ,
 ,0.0064, , ,0.2, ,0.0048, ,
 ,0.0064, , ,0.1982, ,0.0049, ,
 ,0.0065, , ,0.2025, ,0.0048, ,
 ,0.0064, , ,0.2405, ,0.0048, ,
 ,0.0065, , ,0.2548, ,0.0048, ,
 ,0.0064, , ,0.2377, ,0.0048, ,
 ,0.0065, , ,0.1989, ,0.0049, ,
 ,0.0064, , ,0.1982, ,0.0048, ,
 ,0.0064, , ,0.1987, ,0.0048, ,
 ,0.0064, , ,0.1999, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.1979, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0063, , ,0.198, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.0047, ,
 ,0.0065, , ,0.2052, ,0.0047, ,
 ,0.0064, , ,0.2022, ,0.0048, ,
 ,0.0065, , ,0.1971, ,0.0047, ,
 ,0.0064, , ,0.1979, ,0.0049, ,
 ,0.0064, , ,0.1983, ,0.0047, ,
 ,0.0064, , ,0.1982, ,0.0048, ,
 ,0.0063, , ,0.1978, ,0.0048, ,
 ,0.0065, , ,0.1992, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0064, , ,0.1973, ,0.0048, ,
 ,0.0066, , ,0.3778, ,0.0051, ,
 ,0.0065, , ,0.2033, ,0.0049, ,
 ,0.0084, , ,0.1928, ,0.0049, ,
 ,0.008, , ,0.3575, ,0.0048, ,
 ,0.0066, , ,0.2072, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0047, ,
 ,0.0065, , ,0.2048, ,0.0047, ,
 ,0.0065, , ,0.1979, ,0.0049, ,
 ,0.008, , ,0.1974, ,0.0048, ,
 ,0.008, , ,0.198, ,0.0047, ,
 ,0.0078, , ,0.1981, ,0.0047, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0063, , ,0.2731, ,0.0047, ,
 ,0.0064, , ,0.2508, ,0.0049, ,
 ,0.0066, , ,0.2079, ,0.0048, ,
 ,0.0064, , ,0.2013, ,0.0048, ,
 ,0.0063, , ,0.2465, ,0.0047, ,
 ,0.0064, , ,0.1985, ,0.0049, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0065, , ,0.2031, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0047, ,
 ,0.0065, , ,0.1984, ,0.0047, ,
 ,0.0064, , ,0.2075, ,0.0049, ,
 ,0.0064, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1991, ,0.0048, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0065, , ,0.1993, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0049, ,
 ,0.0063, , ,0.1981, ,0.0084, ,
 ,0.0064, , ,0.2015, ,0.0049, ,
 ,0.0064, , ,0.1976, ,0.0077, ,
 ,0.0064, , ,0.1983, ,0.0077, ,
 ,0.0064, , ,0.2019, ,0.0049, ,
 ,0.0064, , ,0.199, ,0.0048, ,
 ,0.0064, , ,0.2021, ,0.0049, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0065, , ,0.2013, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0064, , ,0.2014, ,0.0048, ,
 ,0.0063, , ,0.1966, ,0.0048, ,
 ,0.0063, , ,0.2042, ,0.0048, ,
 ,0.0064, , ,0.1998, ,0.0048, ,
 ,0.0065, , ,0.1989, ,0.0048, ,
 ,0.0063, , ,0.1982, ,0.0047, ,
 ,0.0064, , ,0.1986, ,0.0048, ,
 ,0.0063, , ,0.2003, ,0.005, ,
 ,0.0064, , ,0.1973, ,0.0049, ,
 ,0.0064, , ,0.1973, ,0.0047, ,
 ,0.0064, , ,0.2039, ,0.0047, ,
 ,0.0063, , ,0.1976, ,0.0047, ,
 ,0.0065, , ,0.1984, ,0.0048, ,
 ,0.0063, , ,0.3635, ,0.0048, ,
 ,0.0084, , ,0.25, ,0.0047, ,
 ,0.0067, , ,0.2179, ,0.0048, ,
 ,0.0065, , ,0.2012, ,0.0048, ,
 ,0.0065, , ,0.2086, ,0.0047, ,
 ,0.0067, , ,0.2152, ,0.0049, ,
 ,0.0068, , ,0.1958, ,0.0047, ,
 ,0.0066, , ,0.1894, ,0.0048, ,
 ,0.0071, , ,0.2009, ,0.0048, ,
 ,0.0066, , ,0.1875, ,0.0047, ,
 ,0.0066, , ,0.2045, ,0.0048, ,
 ,0.0066, , ,0.2232, ,0.0047, ,
 ,0.0066, , ,0.2, ,0.0048, ,
 ,0.0068, , ,0.2478, ,0.0047, ,
 ,0.0068, , ,0.1979, ,0.0048, ,
 ,0.0069, , ,0.1984, ,0.0062, ,
 ,0.0067, , ,0.1976, ,0.0061, ,
 ,0.0106, , ,0.1984, ,0.0048, ,
 ,0.0099, , ,0.1985, ,0.0049, ,
 ,0.0066, , ,0.1976, ,0.0049, ,
 ,0.0065, , ,0.198, ,0.0048, ,
 ,0.0067, , ,0.1978, ,0.006, ,
 ,0.0066, , ,0.2045, ,0.0059, ,
 ,0.0065, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.1986, ,0.0048, ,
 ,0.0065, , ,0.1994, ,0.0047, ,
 ,0.0064, , ,0.1991, ,0.0047, ,
 ,0.0064, , ,0.2005, ,0.0047, ,
 ,0.0064, , ,0.1983, ,0.0059, ,
 ,0.0064, , ,0.1983, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0049, ,
 ,0.0064, , ,0.1976, ,0.0049, ,
 ,0.0064, , ,0.1991, ,0.0049, ,
 ,0.0064, , ,0.1992, ,0.0049, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0049, ,
 ,0.0064, , ,0.1984, ,0.0048, ,
 ,0.0064, , ,0.1987, ,0.0049, ,
 ,0.0065, , ,0.1978, ,0.0048, ,
 ,0.0064, , ,0.1974, ,0.005, ,
 ,0.0065, , ,0.1976, ,0.0049, ,
 ,0.0065, , ,0.2033, ,0.0049, ,
 ,0.0064, , ,0.1973, ,0.0048, ,
 ,0.0064, , ,0.198, ,0.0048, ,
 ,0.0065, , ,0.1989, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.1987, ,0.0047, ,
 ,0.0065, , ,0.1977, ,0.0047, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.1991, ,0.0048, ,
 ,0.0065, , ,0.1974, ,0.0049, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0064, , ,0.1972, ,0.0049, ,
 ,0.0065, , ,0.1979, ,0.0047, ,
 ,0.0065, , ,0.1982, ,0.0048, ,
 ,0.0065, , ,0.3131, ,0.005, ,
 ,0.0065, , ,0.2006, ,0.005, ,
 ,0.0064, , ,0.1958, ,0.0047, ,
 ,0.0085, , ,0.3347, ,0.0048, ,
 ,0.0067, , ,0.2061, ,0.005, ,
 ,0.0065, , ,0.1975, ,0.0049, ,
 ,0.0065, , ,0.1981, ,0.0048, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0065, , ,0.1995, ,0.0048, ,
 ,0.0065, , ,0.1975, ,0.0049, ,
 ,0.0065, , ,0.2454, ,0.0049, ,
 ,0.0065, , ,0.1985, ,0.0049, ,
 ,0.0107, , ,0.1972, ,0.005, ,
 ,0.0071, , ,0.1972, ,0.0048, ,
 ,0.0066, , ,0.1968, ,0.0051, ,
 ,0.0067, , ,0.1974, ,0.0048, ,
 ,0.0069, , ,0.1973, ,0.0047, ,
 ,0.0065, , ,0.197, ,0.0048, ,
 ,0.0066, , ,0.197, ,0.0048, ,
 ,0.0065, , ,0.1965, ,0.0048, ,
 ,0.0066, , ,0.2031, ,0.0048, ,
 ,0.0064, , ,0.1962, ,0.0049, ,
 ,0.0064, , ,0.1971, ,0.0047, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0065, , ,0.1965, ,0.0047, ,
 ,0.0065, , ,0.1981, ,0.0047, ,
 ,0.0065, , ,0.1965, ,0.0048, ,
 ,0.0064, , ,0.1959, ,0.0062, ,
 ,0.0064, , ,0.196, ,0.0049, ,
 ,0.0064, , ,0.1971, ,0.0048, ,
 ,0.0066, , ,0.1982, ,0.0047, ,
 ,0.0065, , ,0.1966, ,0.0048, ,
 ,0.0065, , ,0.2017, ,0.0048, ,
 ,0.0065, , ,0.1964, ,0.0047, ,
 ,0.0064, , ,0.1967, ,0.0049, ,
 ,0.0064, , ,0.1965, ,0.0048, ,
 ,0.0065, , ,0.1966, ,0.0048, ,
 ,0.0065, , ,0.1973, ,0.0049, ,
 ,0.0065, , ,0.1958, ,0.0047, ,
 ,0.0064, , ,0.2033, ,0.005, ,
 ,0.0063, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.1967, ,0.0049, ,
 ,0.0065, , ,0.1973, ,0.0048, ,
 ,0.0065, , ,0.1969, ,0.0047, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0065, , ,0.1967, ,0.0047, ,
 ,0.0063, , ,0.1964, ,0.0047, ,
 ,0.0064, , ,0.1974, ,0.0048, ,
 ,0.0064, , ,0.1964, ,0.0048, ,
 ,0.0065, , ,0.1978, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0048, ,
 ,0.0064, , ,0.1972, ,0.0049, ,
 ,0.0064, , ,0.1966, ,0.0048, ,
 ,0.0064, , ,0.1977, ,0.0049, ,
 ,0.0064, , ,0.2217, ,0.0048, ,
 ,0.0065, , ,0.2584, ,0.0047, ,
 ,0.0064, , ,0.2125, ,0.0049, ,
 ,0.0065, , ,0.1942, ,0.0048, ,
 ,0.0065, , ,0.1932, ,0.0047, ,
 ,0.0064, , ,0.2019, ,0.0049, ,
 ,0.0065, , ,0.2446, ,0.0048, ,
 ,0.0064, , ,0.1979, ,0.0048, ,
 ,0.0065, , ,0.2014, ,0.0049, ,
 ,0.0064, , ,0.2104, ,0.0049, ,
 ,0.0065, , ,0.198, ,0.0047, ,
 ,0.0065, , ,0.199, ,0.0048, ,
 ,0.0065, , ,0.1983, ,0.0053, ,
 ,0.0064, , ,0.1974, ,0.0049, ,
 ,0.0064, , ,0.1985, ,0.0048, ,
 ,0.0064, , ,0.1981, ,0.0047, ,
 ,0.0064, , ,0.2012, ,0.0048, ,
 ,0.0063, , ,0.1973, ,0.0048, ,
 ,0.0064, , ,0.2038, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0062, ,
 ,0.0083, , ,0.1982, ,0.0049, ,
 ,0.0068, , ,0.1981, ,0.0048, ,
 ,0.0066, , ,0.2027, ,0.0048, ,
 ,0.0065, , ,0.1984, ,0.0051, ,
 ,0.0065, , ,0.1991, ,0.0047, ,
 ,0.0065, , ,0.1984, ,0.0047, ,
 ,0.0065, , ,0.1982, ,0.0062, ,
 ,0.0065, , ,0.1977, ,0.0059, ,
 ,0.0064, , ,0.1981, ,0.0048, ,
 ,0.0065, , ,0.1982, ,0.0077, ,
 ,0.0064, , ,0.1977, ,0.0054, ,
 ,0.0065, , ,0.1969, ,0.0063, ,
 ,0.0065, , ,0.2009, ,0.0052, ,
 ,0.0065, , ,0.1971, ,0.0059, ,
 ,0.0063, , ,0.1979, ,0.0051, ,
 ,0.0065, , ,0.197, ,0.005, ,
 ,0.0064, , ,0.1971, ,0.0049, ,
 ,0.0065, , ,0.2029, ,0.0049, ,
 ,0.0065, , ,0.2001, ,0.0049, ,
 ,0.0063, , ,0.197, ,0.005, ,
 ,0.0064, , ,0.1983, ,0.0051, ,
 ,0.0064, , ,0.1961, ,0.0049, ,
 ,0.0065, , ,0.1973, ,0.0049, ,
 ,0.0063, , ,0.1968, ,0.0048, ,
 ,0.0065, , ,0.1966, ,0.0048, ,
 ,0.0064, , ,0.1972, ,0.0048, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0065, , ,0.197, ,0.0049, ,
 ,0.0064, , ,0.1972, ,0.005, ,
 ,0.0065, , ,0.1966, ,0.0048, ,
 ,0.0065, , ,0.1976, ,0.0048, ,
 ,0.0065, , ,0.197, ,0.0048, ,
 ,0.0064, , ,0.1965, ,0.0047, ,
 ,0.0064, , ,0.2013, ,0.0047, ,
 ,0.0064, , ,0.1975, ,0.0048, ,
 ,0.0065, , ,0.1964, ,0.0046, ,
 ,0.0064, , ,0.1969, ,0.0048, ,
