Arbrook,Drawing Time,BGFX,Drawing Time,Native,Drawing Time,
 ,0.0037, ,0.1721, ,0.0036,
 ,0.0037, ,0.1689, ,0.0034,
 ,0.0046, ,0.1723, ,0.0036,
 ,0.004, ,0.1682, ,0.0041,
 ,0.0037, ,0.169, ,0.0035,
 ,0.0058, ,0.1672, ,0.0037,
 ,0.0042, ,0.1697, ,0.0036,
 ,0.0041, ,0.1681, ,0.004,
 ,0.0045, ,0.1668, ,0.0037,
 ,0.0039, ,0.1673, ,0.0035,
 ,0.0039, ,0.1671, ,0.0045,
 ,0.004, ,0.1766, ,0.0043,
 ,0.0036, ,0.1685, ,0.0039,
 ,0.0041, ,0.1672, ,0.004,
 ,0.0041, ,0.1672, ,0.0036,
 ,0.004, ,0.1691, ,0.0042,
 ,0.0039, ,0.2166, ,0.0037,
 ,0.0036, ,0.1711, ,0.0037,
 ,0.0037, ,0.1689, ,0.004,
 ,0.004, ,0.1679, ,0.0039,
 ,0.0037, ,0.1756, ,0.0035,
 ,0.0036, ,0.1667, ,0.0051,
 ,0.0037, ,0.1681, ,0.0066,
 ,0.0038, ,0.168, ,0.0046,
 ,0.0038, ,0.1694, ,0.004,
 ,0.0037, ,0.1674, ,0.0039,
 ,0.0042, ,0.1682, ,0.0038,
 ,0.0039, ,0.1676, ,0.0042,
 ,0.0037, ,0.1683, ,0.004,
 ,0.0037, ,0.2501, ,0.0042,
 ,0.0037, ,0.1877, ,0.0039,
 ,0.0037, ,0.1722, ,0.004,
 ,0.0036, ,0.1695, ,0.0039,
 ,0.0037, ,0.1698, ,0.0041,
 ,0.0038, ,0.17, ,0.0043,
 ,0.0039, ,0.1674, ,0.0043,
 ,0.0037, ,0.1668, ,0.0042,
 ,0.0037, ,0.1687, ,0.004,
 ,0.0043, ,0.1692, ,0.004,
 ,0.0037, ,0.1679, ,0.0056,
 ,0.0037, ,0.1667, ,0.0053,
 ,0.0037, ,0.1668, ,0.004,
 ,0.0039, ,0.1666, ,0.0041,
 ,0.004, ,0.1701, ,0.0044,
 ,0.0039, ,0.1671, ,0.004,
 ,0.0039, ,0.1665, ,0.0038,
 ,0.0043, ,0.1723, ,0.0039,
 ,0.0037, ,0.1684, ,0.0039,
 ,0.0039, ,0.1657, ,0.0038,
 ,0.0038, ,0.1677, ,0.0036,
 ,0.0043, ,0.166, ,0.0036,
 ,0.0039, ,0.1685, ,0.0042,
 ,0.004, ,0.168, ,0.0037,
 ,0.0037, ,0.1757, ,0.0037,
 ,0.0039, ,0.169, ,0.0036,
 ,0.0036, ,0.1672, ,0.0039,
 ,0.0037, ,0.1682, ,0.0037,
 ,0.0037, ,0.1669, ,0.0038,
 ,0.0038, ,0.1664, ,0.0035,
 ,0.004, ,0.1674, ,0.0038,
 ,0.0038, ,0.2035, ,0.0035,
 ,0.0037, ,0.3503, ,0.0036,
 ,0.0038, ,0.5388, ,0.0037,
 ,0.0039, ,0.2045, ,0.0038,
 ,0.004, ,0.1743, ,0.0038,
 ,0.0037, ,0.1686, ,0.0045,
 ,0.0042, ,0.1677, ,0.0041,
 ,0.004, ,0.1617, ,0.0042,
 ,0.0039, ,0.1698, ,0.0037,
 ,0.0039, ,0.168, ,0.0038,
 ,0.0039, ,0.1675, ,0.0061,
 ,0.0036, ,0.1661, ,0.0041,
 ,0.0037, ,0.1682, ,0.0039,
 ,0.0043, ,0.1664, ,0.0036,
 ,0.0043, ,0.1677, ,0.0037,
 ,0.0041, ,0.1663, ,0.0039,
 ,0.0041, ,0.1687, ,0.0038,
 ,0.0039, ,0.1689, ,0.0034,
 ,0.0041, ,0.167, ,0.0036,
 ,0.0039, ,0.1658, ,0.0039,
 ,0.0037, ,0.1673, ,0.0037,
 ,0.0037, ,0.1684, ,0.0037,
 ,0.0042, ,0.1753, ,0.0036,
 ,0.004, ,0.197, ,0.0038,
 ,0.0036, ,0.1674, ,0.0038,
 ,0.0038, ,0.1682, ,0.0035,
 ,0.0039, ,0.1782, ,0.0036,
 ,0.004, ,0.1684, ,0.0041,
 ,0.0036, ,0.1674, ,0.0038,
 ,0.0038, ,0.166, ,0.0036,
 ,0.0039, ,0.1681, ,0.0036,
 ,0.0039, ,0.1673, ,0.004,
 ,0.0036, ,0.2159, ,0.0037,
 ,0.0037, ,0.1681, ,0.0035,
 ,0.0042, ,0.1667, ,0.0036,
 ,0.0036, ,0.1681, ,0.004,
 ,0.0036, ,0.1665, ,0.0037,
 ,0.004, ,0.1659, ,0.0036,
 ,0.0039, ,0.172, ,0.0035,
 ,0.0038, ,0.1687, ,0.0038,
 ,0.0037, ,0.1663, ,0.0035,
 ,0.0037, ,0.1661, ,0.0036,
 ,0.0039, ,0.169, ,0.0036,
 ,0.004, ,0.1662, ,0.0038,
 ,0.0036, ,0.166, ,0.0037,
 ,0.0036, ,0.1667, ,0.0036,
 ,0.0038, ,0.1669, ,0.0036,
 ,0.0039, ,0.1667, ,0.0038,
 ,0.0039, ,0.1681, ,0.004,
 ,0.0041, ,0.1661, ,0.0038,
 ,0.0038, ,0.1662, ,0.0037,
 ,0.0036, ,0.167, ,0.0041,
 ,0.0036, ,0.1658, ,0.0037,
 ,0.0037, ,0.1668, ,0.0035,
 ,0.0043, ,0.1668, ,0.0035,
 ,0.004, ,0.1669, ,0.004,
 ,0.0036, ,0.1732, ,0.0036,
 ,0.0037, ,0.1693, ,0.0035,
 ,0.0043, ,0.166, ,0.0035,
 ,0.0039, ,0.1728, ,0.004,
 ,0.0036, ,0.1651, ,0.0038,
 ,0.0037, ,0.1659, ,0.0036,
 ,0.0037, ,0.1659, ,0.0037,
 ,0.0039, ,0.1794, ,0.0037,
 ,0.0037, ,0.1659, ,0.0035,
 ,0.0039, ,0.1662, ,0.0038,
 ,0.0039, ,0.1683, ,0.0035,
 ,0.004, ,0.1671, ,0.0038,
 ,0.0036, ,0.1675, ,0.0046,
 ,0.0037, ,0.1681, ,0.0042,
 ,0.0038, ,0.1673, ,0.0039,
 ,0.0038, ,0.2058, ,0.0047,
 ,0.0039, ,0.2596, ,0.004,
 ,0.004, ,0.1864, ,0.0036,
 ,0.0043, ,0.1379, ,0.0037,
 ,0.0037, ,0.1622, ,0.0041,
 ,0.0039, ,0.1787, ,0.0037,
 ,0.0043, ,0.1724, ,0.0036,
 ,0.0044, ,0.1737, ,0.0036,
 ,0.004, ,0.1708, ,0.0041,
 ,0.0037, ,0.1697, ,0.0035,
 ,0.004, ,0.1698, ,0.0035,
 ,0.0042, ,0.1718, ,0.0036,
 ,0.004, ,0.201, ,0.0038,
 ,0.0056, ,0.1817, ,0.0037,
 ,0.0037, ,0.1734, ,0.0038,
 ,0.0042, ,0.1707, ,0.0035,
 ,0.004, ,0.1694, ,0.0041,
 ,0.0039, ,0.169, ,0.0035,
 ,0.004, ,0.1699, ,0.0034,
 ,0.0038, ,0.1702, ,0.0037,
 ,0.0036, ,0.1743, ,0.0038,
 ,0.0037, ,0.1785, ,0.0037,
 ,0.0037, ,0.177, ,0.0036,
 ,0.0042, ,0.1696, ,0.0036,
 ,0.0038, ,0.1681, ,0.0042,
 ,0.0036, ,0.1671, ,0.0038,
 ,0.0037, ,0.2134, ,0.0036,
 ,0.0042, ,0.1691, ,0.0036,
 ,0.0039, ,0.1677, ,0.0037,
 ,0.0037, ,0.1718, ,0.0037,
 ,0.0039, ,0.168, ,0.0035,
 ,0.0042, ,0.1662, ,0.0035,
 ,0.0039, ,0.1699, ,0.0038,
 ,0.0036, ,0.1676, ,0.0036,
 ,0.0036, ,0.1673, ,0.0035,
 ,0.0043, ,0.1674, ,0.0036,
 ,0.0037, ,0.1672, ,0.0041,
 ,0.004, ,0.1731, ,0.0038,
 ,0.0038, ,0.1683, ,0.0035,
 ,0.0039, ,0.1667, ,0.0036,
 ,0.004, ,0.1664, ,0.0041,
 ,0.0039, ,0.1713, ,0.0037,
 ,0.004, ,0.167, ,0.0035,
 ,0.0043, ,0.1665, ,0.0036,
 ,0.0035, ,0.1663, ,0.004,
 ,0.0039, ,0.1672, ,0.0038,
 ,0.0037, ,0.1677, ,0.0034,
 ,0.0043, ,0.1662, ,0.0037,
 ,0.004, ,0.1674, ,0.0038,
 ,0.0037, ,0.1658, ,0.0038,
 ,0.0037, ,0.1709, ,0.0035,
 ,0.0039, ,0.1669, ,0.0037,
 ,0.0039, ,0.1692, ,0.004,
 ,0.0037, ,0.1669, ,0.0037,
 ,0.0038, ,0.1745, ,0.0035,
 ,0.0041, ,0.1672, ,0.0036,
 ,0.0039, ,0.1732, ,0.0037,
 ,0.0038, ,0.1692, ,0.0035,
 ,0.0037, ,0.1669, ,0.0035,
 ,0.0038, ,0.1701, ,0.0035,
 ,0.0039, ,0.1673, ,0.0038,
 ,0.0041, ,0.1667, ,0.0037,
 ,0.0037, ,0.1668, ,0.0038,
 ,0.0038, ,0.1658, ,0.0044,
 ,0.0038, ,0.1674, ,0.0044,
 ,0.0038, ,0.1656, ,0.004,
 ,0.0037, ,0.1658, ,0.0037,
 ,0.0043, ,0.1658, ,0.0039,
 ,0.0039, ,0.1684, ,0.0038,
 ,0.0037, ,0.1673, ,0.0037,
 ,0.0053, ,0.167, ,0.0037,
 ,0.0047, ,0.1668, ,0.0037,
 ,0.0041, ,0.1721, ,0.0043,
 ,0.0039, ,0.1822, ,0.0038,
 ,0.0037, ,0.1848, ,0.0038,
 ,0.004, ,0.1673, ,0.0037,
 ,0.0038, ,0.135, ,0.0041,
 ,0.0039, ,0.1502, ,0.0039,
 ,0.0038, ,0.1809, ,0.0037,
 ,0.0043, ,0.1686, ,0.0037,
 ,0.0051, ,0.1681, ,0.0037,
 ,0.0039, ,0.1701, ,0.0175,
 ,0.0042, ,0.1966, ,0.0036,
 ,0.0043, ,0.1706, ,0.0037,
 ,0.0047, ,0.1688, ,0.0041,
 ,0.0041, ,0.1702, ,0.0037,
 ,0.0043, ,0.1904, ,0.0036,
 ,0.0045, ,0.1698, ,0.0037,
 ,0.004, ,0.1701, ,0.004,
 ,0.0037, ,0.1665, ,0.0036,
 ,0.0041, ,0.1763, ,0.0036,
 ,0.0051, ,0.1679, ,0.0036,
 ,0.0047, ,0.2444, ,0.0038,
 ,0.0043, ,0.1719, ,0.0038,
 ,0.0042, ,0.1705, ,0.0038,
 ,0.0044, ,0.1657, ,0.0036,
 ,0.0047, ,0.1663, ,0.0037,
 ,0.0044, ,0.1673, ,0.0035,
 ,0.0043, ,0.1679, ,0.0035,
 ,0.0043, ,0.1674, ,0.0036,
 ,0.0046, ,0.1666, ,0.0038,
 ,0.0052, ,0.1671, ,0.0037,
 ,0.0044, ,0.1668, ,0.0035,
 ,0.0049, ,0.169, ,0.0037,
 ,0.0047, ,0.2052, ,0.0041,
 ,0.0041, ,0.1769, ,0.0038,
 ,0.0045, ,0.3712, ,0.0036,
 ,0.0043, ,0.3101, ,0.0036,
 ,0.0038, ,0.1723, ,0.004,
 ,0.0038, ,0.1866, ,0.0036,
 ,0.004, ,0.1699, ,0.0037,
 ,0.0043, ,0.1687, ,0.0036,
 ,0.0039, ,0.1681, ,0.0038,
 ,0.0037, ,0.1683, ,0.0036,
 ,0.0036, ,0.1689, ,0.0035,
 ,0.0039, ,0.1679, ,0.0035,
 ,0.0038, ,0.1673, ,0.0041,
 ,0.0037, ,0.1677, ,0.0038,
 ,0.0037, ,0.1686, ,0.0035,
 ,0.0038, ,0.1683, ,0.0036,
 ,0.0039, ,0.1677, ,0.004,
 ,0.0036, ,0.1685, ,0.0036,
 ,0.0037, ,0.17, ,0.0036,
 ,0.0039, ,0.1673, ,0.0037,
 ,0.0039, ,0.1704, ,0.004,
 ,0.004, ,0.1733, ,0.0037,
 ,0.004, ,0.1673, ,0.0055,
 ,0.0043, ,0.169, ,0.0043,
 ,0.0044, ,0.1664, ,0.0043,
 ,0.0039, ,0.1671, ,0.004,
 ,0.0039, ,0.1664, ,0.0037,
 ,0.005, ,0.1683, ,0.0038,
 ,0.0059, ,0.1678, ,0.0041,
 ,0.0044, ,0.1659, ,0.0038,
 ,0.0042, ,0.1664, ,0.0036,
 ,0.0049, ,0.1663, ,0.0037,
 ,0.0045, ,0.1685, ,0.0038,
 ,0.0043, ,0.1683, ,0.0037,
 ,0.004, ,0.1675, ,0.0037,
 ,0.0046, ,0.1669, ,0.0036,
 ,0.0038, ,0.1681, ,0.004,
 ,0.0042, ,0.1669, ,0.0037,
 ,0.0042, ,0.1796, ,0.0036,
 ,0.0043, ,0.2002, ,0.0037,
 ,0.0042, ,0.2119, ,0.0037,
 ,0.004, ,0.1741, ,0.0035,
 ,0.0039, ,0.1538, ,0.0035,
 ,0.0039, ,0.138, ,0.0035,
 ,0.0039, ,0.2031, ,0.0037,
 ,0.0037, ,0.1784, ,0.0038,
 ,0.004, ,0.1696, ,0.0035,
 ,0.0042, ,0.1701, ,0.0036,
 ,0.0039, ,0.1696, ,0.004,
 ,0.0036, ,0.169, ,0.0035,
 ,0.004, ,0.1683, ,0.0035,
 ,0.0038, ,0.1662, ,0.0035,
 ,0.0036, ,0.2422, ,0.0039,
 ,0.0036, ,0.1708, ,0.0037,
 ,0.0036, ,0.1674, ,0.0035,
 ,0.0038, ,0.1671, ,0.0036,
 ,0.0039, ,0.1751, ,0.004,
 ,0.0038, ,0.2801, ,0.0036,
 ,0.004, ,0.1736, ,0.0034,
 ,0.0043, ,0.173, ,0.0036,
 ,0.0039, ,0.1701, ,0.004,
 ,0.0036, ,0.1679, ,0.0037,
 ,0.0037, ,0.1683, ,0.0035,
 ,0.0038, ,0.1696, ,0.0036,
 ,0.0039, ,0.168, ,0.0038,
 ,0.0036, ,0.1679, ,0.0035,
 ,0.0039, ,0.1668, ,0.0035,
 ,0.0039, ,0.1675, ,0.0036,
 ,0.0039, ,0.172, ,0.0048,
 ,0.0037, ,0.1695, ,0.0038,
 ,0.0037, ,0.1803, ,0.0037,
 ,0.0052, ,0.168, ,0.0036,
 ,0.0045, ,0.1696, ,0.0038,
 ,0.004, ,0.1734, ,0.0035,
 ,0.0039, ,0.1686, ,0.0036,
 ,0.0044, ,0.1674, ,0.0036,
 ,0.0038, ,0.1679, ,0.0041,
 ,0.0037, ,0.1683, ,0.0037,
 ,0.0037, ,0.167, ,0.0037,
 ,0.0039, ,0.1663, ,0.0037,
 ,0.0039, ,0.168, ,0.0038,
 ,0.0037, ,0.17, ,0.0038,
 ,0.0038, ,0.1912, ,0.0034,
 ,0.0063, ,0.1683, ,0.0036,
 ,0.0037, ,0.1667, ,0.0038,
 ,0.0036, ,0.1671, ,0.0037,
 ,0.0042, ,0.1673, ,0.0037,
 ,0.0045, ,0.1669, ,0.005,
 ,0.0039, ,0.1654, ,0.0045,
 ,0.0048, ,0.1687, ,0.0044,
 ,0.004, ,0.1694, ,0.004,
 ,0.0044, ,0.1732, ,0.0039,
 ,0.0042, ,0.1665, ,0.0038,
 ,0.0041, ,0.1665, ,0.0037,
 ,0.0043, ,0.1675, ,0.004,
 ,0.004, ,0.1673, ,0.0038,
 ,0.0048, ,0.1665, ,0.0041,
 ,0.0039, ,0.1662, ,0.0038,
 ,0.0041, ,0.1667, ,0.004,
 ,0.0043, ,0.1713, ,0.0039,
 ,0.004, ,0.167, ,0.0039,
 ,0.0037, ,0.1672, ,0.0038,
 ,0.0037, ,0.1668, ,0.0035,
 ,0.0039, ,0.1734, ,0.0038,
 ,0.0047, ,0.1672, ,0.0038,
 ,0.0038, ,0.167, ,0.0037,
 ,0.0041, ,0.1659, ,0.0036,
 ,0.0043, ,0.1665, ,0.0036,
 ,0.0041, ,0.1704, ,0.0038,
 ,0.0042, ,0.167, ,0.0037,
 ,0.0042, ,0.1745, ,0.0035,
 ,0.0041, ,0.1661, ,0.0036,
 ,0.004, ,0.1675, ,0.0038,
 ,0.0038, ,0.2439, ,0.0036,
 ,0.0037, ,0.2076, ,0.0035,
 ,0.0042, ,0.1469, ,0.0036,
 ,0.0037, ,0.136, ,0.004,
 ,0.004, ,0.1474, ,0.0037,
 ,0.004, ,0.2268, ,0.0037,
 ,0.0042, ,0.1673, ,0.0036,
 ,0.0039, ,0.168, ,0.0041,
 ,0.0036, ,0.1695, ,0.0036,
 ,0.0038, ,0.1685, ,0.0034,
 ,0.0042, ,0.1681, ,0.0037,
 ,0.004, ,0.1686, ,0.0039,
 ,0.0036, ,0.1659, ,0.0037,
 ,0.0037, ,0.1818, ,0.0035,
 ,0.0043, ,0.1865, ,0.0036,
 ,0.0038, ,0.1713, ,0.0036,
 ,0.0037, ,0.1714, ,0.0037,
 ,0.0037, ,0.1687, ,0.0037,
 ,0.0039, ,0.1699, ,0.0035,
 ,0.0036, ,0.1685, ,0.0037,
 ,0.0036, ,0.1689, ,0.0037,
 ,0.0037, ,0.1702, ,0.0035,
 ,0.0038, ,0.1666, ,0.0036,
 ,0.004, ,0.1748, ,0.0039,
 ,0.0037, ,0.1659, ,0.0035,
 ,0.0037, ,0.1712, ,0.0036,
 ,0.0038, ,0.1664, ,0.0036,
 ,0.0035, ,0.1683, ,0.0038,
 ,0.004, ,0.1664, ,0.0037,
 ,0.0037, ,0.1686, ,0.0036,
 ,0.004, ,0.1732, ,0.0036,
 ,0.004, ,0.1724, ,0.0038,
 ,0.0037, ,0.1675, ,0.0035,
 ,0.004, ,0.1676, ,0.0036,
 ,0.0039, ,0.1701, ,0.0035,
 ,0.0036, ,0.1801, ,0.004,
 ,0.0047, ,0.1682, ,0.0037,
 ,0.0053, ,0.1703, ,0.0036,
 ,0.0045, ,0.1666, ,0.0036,
 ,0.004, ,0.1685, ,0.0039,
 ,0.0042, ,0.167, ,0.0037,
 ,0.0039, ,0.1677, ,0.0035,
 ,0.004, ,0.1672, ,0.0037,
 ,0.0037, ,0.1691, ,0.0044,
 ,0.0037, ,0.1679, ,0.0039,
 ,0.0036, ,0.1679, ,0.0041,
 ,0.0038, ,0.1681, ,0.0039,
 ,0.0059, ,0.1675, ,0.0041,
 ,0.0039, ,0.1672, ,0.0037,
 ,0.0037, ,0.1746, ,0.0035,
 ,0.0043, ,0.1675, ,0.0036,
 ,0.0037, ,0.1683, ,0.0038,
 ,0.0036, ,0.1709, ,0.0037,
 ,0.0037, ,0.1679, ,0.0035,
 ,0.0042, ,0.1669, ,0.004,
 ,0.004, ,0.1678, ,0.0041,
 ,0.0036, ,0.1767, ,0.0038,
 ,0.0037, ,0.1669, ,0.0035,
 ,0.0043, ,0.1663, ,0.0036,
 ,0.0036, ,0.1669, ,0.0038,
 ,0.0036, ,0.1669, ,0.0037,
 ,0.0037, ,0.1682, ,0.0035,
 ,0.0042, ,0.1679, ,0.0035,
 ,0.0039, ,0.167, ,0.0038,
 ,0.0036, ,0.1677, ,0.0036,
 ,0.0036, ,0.1737, ,0.0034,
 ,0.0038, ,0.1664, ,0.0037,
 ,0.0036, ,0.1684, ,0.0037,
 ,0.0037, ,0.1662, ,0.0037,
 ,0.0037, ,0.1672, ,0.0035,
 ,0.0043, ,0.17, ,0.0037,
 ,0.0039, ,0.2401, ,0.0038,
 ,0.0036, ,0.1756, ,0.0035,
 ,0.0036, ,0.261, ,0.0035,
 ,0.0038, ,0.1814, ,0.0035,
 ,0.0036, ,0.152, ,0.0039,
 ,0.0035, ,0.1372, ,0.0037,
 ,0.004, ,0.1422, ,0.0035,
 ,0.0043, ,0.1766, ,0.0037,
 ,0.0043, ,0.1699, ,0.0037,
 ,0.004, ,0.168, ,0.0036,
 ,0.0041, ,0.169, ,0.0035,
 ,0.004, ,0.1681, ,0.0036,
 ,0.0037, ,0.1755, ,0.004,
 ,0.0036, ,0.2814, ,0.0036,
 ,0.0037, ,0.2996, ,0.0035,
 ,0.0042, ,0.2823, ,0.0036,
 ,0.0039, ,0.258, ,0.0037,
 ,0.0037, ,0.1859, ,0.0037,
 ,0.0041, ,0.1737, ,0.0037,
 ,0.0042, ,0.1689, ,0.0035,
 ,0.0037, ,0.1686, ,0.0038,
 ,0.0039, ,0.1671, ,0.0037,
 ,0.0036, ,0.1675, ,0.0034,
 ,0.0042, ,0.1704, ,0.0035,
 ,0.004, ,0.1691, ,0.0037,
 ,0.004, ,0.1669, ,0.0037,
 ,0.0039, ,0.1671, ,0.0036,
 ,0.0044, ,0.1699, ,0.0035,
 ,0.0039, ,0.1816, ,0.004,
 ,0.0038, ,0.1675, ,0.0037,
 ,0.0046, ,0.168, ,0.0034,
 ,0.006, ,0.175, ,0.0036,
 ,0.0045, ,0.1671, ,0.0041,
 ,0.0041, ,0.1672, ,0.0041,
 ,0.0038, ,0.1675, ,0.004,
 ,0.0039, ,0.1675, ,0.0039,
 ,0.004, ,0.1686, ,0.0042,
 ,0.0037, ,0.1678, ,0.0038,
 ,0.0038, ,0.1665, ,0.0043,
 ,0.0039, ,0.1659, ,0.0037,
 ,0.0039, ,0.1663, ,0.0041,
 ,0.0037, ,0.1674, ,0.004,
 ,0.0037, ,0.1666, ,0.0036,
 ,0.0039, ,0.1661, ,0.0036,
 ,0.0038, ,0.1668, ,0.0041,
 ,0.0037, ,0.1685, ,0.0037,
 ,0.0037, ,0.1667, ,0.0035,
 ,0.0042, ,0.1741, ,0.0036,
 ,0.0039, ,0.1679, ,0.0039,
 ,0.0037, ,0.1675, ,0.0035,
 ,0.0038, ,0.1747, ,0.0035,
 ,0.004, ,0.1652, ,0.0036,
 ,0.0036, ,0.1668, ,0.004,
 ,0.0036, ,0.1666, ,0.0039,
 ,0.0039, ,0.1696, ,0.0035,
 ,0.0041, ,0.1662, ,0.0036,
 ,0.0039, ,0.1721, ,0.0042,
 ,0.0036, ,0.1677, ,0.0035,
 ,0.0036, ,0.169, ,0.0035,
 ,0.0038, ,0.1688, ,0.0036,
 ,0.0036, ,0.1669, ,0.0037,
 ,0.0036, ,0.1662, ,0.0037,
 ,0.0039, ,0.1677, ,0.0035,
 ,0.0041, ,0.1747, ,0.0034,
 ,0.004, ,0.2202, ,0.0041,
 ,0.0035, ,0.1676, ,0.004,
 ,0.0037, ,0.1689, ,0.0037,
 ,0.0039, ,0.1696, ,0.0038,
 ,0.0036, ,0.203, ,0.0038,
 ,0.0041, ,0.1785, ,0.0038,
 ,0.0042, ,0.1714, ,0.0035,
 ,0.0043, ,0.1686, ,0.0035,
 ,0.004, ,0.1683, ,0.0038,
 ,0.0036, ,0.2015, ,0.0035,
 ,0.0039, ,0.2617, ,0.0035,
 ,0.004, ,0.1888, ,0.0036,
 ,0.004, ,0.2218, ,0.0037,
 ,0.0037, ,0.1713, ,0.0037,
 ,0.0038, ,0.1702, ,0.0035,
 ,0.0044, ,0.1693, ,0.0036,
 ,0.0048, ,0.1741, ,0.0038,
 ,0.0041, ,0.1736, ,0.0036,
 ,0.0038, ,0.1699, ,0.0035,
 ,0.0038, ,0.1847, ,0.0037,
 ,0.0036, ,0.1669, ,0.004,
 ,0.0037, ,0.1676, ,0.0037,
 ,0.0037, ,0.1668, ,0.0037,
 ,0.0043, ,0.1688, ,0.0038,
 ,0.004, ,0.1666, ,0.0038,
 ,0.0037, ,0.1673, ,0.0038,
 ,0.0037, ,0.1673, ,0.0035,
 ,0.0038, ,0.1667, ,0.0035,
 ,0.004, ,0.1694, ,0.0041,
 ,0.0039, ,0.183, ,0.0037,
 ,0.0036, ,0.1667, ,0.0036,
 ,0.0042, ,0.1668, ,0.0036,
 ,0.0043, ,0.1699, ,0.0041,
 ,0.004, ,0.1668, ,0.0038,
 ,0.004, ,0.1659, ,0.0037,
 ,0.0043, ,0.1765, ,0.0041,
 ,0.0039, ,0.1674, ,0.0043,
 ,0.0038, ,0.1703, ,0.0039,
 ,0.0037, ,0.1663, ,0.0037,
 ,0.0042, ,0.1681, ,0.0037,
 ,0.0039, ,0.1679, ,0.0041,
 ,0.0036, ,0.1689, ,0.0036,
 ,0.0037, ,0.1668, ,0.0038,
 ,0.0038, ,0.1688, ,0.0043,
 ,0.0036, ,0.1686, ,0.0042,
 ,0.0036, ,0.1664, ,0.0037,
 ,0.0036, ,0.1688, ,0.0037,
 ,0.0042, ,0.167, ,0.0036,
 ,0.004, ,0.1659, ,0.0041,
 ,0.0037, ,0.1664, ,0.0037,
 ,0.0038, ,0.1692, ,0.0035,
 ,0.0038, ,0.1668, ,0.0035,
 ,0.0037, ,0.1746, ,0.0039,
 ,0.0036, ,0.1726, ,0.0037,
 ,0.0036, ,0.1655, ,0.0036,
 ,0.0043, ,0.1667, ,0.0036,
 ,0.0039, ,0.1666, ,0.0041,
 ,0.0037, ,0.1649, ,0.0035,
 ,0.0036, ,0.1657, ,0.0035,
 ,0.0039, ,0.1684, ,0.0036,
 ,0.0036, ,0.1665, ,0.004,
 ,0.0035, ,0.1675, ,0.0036,
 ,0.0037, ,0.1662, ,0.0036,
 ,0.0039, ,0.1653, ,0.0036,
 ,0.0039, ,0.1696, ,0.0038,
 ,0.0037, ,0.2127, ,0.0034,
 ,0.0038, ,0.1659, ,0.0035,
 ,0.0038, ,0.166, ,0.0036,
 ,0.0037, ,0.1691, ,0.0037,
 ,0.0035, ,0.1662, ,0.0038,
 ,0.0036, ,0.1665, ,0.0036,
 ,0.0042, ,0.1665, ,0.0036,
 ,0.004, ,0.1742, ,0.0041,
 ,0.0037, ,0.1668, ,0.0036,
 ,0.004, ,0.178, ,0.0037,
 ,0.0042, ,0.1684, ,0.0036,
 ,0.0036, ,0.1673, ,0.0039,
 ,0.0036, ,0.1704, ,0.0037,
 ,0.0037, ,0.1741, ,0.0035,
 ,0.0042, ,0.1684, ,0.0037,
 ,0.0038, ,0.1669, ,0.004,
 ,0.0039, ,0.1756, ,0.0035,
 ,0.0042, ,0.398, ,0.0035,
 ,0.0041, ,0.1475, ,0.0037,
 ,0.0037, ,0.1354, ,0.0037,
 ,0.0036, ,0.1654, ,0.0037,
 ,0.0038, ,0.2168, ,0.0036,
 ,0.0043, ,0.17, ,0.0035,
 ,0.004, ,0.1739, ,0.0037,
 ,0.0037, ,0.1705, ,0.0035,
 ,0.0038, ,0.1966, ,0.0035,
 ,0.0043, ,0.1734, ,0.0035,
 ,0.0037, ,0.1692, ,0.004,
 ,0.0049, ,0.1687, ,0.0036,
 ,0.0038, ,0.173, ,0.0036,
 ,0.0042, ,0.1686, ,0.0035,
 ,0.0047, ,0.1686, ,0.0037,
 ,0.0038, ,0.1697, ,0.0034,
 ,0.0041, ,0.1721, ,0.0039,
 ,0.004, ,0.1685, ,0.0036,
 ,0.0036, ,0.1689, ,0.0041,
 ,0.0042, ,0.1723, ,0.0037,
 ,0.004, ,0.1698, ,0.0036,
 ,0.004, ,0.174, ,0.0036,
 ,0.0041, ,0.1681, ,0.0038,
 ,0.0037, ,0.175, ,0.0034,
 ,0.0037, ,0.1684, ,0.0035,
 ,0.0038, ,0.17, ,0.0035,
 ,0.0036, ,0.1693, ,0.0038,
 ,0.0035, ,0.1672, ,0.0036,
 ,0.0037, ,0.1674, ,0.0044,
 ,0.0042, ,0.1667, ,0.005,
 ,0.0039, ,0.1685, ,0.0042,
 ,0.0037, ,0.1681, ,0.0041,
 ,0.0037, ,0.1663, ,0.0038,
 ,0.0038, ,0.1678, ,0.0038,
 ,0.0037, ,0.1724, ,0.0039,
 ,0.0036, ,0.1678, ,0.0039,
 ,0.0037, ,0.1725, ,0.0036,
 ,0.0043, ,0.1656, ,0.0036,
 ,0.0039, ,0.1671, ,0.0038,
 ,0.0036, ,0.1667, ,0.0036,
 ,0.0037, ,0.1663, ,0.0035,
 ,0.0042, ,0.1661, ,0.0035,
 ,0.0037, ,0.1729, ,0.0038,
 ,0.0036, ,0.1698, ,0.0038,
 ,0.0037, ,0.1662, ,0.0034,
 ,0.0037, ,0.1664, ,0.0037,
 ,0.004, ,0.1709, ,0.0039,
 ,0.0037, ,0.1673, ,0.0035,
 ,0.0036, ,0.2169, ,0.0037,
 ,0.0039, ,0.1668, ,0.0036,
