Arbrook,FrameTime,SetupTime,Model Switch Time,BGFX,FrameTime,SetupTime,Model Switch Time,Native,FrameTime,SetupTime,Model Switch Time,
 ,0.0083, ,0.0049, ,0.1607, ,5e-04, ,0.007, ,0.0045,
 ,0.0118, ,0.0083, ,0.6951, ,4e-04, ,0.011, ,0.0084,
 ,1.2329, ,1.2289, ,0.6677, ,4e-04, ,1.4534, ,1.4498,
 ,0.1519, ,0.148, ,0.2006, ,4e-04, ,0.1611, ,0.1576,
 ,0.0312, ,0.0276, ,0.4513, ,3e-04, ,0.0418, ,0.0374,
 ,0.0096, ,0.0063, ,0.6236, ,4e-04, ,0.0106, ,0.0077,
 ,0.0086, ,0.0054, ,0.1654, ,4e-04, ,0.0088, ,0.006,
 ,0.3239, ,0.3201, ,0.2733, ,4e-04, ,0.3618, ,0.3584,
 ,0.5177, ,0.5137, ,0.2443, ,4e-04, ,0.6139, ,0.6096,
 ,0.0654, ,0.0613, ,0.1412, ,4e-04, ,0.0667, ,0.0637,
 ,0.6515, ,0.6476, ,0.9403, ,4e-04, ,0.7509, ,0.7478,
 ,0.0825, ,0.0787, ,0.1729, ,4e-04, ,0.0847, ,0.0815,
 ,0.008, ,0.0047, ,0.1403, ,4e-04, ,0.0071, ,0.0046,
 ,0.0185, ,0.015, ,0.7695, ,5e-04, ,0.0112, ,0.0086,
 ,1.1187, ,1.1143, ,0.705, ,4e-04, ,1.2181, ,1.2147,
 ,0.1457, ,0.1418, ,0.2361, ,4e-04, ,0.1505, ,0.1475,
 ,0.0303, ,0.0268, ,0.4616, ,4e-04, ,0.0374, ,0.0346,
 ,0.0096, ,0.0063, ,0.6307, ,4e-04, ,0.0085, ,0.006,
 ,0.0083, ,0.0049, ,0.1662, ,4e-04, ,0.007, ,0.0044,
 ,0.2992, ,0.2955, ,0.2901, ,3e-04, ,0.3415, ,0.3385,
 ,0.478, ,0.4735, ,0.2448, ,4e-04, ,0.5123, ,0.509,
 ,0.0636, ,0.0598, ,0.1423, ,4e-04, ,0.0645, ,0.0616,
 ,0.6339, ,0.6299, ,0.9612, ,4e-04, ,0.7632, ,0.76,
 ,0.082, ,0.0781, ,0.1886, ,4e-04, ,0.1089, ,0.105,
 ,0.008, ,0.0047, ,0.1399, ,4e-04, ,0.0083, ,0.0051,
 ,0.0112, ,0.0078, ,0.7751, ,4e-04, ,0.0123, ,0.0093,
 ,1.1109, ,1.1065, ,0.7188, ,4e-04, ,1.2199, ,1.2162,
 ,0.1446, ,0.1405, ,0.2228, ,6e-04, ,0.1533, ,0.15,
 ,0.0303, ,0.0267, ,0.725, ,6e-04, ,0.0361, ,0.0331,
 ,0.01, ,0.0063, ,0.6458, ,4e-04, ,0.0089, ,0.0064,
 ,0.0082, ,0.0048, ,0.1411, ,4e-04, ,0.007, ,0.0044,
 ,0.3037, ,0.2999, ,0.2663, ,4e-04, ,0.3611, ,0.3582,
 ,0.4788, ,0.4746, ,0.2466, ,4e-04, ,0.5352, ,0.5319,
 ,0.0816, ,0.0766, ,0.1418, ,4e-04, ,0.0652, ,0.0622,
 ,0.6398, ,0.6359, ,0.9795, ,3e-04, ,0.6768, ,0.6738,
 ,0.0839, ,0.0802, ,0.1821, ,4e-04, ,0.0845, ,0.0816,
 ,0.008, ,0.0047, ,0.1432, ,4e-04, ,0.0067, ,0.0042,
 ,0.0181, ,0.0083, ,0.7912, ,4e-04, ,0.011, ,0.0083,
 ,1.1381, ,1.134, ,0.7216, ,4e-04, ,1.1699, ,1.1667,
 ,0.1472, ,0.1432, ,0.2444, ,4e-04, ,0.1469, ,0.1438,
 ,0.0315, ,0.0278, ,0.4912, ,3e-04, ,0.0339, ,0.0312,
 ,0.0098, ,0.0064, ,0.6142, ,4e-04, ,0.0087, ,0.0061,
 ,0.0083, ,0.005, ,0.1933, ,4e-04, ,0.0069, ,0.0043,
 ,0.318, ,0.3141, ,0.2975, ,4e-04, ,0.2987, ,0.2958,
 ,0.4988, ,0.4946, ,0.2611, ,4e-04, ,0.5026, ,0.4992,
 ,0.0665, ,0.0628, ,0.1562, ,4e-04, ,0.0613, ,0.0584,
 ,0.6354, ,0.6316, ,0.9607, ,4e-04, ,0.6683, ,0.6654,
 ,0.0823, ,0.0783, ,0.1832, ,4e-04, ,0.0815, ,0.0784,
 ,0.008, ,0.0046, ,0.1454, ,4e-04, ,0.0063, ,0.0039,
 ,0.0113, ,0.0079, ,0.8006, ,4e-04, ,0.0105, ,0.0079,
 ,1.1226, ,1.1181, ,0.7282, ,4e-04, ,1.235, ,1.2316,
 ,0.1461, ,0.1422, ,0.2725, ,4e-04, ,0.1449, ,0.1418,
 ,0.0309, ,0.0273, ,0.4987, ,4e-04, ,0.0324, ,0.0297,
 ,0.0098, ,0.0063, ,0.6374, ,4e-04, ,0.0085, ,0.006,
 ,0.0087, ,0.0052, ,0.1853, ,4e-04, ,0.0069, ,0.0044,
 ,0.2974, ,0.2937, ,0.3083, ,4e-04, ,0.3054, ,0.3025,
 ,0.4752, ,0.471, ,0.2552, ,5e-04, ,0.5238, ,0.5204,
 ,0.063, ,0.0591, ,0.1424, ,4e-04, ,0.0648, ,0.0619,
 ,0.6621, ,0.6582, ,0.9886, ,4e-04, ,0.6543, ,0.6513,
 ,0.082, ,0.0781, ,0.1723, ,4e-04, ,0.0822, ,0.0793,
 ,0.008, ,0.0047, ,0.1401, ,4e-04, ,0.0065, ,0.0041,
 ,0.0118, ,0.0083, ,0.9155, ,4e-04, ,0.0111, ,0.0084,
 ,1.2472, ,1.2431, ,0.9634, ,5e-04, ,1.1619, ,1.1582,
 ,0.1442, ,0.1403, ,0.2531, ,4e-04, ,0.1468, ,0.1436,
 ,0.0304, ,0.0269, ,0.4929, ,4e-04, ,0.0329, ,0.0301,
 ,0.0096, ,0.0062, ,0.6379, ,4e-04, ,0.0086, ,0.006,
 ,0.0083, ,0.0049, ,0.2037, ,4e-04, ,0.0072, ,0.0046,
 ,0.3484, ,0.3432, ,0.2803, ,6e-04, ,0.3096, ,0.3067,
 ,0.5431, ,0.5387, ,0.2806, ,5e-04, ,0.6219, ,0.6185,
 ,0.0659, ,0.062, ,0.1712, ,5e-04, ,0.062, ,0.059,
 ,0.6657, ,0.6618, ,0.9073, ,5e-04, ,0.6447, ,0.6417,
 ,0.0827, ,0.079, ,0.1786, ,4e-04, ,0.0808, ,0.0779,
 ,0.0081, ,0.0047, ,0.1412, ,3e-04, ,0.0065, ,0.0041,
 ,0.0117, ,0.0081, ,0.8267, ,4e-04, ,0.0105, ,0.0079,
 ,1.1648, ,1.1609, ,0.7728, ,4e-04, ,1.135, ,1.1319,
 ,0.146, ,0.1422, ,0.2687, ,4e-04, ,0.1448, ,0.1418,
 ,0.0314, ,0.0278, ,0.486, ,4e-04, ,0.0319, ,0.0293,
 ,0.0099, ,0.0066, ,0.6549, ,4e-04, ,0.0083, ,0.0058,
 ,0.0086, ,0.0052, ,0.2074, ,4e-04, ,0.0067, ,0.0042,
 ,0.3464, ,0.3425, ,0.3133, ,4e-04, ,0.3034, ,0.3002,
 ,0.5016, ,0.4973, ,0.2714, ,4e-04, ,0.4672, ,0.4639,
 ,0.0635, ,0.0597, ,0.1424, ,4e-04, ,0.0613, ,0.0584,
 ,0.6637, ,0.6599, ,1.0405, ,4e-04, ,0.6356, ,0.6324,
 ,0.0824, ,0.0786, ,0.177, ,4e-04, ,0.0811, ,0.0782,
 ,0.0079, ,0.0046, ,0.1409, ,4e-04, ,0.0065, ,0.004,
 ,0.0114, ,0.0078, ,0.8348, ,4e-04, ,0.0102, ,0.0076,
 ,1.2076, ,1.2034, ,0.7716, ,4e-04, ,1.1342, ,1.131,
 ,0.144, ,0.1402, ,0.2962, ,4e-04, ,0.144, ,0.1409,
 ,0.0308, ,0.0273, ,0.5053, ,4e-04, ,0.0307, ,0.028,
 ,0.0098, ,0.0063, ,0.6653, ,4e-04, ,0.0083, ,0.0057,
 ,0.0082, ,0.0048, ,0.2137, ,4e-04, ,0.0066, ,0.0042,
 ,0.3261, ,0.3223, ,0.3502, ,3e-04, ,0.3139, ,0.3109,
 ,0.5134, ,0.5093, ,0.2455, ,4e-04, ,0.5239, ,0.5204,
 ,0.0636, ,0.0597, ,0.1425, ,4e-04, ,0.0652, ,0.0622,
 ,0.6304, ,0.6265, ,1.0118, ,4e-04, ,0.6773, ,0.6741,
 ,0.0812, ,0.0773, ,0.2096, ,4e-04, ,0.081, ,0.0781,
 ,0.0079, ,0.0046, ,0.1771, ,6e-04, ,0.0067, ,0.0042,
 ,0.0112, ,0.0078, ,1.0347, ,5e-04, ,0.0106, ,0.0082,
 ,1.123, ,1.119, ,0.8476, ,4e-04, ,1.5619, ,1.5588,
 ,0.1487, ,0.1448, ,0.1953, ,6e-04, ,0.1457, ,0.1425,
 ,0.0305, ,0.0271, ,0.4947, ,4e-04, ,0.0329, ,0.0302,
 ,0.0101, ,0.0065, ,0.7409, ,4e-04, ,0.0086, ,0.006,
 ,0.0084, ,0.005, ,0.2076, ,6e-04, ,0.0068, ,0.0043,
 ,0.3064, ,0.3026, ,0.3357, ,4e-04, ,0.3226, ,0.3197,
 ,0.4897, ,0.4856, ,0.3929, ,6e-04, ,0.4838, ,0.4806,
 ,0.0653, ,0.0615, ,0.1592, ,6e-04, ,0.062, ,0.0591,
 ,0.6426, ,0.6386, ,0.8707, ,4e-04, ,0.7601, ,0.7571,
 ,0.0831, ,0.0793, ,0.1998, ,5e-04, ,0.0805, ,0.0776,
 ,0.0154, ,0.0048, ,0.1572, ,5e-04, ,0.0068, ,0.0043,
 ,0.0116, ,0.0081, ,0.8471, ,5e-04, ,0.0104, ,0.008,
 ,1.1236, ,1.1193, ,0.9156, ,5e-04, ,1.1608, ,1.1577,
 ,0.1464, ,0.1424, ,0.2085, ,4e-04, ,0.1443, ,0.1411,
 ,0.0305, ,0.0269, ,0.4908, ,4e-04, ,0.0321, ,0.0294,
 ,0.0099, ,0.0064, ,0.688, ,4e-04, ,0.0083, ,0.0058,
 ,0.0083, ,0.0049, ,0.2269, ,4e-04, ,0.0066, ,0.0042,
 ,0.2968, ,0.2928, ,0.3292, ,3e-04, ,0.3104, ,0.3077,
 ,0.4734, ,0.4692, ,0.2718, ,4e-04, ,0.4698, ,0.4667,
 ,0.0638, ,0.0597, ,0.1423, ,4e-04, ,0.0612, ,0.0583,
 ,0.6365, ,0.6326, ,1.0222, ,4e-04, ,0.7542, ,0.7512,
 ,0.0826, ,0.0786, ,0.1561, ,4e-04, ,0.0801, ,0.0772,
 ,0.0081, ,0.0047, ,0.1414, ,4e-04, ,0.0064, ,0.004,
 ,0.0114, ,0.0079, ,0.8741, ,3e-04, ,0.0099, ,0.0075,
 ,1.1287, ,1.1246, ,0.7475, ,4e-04, ,1.1169, ,1.1119,
 ,0.1449, ,0.1409, ,0.2263, ,4e-04, ,0.1832, ,0.1791,
 ,0.0301, ,0.0264, ,0.4877, ,4e-04, ,0.0333, ,0.03,
 ,0.0101, ,0.0065, ,0.6853, ,4e-04, ,0.0116, ,0.0083,
 ,0.0082, ,0.0048, ,0.2402, ,4e-04, ,0.0082, ,0.0055,
 ,0.3073, ,0.3035, ,0.3785, ,6e-04, ,0.3008, ,0.2979,
 ,0.4739, ,0.4698, ,0.3441, ,5e-04, ,0.4944, ,0.4909,
 ,0.0631, ,0.0593, ,0.2308, ,7e-04, ,0.0646, ,0.0616,
 ,0.6323, ,0.6284, ,1.0685, ,5e-04, ,0.6725, ,0.6694,
 ,0.0814, ,0.0777, ,0.3084, ,4e-04, ,0.0812, ,0.0785,
 ,0.0149, ,0.0115, ,0.1413, ,4e-04, ,0.0066, ,0.0041,
 ,0.0119, ,0.0085, ,0.7823, ,3e-04, ,0.0107, ,0.0082,
 ,1.1421, ,1.1375, ,0.7643, ,3e-04, ,1.1927, ,1.1894,
 ,0.1533, ,0.1491, ,0.2013, ,4e-04, ,0.1448, ,0.1417,
 ,0.0339, ,0.0302, ,0.4902, ,4e-04, ,0.029, ,0.0263,
 ,0.0107, ,0.0071, ,0.7319, ,4e-04, ,0.0084, ,0.0058,
 ,0.0085, ,0.0051, ,0.2087, ,6e-04, ,0.0066, ,0.0043,
 ,0.3303, ,0.3266, ,0.264, ,4e-04, ,0.2903, ,0.2874,
 ,0.4835, ,0.4791, ,0.2708, ,4e-04, ,0.4812, ,0.478,
 ,0.064, ,0.0601, ,0.1416, ,4e-04, ,0.062, ,0.059,
 ,0.6404, ,0.6365, ,1.0044, ,4e-04, ,0.6296, ,0.6266,
 ,0.0833, ,0.0795, ,0.1431, ,4e-04, ,0.0812, ,0.0783,
 ,0.0082, ,0.0049, ,0.1415, ,3e-04, ,0.0064, ,0.004,
 ,0.0112, ,0.0079, ,0.7703, ,4e-04, ,0.0102, ,0.0077,
 ,1.4909, ,1.4827, ,0.7582, ,4e-04, ,1.4683, ,1.4652,
 ,0.245, ,0.2362, ,0.2039, ,3e-04, ,0.1428, ,0.1398,
 ,0.0351, ,0.0315, ,0.4637, ,4e-04, ,0.0282, ,0.0255,
 ,0.01, ,0.0066, ,0.6711, ,4e-04, ,0.0082, ,0.0057,
 ,0.0082, ,0.0049, ,0.2358, ,3e-04, ,0.0066, ,0.0041,
 ,0.341, ,0.3366, ,0.3452, ,4e-04, ,0.2978, ,0.2949,
 ,0.4222, ,0.418, ,0.2618, ,4e-04, ,0.4691, ,0.466,
 ,0.0655, ,0.0616, ,0.1423, ,4e-04, ,0.0635, ,0.0605,
 ,0.526, ,0.522, ,0.9403, ,4e-04, ,0.6327, ,0.6296,
 ,0.0847, ,0.0809, ,0.155, ,4e-04, ,0.0821, ,0.0792,
 ,0.0084, ,0.005, ,0.1403, ,4e-04, ,0.0065, ,0.004,
 ,0.0122, ,0.0086, ,0.7607, ,4e-04, ,0.01, ,0.0074,
 ,0.9637, ,0.9595, ,0.7407, ,3e-04, ,1.1479, ,1.1445,
 ,0.1539, ,0.1499, ,0.2106, ,4e-04, ,0.148, ,0.1449,
 ,0.0349, ,0.0312, ,0.5204, ,6e-04, ,0.0288, ,0.0261,
 ,0.0102, ,0.0065, ,0.9039, ,5e-04, ,0.0083, ,0.0058,
 ,0.0086, ,0.005, ,0.2086, ,4e-04, ,0.0069, ,0.0044,
 ,0.2782, ,0.274, ,0.3022, ,5e-04, ,0.3061, ,0.303,
 ,0.4117, ,0.4076, ,0.2602, ,4e-04, ,0.4996, ,0.4962,
 ,0.0655, ,0.0616, ,0.1434, ,4e-04, ,0.063, ,0.06,
 ,0.5487, ,0.5446, ,0.9584, ,7e-04, ,0.6369, ,0.6338,
 ,0.0843, ,0.0804, ,0.149, ,4e-04, ,0.0809, ,0.0781,
 ,0.0082, ,0.0048, ,0.1421, ,4e-04, ,0.0066, ,0.0041,
 ,0.0117, ,0.0082, ,0.7751, ,4e-04, ,0.0103, ,0.0077,
 ,1.039, ,1.0339, ,0.7419, ,4e-04, ,1.1264, ,1.1233,
 ,0.158, ,0.154, ,0.1981, ,4e-04, ,0.1437, ,0.1405,
 ,0.0348, ,0.0311, ,0.4779, ,4e-04, ,0.0286, ,0.026,
 ,0.0104, ,0.0069, ,0.6847, ,4e-04, ,0.0083, ,0.0058,
 ,0.0086, ,0.0052, ,0.2306, ,4e-04, ,0.0067, ,0.0041,
 ,0.3278, ,0.3237, ,0.2944, ,4e-04, ,0.2979, ,0.2949,
 ,0.4398, ,0.4358, ,0.2571, ,3e-04, ,0.4765, ,0.4733,
 ,0.069, ,0.0652, ,0.1428, ,5e-04, ,0.0604, ,0.0575,
 ,0.5447, ,0.5409, ,0.9393, ,4e-04, ,0.69, ,0.687,
 ,0.0849, ,0.081, ,0.1734, ,4e-04, ,0.0823, ,0.0794,
 ,0.0083, ,0.0049, ,0.1407, ,4e-04, ,0.0064, ,0.004,
 ,0.0124, ,0.0091, ,0.742, ,4e-04, ,0.01, ,0.0074,
 ,3.595, ,3.5906, ,0.7509, ,4e-04, ,1.1913, ,1.188,
 ,0.1579, ,0.1538, ,0.1448, ,4e-04, ,0.1436, ,0.1406,
 ,0.034, ,0.0304, ,0.4531, ,4e-04, ,0.0279, ,0.0252,
 ,0.0105, ,0.0071, ,0.6714, ,4e-04, ,0.0083, ,0.0059,
 ,0.0087, ,0.0051, ,0.2281, ,4e-04, ,0.0066, ,0.0042,
 ,0.3741, ,0.3702, ,0.2766, ,4e-04, ,0.3025, ,0.2996,
 ,0.5244, ,0.5201, ,0.2628, ,4e-04, ,0.4738, ,0.4706,
 ,0.0663, ,0.0624, ,0.1429, ,4e-04, ,0.0627, ,0.0597,
 ,0.7261, ,0.7223, ,0.9164, ,4e-04, ,0.6414, ,0.6386,
 ,0.0843, ,0.0805, ,0.1429, ,4e-04, ,0.101, ,0.0973,
 ,0.0083, ,0.0049, ,0.141, ,4e-04, ,0.007, ,0.0044,
 ,0.0116, ,0.008, ,0.8146, ,3e-04, ,0.0101, ,0.0076,
 ,1.216, ,1.2118, ,0.6256, ,5e-04, ,1.1613, ,1.158,
 ,0.1508, ,0.1468, ,0.2032, ,4e-04, ,0.1486, ,0.1454,
 ,0.0332, ,0.0297, ,0.3294, ,5e-04, ,0.0313, ,0.0285,
 ,0.01, ,0.0065, ,0.9944, ,4e-04, ,0.0085, ,0.006,
 ,0.0082, ,0.0048, ,0.2213, ,4e-04, ,0.007, ,0.0045,
 ,0.3927, ,0.3887, ,0.2805, ,3e-04, ,0.3178, ,0.3148,
 ,0.5486, ,0.5444, ,0.2598, ,4e-04, ,0.5316, ,0.5283,
 ,0.0642, ,0.0604, ,0.1432, ,4e-04, ,0.0639, ,0.0609,
 ,0.6984, ,0.6945, ,0.916, ,4e-04, ,0.6462, ,0.6431,
 ,0.1157, ,0.1024, ,0.1514, ,4e-04, ,0.081, ,0.0781,
 ,0.0104, ,0.0063, ,0.1413, ,3e-04, ,0.0066, ,0.0041,
 ,0.0125, ,0.0089, ,0.7424, ,4e-04, ,0.0105, ,0.0079,
 ,1.2116, ,1.2073, ,0.6941, ,4e-04, ,1.1291, ,1.126,
 ,0.1842, ,0.1799, ,0.185, ,4e-04, ,0.1442, ,0.1411,
 ,0.0338, ,0.0303, ,0.4363, ,3e-04, ,0.0302, ,0.0275,
 ,0.01, ,0.0065, ,0.7065, ,4e-04, ,0.0087, ,0.0061,
 ,0.0085, ,0.0052, ,0.249, ,4e-04, ,0.0065, ,0.0041,
 ,0.331, ,0.3273, ,0.2965, ,3e-04, ,0.3125, ,0.3095,
 ,0.5207, ,0.5166, ,0.2535, ,4e-04, ,0.5116, ,0.5084,
 ,0.0675, ,0.0636, ,0.1434, ,3e-04, ,0.0618, ,0.0588,
 ,0.6798, ,0.6757, ,0.9447, ,4e-04, ,0.6362, ,0.6333,
 ,0.0833, ,0.0794, ,0.1441, ,4e-04, ,0.0802, ,0.0773,
 ,0.0082, ,0.0048, ,0.1409, ,3e-04, ,0.0065, ,0.0041,
 ,0.0116, ,0.0081, ,0.691, ,3e-04, ,0.01, ,0.0075,
 ,1.2137, ,1.2096, ,0.6896, ,4e-04, ,1.1748, ,1.1717,
 ,0.1525, ,0.1484, ,0.1665, ,4e-04, ,0.1444, ,0.1413,
 ,0.0347, ,0.031, ,0.4258, ,3e-04, ,0.0292, ,0.0265,
 ,0.0101, ,0.0066, ,0.7265, ,4e-04, ,0.0083, ,0.0058,
 ,0.0084, ,0.0051, ,0.2575, ,4e-04, ,0.0069, ,0.0044,
 ,0.3382, ,0.3342, ,0.3024, ,4e-04, ,0.3155, ,0.3127,
 ,0.5127, ,0.5083, ,0.252, ,4e-04, ,0.4843, ,0.481,
 ,0.0652, ,0.0614, ,0.1424, ,4e-04, ,0.0641, ,0.0612,
 ,0.7553, ,0.7504, ,0.9021, ,3e-04, ,0.649, ,0.6458,
 ,0.0982, ,0.0942, ,0.1434, ,4e-04, ,0.0867, ,0.0837,
 ,0.0085, ,0.0051, ,0.2827, ,4e-04, ,0.0066, ,0.0042,
 ,0.0134, ,0.0099, ,0.7255, ,3e-04, ,0.0103, ,0.0077,
 ,1.358, ,1.3532, ,0.6786, ,3e-04, ,1.142, ,1.1388,
 ,0.1632, ,0.1589, ,0.2204, ,4e-04, ,0.1484, ,0.1452,
 ,0.0437, ,0.0397, ,0.6945, ,5e-04, ,0.0304, ,0.0278,
 ,0.0113, ,0.0078, ,0.7332, ,4e-04, ,0.0085, ,0.0059,
 ,0.01, ,0.0063, ,0.2439, ,4e-04, ,0.007, ,0.0045,
 ,0.4182, ,0.4136, ,0.3015, ,4e-04, ,0.3175, ,0.3145,
 ,0.6387, ,0.6339, ,0.2548, ,4e-04, ,0.4913, ,0.4879,
 ,0.0743, ,0.0703, ,0.1411, ,3e-04, ,0.0649, ,0.062,
 ,0.7547, ,0.7506, ,0.8838, ,4e-04, ,0.6367, ,0.6336,
 ,0.0905, ,0.0865, ,0.166, ,4e-04, ,0.0816, ,0.0787,
 ,0.0092, ,0.0057, ,0.1432, ,3e-04, ,0.0065, ,0.0041,
 ,0.0129, ,0.0095, ,0.7315, ,4e-04, ,0.0102, ,0.0077,
 ,1.2485, ,1.244, ,0.6733, ,4e-04, ,1.1324, ,1.1292,
 ,0.1546, ,0.1506, ,0.1524, ,4e-04, ,0.1459, ,0.1428,
 ,0.0402, ,0.0365, ,0.4367, ,4e-04, ,0.0301, ,0.0273,
 ,0.0104, ,0.0069, ,0.7119, ,4e-04, ,0.0083, ,0.0059,
 ,0.0085, ,0.0051, ,0.2721, ,4e-04, ,0.0065, ,0.0041,
 ,0.3587, ,0.3549, ,0.2524, ,4e-04, ,0.3046, ,0.3018,
 ,0.556, ,0.5517, ,0.2465, ,4e-04, ,0.4669, ,0.4637,
 ,0.0672, ,0.0633, ,0.141, ,3e-04, ,0.0612, ,0.0582,
 ,0.7287, ,0.7246, ,0.8357, ,4e-04, ,0.6292, ,0.6262,
 ,0.0866, ,0.0825, ,0.1741, ,4e-04, ,0.0804, ,0.0775,
 ,0.0084, ,0.005, ,0.1399, ,4e-04, ,0.0067, ,0.0042,
 ,0.0124, ,0.0089, ,0.7046, ,3e-04, ,0.0101, ,0.0076,
 ,1.2403, ,1.2363, ,0.6498, ,4e-04, ,1.3002, ,1.2969,
 ,0.153, ,0.1491, ,0.1723, ,3e-04, ,0.145, ,0.142,
 ,0.0467, ,0.0425, ,0.4151, ,3e-04, ,0.0299, ,0.0272,
 ,0.0136, ,0.009, ,0.6983, ,4e-04, ,0.0083, ,0.0058,
 ,0.0106, ,0.0065, ,0.1922, ,4e-04, ,0.0066, ,0.0042,
 ,0.3858, ,0.3818, ,0.2839, ,4e-04, ,0.3131, ,0.3102,
 ,0.5398, ,0.5353, ,0.245, ,3e-04, ,0.5161, ,0.5128,
 ,0.0667, ,0.0626, ,0.1604, ,4e-04, ,0.0625, ,0.0597,
 ,0.7876, ,0.7836, ,0.8178, ,4e-04, ,0.7768, ,0.7738,
 ,0.0876, ,0.0837, ,0.1798, ,4e-04, ,0.0818, ,0.079,
 ,0.0086, ,0.0052, ,0.1392, ,3e-04, ,0.0064, ,0.0039,
 ,0.0135, ,0.0099, ,0.7184, ,3e-04, ,0.01, ,0.0075,
 ,1.3308, ,1.3266, ,0.6864, ,3e-04, ,1.1503, ,1.1472,
 ,0.1529, ,0.1487, ,0.1843, ,5e-04, ,0.1449, ,0.1418,
 ,0.0377, ,0.0342, ,0.6909, ,4e-04, ,0.029, ,0.0264,
 ,0.0105, ,0.007, ,0.6711, ,4e-04, ,0.0088, ,0.0062,
 ,0.0088, ,0.0053, ,0.1956, ,5e-04, ,0.0068, ,0.0043,
 ,0.3841, ,0.3801, ,0.2848, ,4e-04, ,0.3091, ,0.3062,
 ,0.5613, ,0.5572, ,0.246, ,3e-04, ,0.4753, ,0.4721,
 ,0.0665, ,0.0626, ,0.1419, ,4e-04, ,0.0614, ,0.0584,
 ,0.7305, ,0.7267, ,0.8272, ,4e-04, ,0.6539, ,0.6509,
 ,0.0869, ,0.0831, ,0.1714, ,4e-04, ,0.0806, ,0.0778,
 ,0.0083, ,0.005, ,0.1404, ,4e-04, ,0.0066, ,0.0041,
 ,0.0122, ,0.0088, ,0.6989, ,3e-04, ,0.0101, ,0.0076,
 ,1.2744, ,1.2702, ,0.6497, ,3e-04, ,1.1061, ,1.1029,
 ,0.1518, ,0.1477, ,0.1587, ,4e-04, ,0.1441, ,0.1411,
 ,0.0366, ,0.0329, ,0.4678, ,3e-04, ,0.0289, ,0.0262,
 ,0.0101, ,0.0067, ,0.6151, ,4e-04, ,0.0081, ,0.0057,
 ,0.0088, ,0.0052, ,0.1646, ,4e-04, ,0.0066, ,0.0042,
 ,0.3294, ,0.3255, ,0.2837, ,4e-04, ,0.2913, ,0.2883,
 ,0.5429, ,0.5388, ,0.2454, ,4e-04, ,0.4892, ,0.4861,
 ,0.0644, ,0.0605, ,0.1419, ,3e-04, ,0.0618, ,0.0586,
 ,0.7279, ,0.7241, ,0.8457, ,4e-04, ,0.6275, ,0.6246,
 ,0.0854, ,0.0814, ,0.1734, ,3e-04, ,0.0806, ,0.0778,
 ,0.0083, ,0.0051, ,0.1397, ,4e-04, ,0.0064, ,0.0039,
 ,0.0116, ,0.0082, ,0.7226, ,4e-04, ,0.0101, ,0.0075,
 ,1.2161, ,1.2119, ,0.632, ,4e-04, ,1.1908, ,1.187,
 ,0.1508, ,0.1468, ,0.16, ,5e-04, ,0.1469, ,0.1436,
 ,0.035, ,0.0315, ,0.4239, ,4e-04, ,0.0287, ,0.026,
 ,0.0101, ,0.0068, ,0.6728, ,4e-04, ,0.0083, ,0.0057,
 ,0.0084, ,0.0051, ,0.1963, ,6e-04, ,0.0066, ,0.0041,
 ,0.3439, ,0.3401, ,0.2434, ,5e-04, ,0.3037, ,0.3008,
 ,0.5452, ,0.5406, ,0.2687, ,4e-04, ,0.5045, ,0.5012,
 ,0.0665, ,0.0627, ,0.1422, ,4e-04, ,0.0798, ,0.0761,
 ,0.7221, ,0.7111, ,0.7664, ,4e-04, ,0.7088, ,0.7057,
 ,0.0852, ,0.0813, ,0.1733, ,4e-04, ,0.0821, ,0.0791,
 ,0.0083, ,0.005, ,0.141, ,4e-04, ,0.0068, ,0.0042,
 ,0.0123, ,0.0087, ,0.6927, ,4e-04, ,0.0101, ,0.0076,
 ,1.3241, ,1.3196, ,0.6409, ,4e-04, ,1.1709, ,1.1679,
 ,0.1544, ,0.1504, ,0.1577, ,4e-04, ,0.1464, ,0.1433,
 ,0.0363, ,0.0325, ,0.4139, ,4e-04, ,0.0296, ,0.0269,
 ,0.0102, ,0.0067, ,1.0088, ,4e-04, ,0.0083, ,0.0058,
 ,0.0089, ,0.0053, ,0.1646, ,5e-04, ,0.0068, ,0.0043,
 ,0.3514, ,0.3475, ,0.2952, ,3e-04, ,0.2928, ,0.2899,
 ,0.545, ,0.5408, ,0.2515, ,4e-04, ,0.523, ,0.5196,
 ,0.0663, ,0.0625, ,0.1423, ,4e-04, ,0.0617, ,0.0587,
 ,0.6932, ,0.6892, ,0.8499, ,3e-04, ,0.6336, ,0.6306,
 ,0.0838, ,0.08, ,0.1777, ,5e-04, ,0.0814, ,0.0785,
 ,0.0085, ,0.005, ,0.1401, ,4e-04, ,0.0064, ,0.004,
 ,0.012, ,0.0085, ,0.7041, ,3e-04, ,0.0101, ,0.0074,
 ,1.2187, ,1.2147, ,0.6943, ,4e-04, ,1.3099, ,1.3069,
 ,0.1527, ,0.1487, ,0.1443, ,4e-04, ,0.1447, ,0.1417,
 ,0.0345, ,0.0308, ,0.4015, ,4e-04, ,0.0285, ,0.0258,
 ,0.0104, ,0.0068, ,0.6634, ,4e-04, ,0.0085, ,0.0059,
 ,0.0083, ,0.0049, ,0.1804, ,4e-04, ,0.0065, ,0.0041,
