Arbrook,FrameTime,SetupTime,Model Switch Time,BGFX,FrameTime,SetupTime,Model Switch Time,Native,FrameTime,SetupTime,Model Switch Time,
 ,0.6178, ,0.6134, ,0.2656, ,4e-04, ,0.4938, ,0.4905,
 ,0.0714, ,0.0673, ,0.1587, ,4e-04, ,0.0639, ,0.0608,
 ,0.7185, ,0.7142, ,0.9969, ,4e-04, ,0.6754, ,0.6723,
 ,0.0887, ,0.085, ,0.1751, ,4e-04, ,0.0852, ,0.0822,
 ,0.0088, ,0.0053, ,0.1403, ,4e-04, ,0.0065, ,0.004,
 ,0.0131, ,0.0096, ,0.8157, ,3e-04, ,0.0106, ,0.008,
 ,1.2388, ,1.2345, ,0.7299, ,3e-04, ,1.1799, ,1.1768,
 ,0.1634, ,0.1593, ,0.2622, ,4e-04, ,0.1472, ,0.1441,
 ,0.0379, ,0.0342, ,0.483, ,4e-04, ,0.0306, ,0.0279,
 ,0.0104, ,0.007, ,0.6457, ,4e-04, ,0.0084, ,0.0058,
 ,0.0084, ,0.0051, ,0.1785, ,4e-04, ,0.0066, ,0.0041,
 ,0.362, ,0.3582, ,0.2931, ,4e-04, ,0.305, ,0.3021,
 ,0.5466, ,0.5424, ,0.2711, ,4e-04, ,0.5144, ,0.5111,
 ,0.0699, ,0.066, ,0.1421, ,4e-04, ,0.0629, ,0.0599,
 ,0.717, ,0.713, ,1.024, ,4e-04, ,0.6842, ,0.6811,
 ,0.0894, ,0.0856, ,0.2078, ,5e-04, ,0.0857, ,0.0827,
 ,0.0087, ,0.0055, ,0.1407, ,3e-04, ,0.0066, ,0.0041,
 ,0.0126, ,0.0093, ,0.7765, ,4e-04, ,0.0104, ,0.0079,
 ,1.1733, ,1.1691, ,0.7272, ,4e-04, ,1.198, ,1.1949,
 ,0.1511, ,0.1471, ,0.2639, ,4e-04, ,0.1671, ,0.164,
 ,0.0385, ,0.0349, ,0.4819, ,4e-04, ,0.0321, ,0.0293,
 ,0.0141, ,0.0096, ,0.6262, ,4e-04, ,0.0083, ,0.0059,
 ,0.011, ,0.0067, ,0.2289, ,5e-04, ,0.0067, ,0.0043,
 ,0.3544, ,0.3505, ,0.2924, ,6e-04, ,0.3138, ,0.311,
 ,0.5331, ,0.5289, ,0.5511, ,7e-04, ,0.4932, ,0.49,
 ,0.0659, ,0.0621, ,0.2825, ,5e-04, ,0.0645, ,0.0615,
 ,0.6624, ,0.6586, ,1.0532, ,5e-04, ,0.6946, ,0.6914,
 ,0.0824, ,0.0786, ,0.1625, ,4e-04, ,0.0868, ,0.0838,
 ,0.0084, ,0.0049, ,0.1425, ,3e-04, ,0.0067, ,0.0043,
 ,0.0124, ,0.0089, ,0.8412, ,3e-04, ,0.0106, ,0.008,
 ,1.1432, ,1.1392, ,0.7133, ,4e-04, ,1.1885, ,1.1853,
 ,0.1478, ,0.1439, ,0.2474, ,8e-04, ,0.1465, ,0.1434,
 ,0.0365, ,0.0328, ,0.4731, ,4e-04, ,0.0302, ,0.0276,
 ,0.0102, ,0.0067, ,0.5988, ,4e-04, ,0.0083, ,0.0059,
 ,0.0083, ,0.0048, ,0.1463, ,4e-04, ,0.0068, ,0.0044,
 ,0.3241, ,0.3203, ,0.3013, ,3e-04, ,0.3207, ,0.3178,
 ,0.5101, ,0.506, ,0.2557, ,4e-04, ,0.5621, ,0.5588,
 ,0.0643, ,0.0605, ,0.1425, ,4e-04, ,0.0626, ,0.0597,
 ,0.6408, ,0.6369, ,1.0315, ,3e-04, ,0.8086, ,0.8056,
 ,0.0813, ,0.0774, ,0.1727, ,4e-04, ,0.0851, ,0.0822,
 ,0.0081, ,0.0047, ,0.1409, ,4e-04, ,0.0065, ,0.004,
 ,0.012, ,0.0086, ,0.8016, ,4e-04, ,0.0104, ,0.0079,
 ,1.1473, ,1.1432, ,0.7353, ,3e-04, ,1.1989, ,1.1957,
 ,0.1438, ,0.14, ,0.2681, ,4e-04, ,0.1443, ,0.1413,
 ,0.0325, ,0.0289, ,0.4757, ,3e-04, ,0.0424, ,0.0392,
 ,0.0101, ,0.0067, ,0.6161, ,4e-04, ,0.0089, ,0.0063,
 ,0.008, ,0.0048, ,0.1411, ,4e-04, ,0.0068, ,0.0043,
 ,0.3405, ,0.3367, ,0.2999, ,4e-04, ,0.3264, ,0.3234,
 ,0.5009, ,0.4969, ,0.256, ,4e-04, ,0.5349, ,0.5316,
 ,0.0624, ,0.0586, ,0.1432, ,4e-04, ,0.0645, ,0.0614,
 ,0.6534, ,0.6496, ,1.0241, ,4e-04, ,0.6885, ,0.6855,
 ,0.0826, ,0.0786, ,0.1875, ,4e-04, ,0.0855, ,0.0826,
 ,0.0081, ,0.0048, ,0.1414, ,4e-04, ,0.0068, ,0.0043,
 ,0.0153, ,0.0109, ,0.7905, ,4e-04, ,0.0117, ,0.009,
 ,1.3283, ,1.3241, ,0.7222, ,4e-04, ,1.3209, ,1.3177,
 ,0.1517, ,0.1476, ,0.2544, ,4e-04, ,0.1508, ,0.1476,
 ,0.0333, ,0.0297, ,0.5421, ,9e-04, ,0.0346, ,0.0318,
 ,0.01, ,0.0067, ,0.8708, ,4e-04, ,0.0085, ,0.0059,
 ,0.0086, ,0.0052, ,0.1706, ,4e-04, ,0.0068, ,0.0042,
 ,0.3202, ,0.3165, ,0.2999, ,4e-04, ,0.3317, ,0.3287,
 ,0.4929, ,0.4887, ,0.264, ,4e-04, ,0.5281, ,0.5244,
 ,0.0658, ,0.0619, ,0.1862, ,4e-04, ,0.0673, ,0.0643,
 ,0.6344, ,0.6305, ,0.9762, ,4e-04, ,0.7185, ,0.7153,
 ,0.0826, ,0.0788, ,0.1792, ,3e-04, ,0.0913, ,0.0884,
 ,0.0081, ,0.0047, ,0.1418, ,4e-04, ,0.0065, ,0.004,
 ,0.0118, ,0.0084, ,0.8244, ,4e-04, ,0.0109, ,0.0083,
 ,1.1972, ,1.1928, ,0.7114, ,4e-04, ,1.2551, ,1.252,
 ,0.147, ,0.143, ,0.2461, ,4e-04, ,0.1551, ,0.1521,
 ,0.0374, ,0.0327, ,0.4732, ,4e-04, ,0.0346, ,0.0319,
 ,0.0123, ,0.008, ,0.6338, ,4e-04, ,0.0087, ,0.0061,
 ,0.0103, ,0.006, ,0.1661, ,4e-04, ,0.0066, ,0.0042,
 ,0.3448, ,0.3409, ,0.3073, ,4e-04, ,0.3141, ,0.3112,
 ,0.5117, ,0.5073, ,0.264, ,4e-04, ,0.5016, ,0.4983,
 ,0.0648, ,0.0609, ,0.141, ,4e-04, ,0.0637, ,0.0607,
 ,0.6526, ,0.6487, ,1.0047, ,4e-04, ,0.7194, ,0.7163,
 ,0.0829, ,0.0791, ,0.1858, ,5e-04, ,0.0874, ,0.0845,
 ,0.0081, ,0.0048, ,0.1382, ,4e-04, ,0.0064, ,0.0039,
 ,0.0112, ,0.0078, ,0.8109, ,4e-04, ,0.0106, ,0.008,
 ,1.1556, ,1.143, ,0.7212, ,4e-04, ,1.283, ,1.2793,
 ,0.1489, ,0.1449, ,0.2473, ,4e-04, ,0.1535, ,0.1502,
 ,0.0376, ,0.0331, ,0.4868, ,4e-04, ,0.0337, ,0.031,
 ,0.0102, ,0.0067, ,0.6106, ,3e-04, ,0.0086, ,0.0061,
 ,0.0087, ,0.0053, ,0.1569, ,4e-04, ,0.0069, ,0.0044,
 ,0.3582, ,0.3544, ,0.2899, ,4e-04, ,0.3187, ,0.3156,
 ,0.6212, ,0.6169, ,0.2473, ,3e-04, ,0.5306, ,0.5271,
 ,0.0656, ,0.0617, ,0.1414, ,4e-04, ,0.066, ,0.063,
 ,0.6813, ,0.6775, ,0.9746, ,4e-04, ,0.7106, ,0.7073,
 ,0.0848, ,0.0809, ,0.179, ,4e-04, ,0.0852, ,0.0822,
 ,0.0081, ,0.0048, ,0.1402, ,4e-04, ,0.0071, ,0.0045,
 ,0.0118, ,0.0084, ,0.7912, ,4e-04, ,0.0111, ,0.0084,
 ,1.1362, ,1.1322, ,0.7391, ,5e-04, ,1.1955, ,1.1924,
 ,0.1492, ,0.1453, ,0.2117, ,6e-04, ,0.1479, ,0.1449,
 ,0.0321, ,0.0285, ,0.741, ,5e-04, ,0.0332, ,0.0304,
 ,0.01, ,0.0066, ,0.5474, ,4e-04, ,0.0084, ,0.0059,
 ,0.0083, ,0.005, ,0.1545, ,4e-04, ,0.0067, ,0.0043,
 ,0.3087, ,0.3049, ,0.2947, ,4e-04, ,0.3197, ,0.3168,
 ,0.479, ,0.4749, ,0.2471, ,4e-04, ,0.5188, ,0.5156,
 ,0.0636, ,0.0598, ,0.1425, ,4e-04, ,0.0624, ,0.0594,
 ,0.9438, ,0.94, ,0.9829, ,4e-04, ,0.6787, ,0.6757,
 ,0.0826, ,0.0787, ,0.1577, ,4e-04, ,0.0843, ,0.0815,
 ,0.0082, ,0.0048, ,0.1404, ,3e-04, ,0.0066, ,0.0041,
 ,0.0113, ,0.0079, ,0.7918, ,4e-04, ,0.0106, ,0.008,
 ,1.2313, ,1.227, ,0.7174, ,4e-04, ,1.2156, ,1.2125,
 ,0.1467, ,0.1426, ,0.2266, ,4e-04, ,0.1479, ,0.1448,
 ,0.031, ,0.0275, ,0.4637, ,4e-04, ,0.0318, ,0.029,
 ,0.0097, ,0.0063, ,0.6005, ,4e-04, ,0.0083, ,0.0059,
 ,0.0081, ,0.0048, ,0.1499, ,3e-04, ,0.0065, ,0.0041,
 ,0.3219, ,0.318, ,0.2955, ,3e-04, ,0.3204, ,0.3175,
 ,0.4807, ,0.4764, ,0.2447, ,3e-04, ,0.5036, ,0.5004,
 ,0.0634, ,0.0596, ,0.1418, ,4e-04, ,0.0646, ,0.0617,
 ,0.6399, ,0.636, ,0.9521, ,4e-04, ,0.6806, ,0.6776,
 ,0.0838, ,0.08, ,0.1674, ,4e-04, ,0.0837, ,0.0807,
 ,0.0081, ,0.0047, ,0.1404, ,3e-04, ,0.0086, ,0.0054,
 ,0.0116, ,0.008, ,0.7809, ,3e-04, ,0.0125, ,0.0093,
 ,1.142, ,1.1372, ,0.7256, ,3e-04, ,1.2483, ,1.245,
 ,0.1477, ,0.1436, ,0.2408, ,4e-04, ,0.1684, ,0.1651,
 ,0.0312, ,0.0277, ,0.4612, ,4e-04, ,0.0321, ,0.0295,
 ,0.0105, ,0.0069, ,0.6031, ,4e-04, ,0.0084, ,0.0059,
 ,0.0084, ,0.0051, ,0.1446, ,4e-04, ,0.0067, ,0.0044,
 ,0.316, ,0.3121, ,0.2804, ,4e-04, ,0.3218, ,0.3189,
 ,0.4951, ,0.4909, ,0.2489, ,3e-04, ,0.5101, ,0.507,
 ,0.0644, ,0.0604, ,0.1415, ,4e-04, ,0.0622, ,0.0593,
 ,0.6495, ,0.6455, ,0.9176, ,4e-04, ,0.6966, ,0.6936,
 ,0.0827, ,0.0787, ,0.1697, ,4e-04, ,0.0852, ,0.082,
 ,0.0082, ,0.0048, ,0.1403, ,4e-04, ,0.0065, ,0.0041,
 ,0.0113, ,0.008, ,0.7927, ,4e-04, ,0.0107, ,0.0081,
 ,1.1393, ,1.135, ,0.6712, ,4e-04, ,1.4313, ,1.4281,
 ,0.1455, ,0.1416, ,0.2126, ,5e-04, ,0.1479, ,0.1448,
 ,0.0309, ,0.0272, ,0.7418, ,4e-04, ,0.0307, ,0.028,
 ,0.0099, ,0.0064, ,0.597, ,4e-04, ,0.0083, ,0.0058,
 ,0.0082, ,0.0048, ,0.1443, ,4e-04, ,0.007, ,0.0042,
 ,0.3088, ,0.305, ,0.2908, ,4e-04, ,0.3182, ,0.3149,
 ,0.497, ,0.4929, ,0.263, ,4e-04, ,0.5142, ,0.5109,
 ,0.0654, ,0.0616, ,0.142, ,3e-04, ,0.0623, ,0.0594,
 ,0.6387, ,0.6347, ,0.9024, ,3e-04, ,0.7164, ,0.7134,
 ,0.0818, ,0.078, ,0.1776, ,4e-04, ,0.0839, ,0.0808,
 ,0.0081, ,0.0048, ,0.1417, ,3e-04, ,0.0064, ,0.004,
 ,0.0121, ,0.0087, ,0.747, ,4e-04, ,0.0106, ,0.008,
 ,1.153, ,1.1487, ,0.7024, ,3e-04, ,1.2044, ,1.2014,
 ,0.1459, ,0.1419, ,0.2034, ,3e-04, ,0.1463, ,0.1432,
 ,0.031, ,0.0275, ,0.4527, ,3e-04, ,0.0308, ,0.0281,
 ,0.0098, ,0.0064, ,0.6243, ,3e-04, ,0.0081, ,0.0057,
 ,0.0082, ,0.0048, ,0.1534, ,4e-04, ,0.0066, ,0.0041,
 ,0.3049, ,0.3013, ,0.2764, ,4e-04, ,0.3241, ,0.3211,
 ,0.4852, ,0.4809, ,0.251, ,4e-04, ,0.5286, ,0.5242,
 ,0.063, ,0.0592, ,0.1425, ,4e-04, ,0.0635, ,0.0605,
 ,0.6509, ,0.6471, ,0.8994, ,3e-04, ,0.7138, ,0.7106,
 ,0.0818, ,0.0781, ,0.1741, ,4e-04, ,0.0845, ,0.0813,
 ,0.0081, ,0.0047, ,0.1402, ,4e-04, ,0.0066, ,0.0042,
 ,0.0113, ,0.0078, ,0.734, ,3e-04, ,0.0104, ,0.0079,
 ,1.2189, ,1.2143, ,0.6676, ,3e-04, ,1.5256, ,1.5225,
 ,0.1506, ,0.1467, ,0.2027, ,4e-04, ,0.1387, ,0.1356,
 ,0.0327, ,0.0291, ,0.4271, ,4e-04, ,0.0307, ,0.0281,
 ,0.0101, ,0.0065, ,0.6225, ,4e-04, ,0.0084, ,0.0059,
 ,0.0086, ,0.0052, ,0.1609, ,4e-04, ,0.0067, ,0.0043,
 ,0.3582, ,0.3545, ,0.291, ,3e-04, ,0.2949, ,0.292,
 ,0.5121, ,0.508, ,0.2444, ,3e-04, ,0.4785, ,0.4753,
 ,0.0664, ,0.0624, ,0.1415, ,4e-04, ,0.064, ,0.061,
 ,0.6929, ,0.6889, ,0.934, ,4e-04, ,0.6388, ,0.6359,
 ,0.0838, ,0.08, ,0.1441, ,4e-04, ,0.081, ,0.0781,
 ,0.0084, ,0.005, ,0.1402, ,3e-04, ,0.0063, ,0.004,
 ,0.0117, ,0.0082, ,0.6946, ,4e-04, ,0.0104, ,0.0078,
 ,1.2447, ,1.2407, ,0.6302, ,4e-04, ,1.1363, ,1.1331,
 ,0.1456, ,0.1416, ,0.163, ,4e-04, ,0.1423, ,0.1394,
 ,0.0326, ,0.029, ,0.3625, ,5e-04, ,0.03, ,0.0272,
 ,0.0097, ,0.0063, ,0.8854, ,5e-04, ,0.0082, ,0.0058,
 ,0.0081, ,0.0048, ,0.1508, ,4e-04, ,0.0065, ,0.0041,
 ,0.329, ,0.3252, ,0.3052, ,4e-04, ,0.2945, ,0.2917,
 ,0.5048, ,0.5004, ,0.2469, ,3e-04, ,0.4692, ,0.4661,
 ,0.0628, ,0.0591, ,0.1412, ,4e-04, ,0.0614, ,0.0584,
 ,0.6638, ,0.6599, ,0.8612, ,4e-04, ,0.6492, ,0.6462,
 ,0.0816, ,0.0778, ,0.174, ,4e-04, ,0.0844, ,0.0812,
 ,0.0081, ,0.0047, ,0.1392, ,4e-04, ,0.0063, ,0.0039,
 ,0.0184, ,0.0081, ,0.6853, ,4e-04, ,0.0103, ,0.0077,
 ,1.1105, ,1.1065, ,0.6364, ,4e-04, ,1.123, ,1.118,
 ,0.146, ,0.1419, ,0.1591, ,4e-04, ,0.1419, ,0.1387,
 ,0.0315, ,0.0279, ,0.403, ,3e-04, ,0.0288, ,0.0262,
 ,0.0098, ,0.0063, ,0.5995, ,4e-04, ,0.0082, ,0.0056,
 ,0.0081, ,0.0048, ,0.1393, ,4e-04, ,0.0065, ,0.0041,
 ,0.3066, ,0.3029, ,0.2911, ,4e-04, ,0.3199, ,0.3155,
 ,0.4742, ,0.4701, ,0.2429, ,3e-04, ,0.521, ,0.5169,
 ,0.0625, ,0.0587, ,0.1405, ,4e-04, ,0.0634, ,0.0604,
 ,0.6366, ,0.6327, ,0.8613, ,4e-04, ,0.6493, ,0.6463,
 ,0.1051, ,0.1003, ,0.1817, ,4e-04, ,0.0848, ,0.0817,
 ,0.0107, ,0.0063, ,0.1397, ,4e-04, ,0.0065, ,0.004,
 ,0.0119, ,0.0084, ,0.6919, ,4e-04, ,0.0106, ,0.008,
 ,1.1238, ,1.1195, ,0.6104, ,4e-04, ,1.388, ,1.3848,
 ,0.1476, ,0.1436, ,0.1423, ,4e-04, ,0.1452, ,0.1421,
 ,0.0319, ,0.0281, ,0.4077, ,4e-04, ,0.03, ,0.0274,
 ,0.01, ,0.0066, ,0.5995, ,4e-04, ,0.0086, ,0.0062,
 ,0.0083, ,0.005, ,0.1401, ,4e-04, ,0.0069, ,0.0044,
 ,0.3052, ,0.3013, ,0.2932, ,4e-04, ,0.2909, ,0.288,
 ,0.4823, ,0.4782, ,0.2542, ,4e-04, ,0.4748, ,0.4714,
 ,0.0655, ,0.0616, ,0.1414, ,4e-04, ,0.0614, ,0.0584,
 ,0.6517, ,0.6477, ,0.8663, ,4e-04, ,0.6414, ,0.6385,
 ,0.085, ,0.0811, ,0.1475, ,4e-04, ,0.0839, ,0.081,
 ,0.0082, ,0.0048, ,0.1401, ,3e-04, ,0.0064, ,0.004,
 ,0.0183, ,0.0148, ,0.6885, ,4e-04, ,0.0105, ,0.0079,
 ,1.1262, ,1.122, ,0.6109, ,4e-04, ,1.1298, ,1.1266,
 ,0.1461, ,0.1422, ,0.1532, ,4e-04, ,0.1439, ,0.1408,
 ,0.0319, ,0.0281, ,0.4138, ,4e-04, ,0.0291, ,0.0264,
 ,0.0101, ,0.0066, ,0.6115, ,4e-04, ,0.0081, ,0.0056,
 ,0.0083, ,0.005, ,0.1538, ,4e-04, ,0.0065, ,0.004,
 ,0.3, ,0.2962, ,0.2799, ,4e-04, ,1.9299, ,1.9267,
 ,0.477, ,0.4728, ,0.5374, ,4e-04, ,0.4674, ,0.4642,
 ,0.0634, ,0.0596, ,0.1932, ,4e-04, ,0.0611, ,0.0581,
 ,0.6548, ,0.6508, ,0.8683, ,5e-04, ,0.6368, ,0.6339,
 ,0.0835, ,0.0797, ,0.1529, ,4e-04, ,0.0833, ,0.0803,
 ,0.0082, ,0.0048, ,0.1643, ,4e-04, ,0.0065, ,0.004,
 ,0.0118, ,0.0084, ,0.6825, ,5e-04, ,0.01, ,0.0076,
 ,1.12, ,1.1155, ,0.6683, ,5e-04, ,1.129, ,1.1258,
 ,0.1457, ,0.1417, ,0.1459, ,6e-04, ,0.1949, ,0.1915,
 ,0.0303, ,0.0268, ,0.3312, ,4e-04, ,0.073, ,0.0699,
 ,0.01, ,0.0065, ,0.5867, ,6e-04, ,0.0094, ,0.0065,
 ,0.0082, ,0.0048, ,0.4079, ,5e-04, ,0.0093, ,0.006,
 ,0.295, ,0.2909, ,0.2987, ,5e-04, ,0.3655, ,0.3624,
 ,0.5069, ,0.5028, ,0.3441, ,5e-04, ,0.6219, ,0.6184,
 ,0.0785, ,0.0719, ,0.1485, ,5e-04, ,0.0694, ,0.066,
 ,0.646, ,0.6419, ,0.8106, ,4e-04, ,0.9019, ,0.8984,
 ,0.0844, ,0.0805, ,0.1446, ,4e-04, ,0.0928, ,0.0896,
 ,0.0084, ,0.0051, ,0.1419, ,3e-04, ,0.0073, ,0.0046,
 ,0.0118, ,0.0081, ,0.6631, ,5e-04, ,0.0125, ,0.0099,
 ,1.1391, ,1.1349, ,0.6375, ,4e-04, ,1.306, ,1.3025,
 ,0.1441, ,0.1402, ,0.1448, ,4e-04, ,0.1576, ,0.1544,
 ,0.0314, ,0.0278, ,0.3546, ,4e-04, ,0.0406, ,0.0379,
 ,0.01, ,0.0064, ,0.6219, ,4e-04, ,0.0092, ,0.0065,
 ,0.0083, ,0.0049, ,0.1515, ,4e-04, ,0.007, ,0.0045,
 ,0.316, ,0.3124, ,0.3029, ,4e-04, ,0.4128, ,0.4099,
 ,0.5059, ,0.5011, ,0.2703, ,4e-04, ,0.548, ,0.5447,
 ,0.0662, ,0.0623, ,0.1436, ,4e-04, ,0.0641, ,0.0609,
 ,0.6495, ,0.6455, ,0.8927, ,4e-04, ,0.7678, ,0.7648,
 ,0.085, ,0.0813, ,0.1439, ,4e-04, ,0.0849, ,0.082,
 ,0.0085, ,0.005, ,0.1412, ,4e-04, ,0.0068, ,0.0041,
 ,0.0122, ,0.0087, ,0.622, ,4e-04, ,0.0117, ,0.0091,
 ,1.1637, ,1.1595, ,0.631, ,4e-04, ,1.1809, ,1.1777,
 ,0.145, ,0.1409, ,0.1437, ,3e-04, ,0.1471, ,0.144,
 ,0.0306, ,0.0271, ,0.3509, ,4e-04, ,0.0361, ,0.0335,
 ,0.0098, ,0.0064, ,0.6382, ,4e-04, ,0.0087, ,0.0062,
 ,0.0082, ,0.0048, ,0.1654, ,4e-04, ,0.0068, ,0.0044,
 ,0.3223, ,0.3186, ,0.3008, ,4e-04, ,0.2968, ,0.2939,
 ,0.5125, ,0.5078, ,0.3594, ,4e-04, ,0.5191, ,0.5157,
 ,0.0654, ,0.0615, ,0.287, ,7e-04, ,0.0665, ,0.0634,
 ,0.6943, ,0.6901, ,0.9422, ,4e-04, ,0.7084, ,0.7052,
 ,0.0851, ,0.081, ,0.1874, ,9e-04, ,0.0899, ,0.0867,
 ,0.0083, ,0.0048, ,0.2548, ,4e-04, ,0.0071, ,0.0045,
 ,0.0117, ,0.0081, ,0.677, ,4e-04, ,0.012, ,0.0094,
 ,1.2064, ,1.2021, ,0.7637, ,3e-04, ,1.2016, ,1.1981,
 ,0.1451, ,0.1413, ,0.1451, ,4e-04, ,0.1523, ,0.1492,
 ,0.0302, ,0.0264, ,0.3423, ,4e-04, ,0.0374, ,0.0345,
 ,0.0099, ,0.0064, ,0.622, ,3e-04, ,0.009, ,0.0064,
 ,0.0082, ,0.0049, ,0.1652, ,4e-04, ,0.0071, ,0.0046,
 ,0.3619, ,0.3579, ,0.3073, ,4e-04, ,0.3205, ,0.3176,
 ,0.4927, ,0.4884, ,0.279, ,4e-04, ,0.4995, ,0.4962,
 ,0.0653, ,0.0614, ,0.1441, ,8e-04, ,0.0636, ,0.0607,
 ,0.6384, ,0.6346, ,0.8581, ,4e-04, ,0.6547, ,0.6519,
 ,0.0832, ,0.0793, ,0.1434, ,4e-04, ,0.0941, ,0.0911,
 ,0.0088, ,0.0053, ,0.1411, ,4e-04, ,0.0067, ,0.0042,
 ,0.0118, ,0.0083, ,0.6755, ,4e-04, ,0.0107, ,0.0082,
 ,1.2321, ,1.2278, ,0.6446, ,4e-04, ,1.1529, ,1.1498,
 ,0.1474, ,0.1434, ,0.1437, ,4e-04, ,0.1468, ,0.1437,
 ,0.0308, ,0.0272, ,0.3971, ,4e-04, ,0.0361, ,0.0334,
 ,0.01, ,0.0065, ,0.6084, ,3e-04, ,0.0086, ,0.006,
 ,0.0082, ,0.0049, ,0.1614, ,4e-04, ,0.0066, ,0.0042,
 ,0.3122, ,0.3084, ,0.2864, ,4e-04, ,0.3017, ,0.2987,
 ,0.4877, ,0.4832, ,0.3143, ,4e-04, ,0.4905, ,0.4871,
 ,0.0646, ,0.0608, ,0.1448, ,8e-04, ,0.0635, ,0.0606,
 ,0.6316, ,0.6279, ,0.8183, ,4e-04, ,0.6376, ,0.6347,
 ,0.0819, ,0.0781, ,0.1445, ,4e-04, ,0.0837, ,0.0809,
 ,0.0084, ,0.0047, ,0.1415, ,4e-04, ,0.0064, ,0.0041,
 ,0.0111, ,0.0077, ,0.6913, ,4e-04, ,0.0105, ,0.0081,
 ,1.113, ,1.1087, ,0.6417, ,3e-04, ,1.1878, ,1.1845,
 ,0.1451, ,0.1411, ,0.1446, ,4e-04, ,0.1478, ,0.1449,
 ,0.0309, ,0.0274, ,0.4053, ,4e-04, ,0.0334, ,0.0307,
 ,0.0098, ,0.0063, ,0.6208, ,4e-04, ,0.0083, ,0.0059,
 ,0.0081, ,0.0047, ,0.1669, ,4e-04, ,0.0065, ,0.0041,
 ,0.2975, ,0.2937, ,0.2978, ,4e-04, ,0.291, ,0.2881,
 ,0.4709, ,0.4665, ,0.3319, ,8e-04, ,0.566, ,0.562,
 ,0.0631, ,0.0592, ,0.1809, ,6e-04, ,0.0634, ,0.0604,
 ,0.6299, ,0.626, ,0.7586, ,6e-04, ,0.6635, ,0.6605,
 ,0.0822, ,0.0784, ,0.4775, ,6e-04, ,0.0853, ,0.0822,
 ,0.0081, ,0.0047, ,0.1425, ,4e-04, ,0.0065, ,0.0041,
 ,0.0112, ,0.0078, ,0.803, ,4e-04, ,0.0108, ,0.0083,
 ,1.1643, ,1.1601, ,0.6747, ,4e-04, ,1.1616, ,1.1584,
 ,0.1484, ,0.1446, ,0.1433, ,4e-04, ,0.1449, ,0.142,
 ,0.0305, ,0.027, ,0.4143, ,4e-04, ,0.0343, ,0.0316,
 ,0.0098, ,0.0063, ,0.6225, ,4e-04, ,0.0085, ,0.0061,
 ,0.0084, ,0.0049, ,0.1769, ,4e-04, ,0.0067, ,0.0044,
 ,0.3125, ,0.3086, ,0.2811, ,4e-04, ,0.3068, ,0.304,
 ,0.5445, ,0.5398, ,0.2608, ,4e-04, ,0.4827, ,0.4794,
 ,0.0668, ,0.0629, ,0.1411, ,5e-04, ,0.0616, ,0.0587,
 ,0.672, ,0.6681, ,0.9169, ,4e-04, ,0.6458, ,0.6428,
 ,0.0832, ,0.0793, ,0.1465, ,3e-04, ,0.083, ,0.0801,
 ,0.0103, ,0.0047, ,0.1406, ,4e-04, ,0.0063, ,0.004,
 ,0.0113, ,0.008, ,0.7279, ,4e-04, ,0.0106, ,0.0081,
 ,1.1492, ,1.1451, ,0.6882, ,4e-04, ,1.1263, ,1.1232,
 ,0.1482, ,0.1443, ,0.164, ,4e-04, ,0.1419, ,0.1388,
 ,0.0316, ,0.0279, ,0.4399, ,4e-04, ,0.0318, ,0.0291,
 ,0.0098, ,0.0064, ,0.6813, ,4e-04, ,0.0082, ,0.0058,
 ,0.0103, ,0.0069, ,0.1406, ,4e-04, ,0.0066, ,0.0043,
 ,0.3246, ,0.3208, ,0.2562, ,4e-04, ,0.2972, ,0.2942,
 ,0.479, ,0.4748, ,0.2575, ,3e-04, ,0.4793, ,0.476,
 ,0.0688, ,0.0648, ,0.1421, ,5e-04, ,0.0624, ,0.0595,
 ,0.6472, ,0.6433, ,0.9134, ,4e-04, ,0.6778, ,0.6748,
 ,0.083, ,0.0792, ,0.1466, ,4e-04, ,0.1051, ,0.1016,
 ,0.0103, ,0.0069, ,0.1408, ,4e-04, ,0.0067, ,0.0042,
 ,0.0115, ,0.0082, ,0.7406, ,4e-04, ,0.0105, ,0.0079,
 ,1.106, ,1.1015, ,0.6935, ,4e-04, ,1.5017, ,1.4985,
 ,0.146, ,0.1421, ,0.1766, ,4e-04, ,0.1631, ,0.1599,
 ,0.0305, ,0.0269, ,0.5379, ,4e-04, ,0.0294, ,0.0266,
 ,0.0098, ,0.0064, ,0.5387, ,6e-04, ,0.0099, ,0.0073,
 ,0.0104, ,0.0068, ,0.1619, ,4e-04, ,0.007, ,0.0045,
 ,0.3175, ,0.3137, ,0.2465, ,5e-04, ,0.3524, ,0.3495,
 ,0.4856, ,0.4814, ,0.2672, ,4e-04, ,0.6207, ,0.6172,
 ,0.0661, ,0.0623, ,0.1422, ,5e-04, ,0.0649, ,0.0619,
 ,0.6351, ,0.6313, ,0.9575, ,4e-04, ,0.6998, ,0.6968,
 ,0.0822, ,0.0784, ,0.4923, ,4e-04, ,0.0845, ,0.0818,
 ,0.0198, ,0.0152, ,0.148, ,4e-04, ,0.0067, ,0.0043,
 ,0.0138, ,0.0096, ,0.746, ,4e-04, ,0.0103, ,0.0079,
 ,1.1518, ,1.1475, ,0.7152, ,4e-04, ,1.1541, ,1.1509,
 ,0.1442, ,0.1403, ,0.1979, ,4e-04, ,0.1472, ,0.1441,
