Arbrook,Drawing Time,BGFX,Drawing Time,Native,Drawing Time,
 ,0.0024, ,0.1625, ,0.0013,
 ,0.0023, ,0.1622, ,0.0018,
 ,0.0029, ,0.1694, ,0.0015,
 ,0.0028, ,0.1662, ,0.0013,
 ,0.0023, ,0.1631, ,0.0013,
 ,0.0023, ,0.1641, ,0.0013,
 ,0.0023, ,0.169, ,0.0013,
 ,0.0022, ,0.1645, ,0.0013,
 ,0.0022, ,0.162, ,0.0014,
 ,0.0022, ,0.245, ,0.0013,
 ,0.0023, ,0.2077, ,0.0013,
 ,0.0025, ,0.167, ,0.0013,
 ,0.0025, ,0.167, ,0.0014,
 ,0.0029, ,0.2066, ,0.0013,
 ,0.0025, ,0.1646, ,0.0013,
 ,0.0022, ,0.1649, ,0.0015,
 ,0.0023, ,0.1662, ,0.0013,
 ,0.0023, ,0.1655, ,0.0013,
 ,0.0023, ,0.2143, ,0.0014,
 ,0.0022, ,0.2025, ,0.0013,
 ,0.0023, ,0.197, ,0.0013,
 ,0.0022, ,0.1939, ,0.0013,
 ,0.0021, ,0.1661, ,0.0014,
 ,0.0022, ,0.1643, ,0.0013,
 ,0.0021, ,0.1619, ,0.0013,
 ,0.0022, ,0.1646, ,0.0013,
 ,0.0021, ,0.1636, ,0.0013,
 ,0.0022, ,0.1674, ,0.0013,
 ,0.0022, ,0.1695, ,0.0014,
 ,0.0022, ,0.1648, ,0.0013,
 ,0.0021, ,0.1622, ,0.0013,
 ,0.0023, ,0.1627, ,0.0014,
 ,0.0022, ,0.2107, ,0.0013,
 ,0.0022, ,0.163, ,0.0013,
 ,0.0022, ,0.1634, ,0.0013,
 ,0.0022, ,0.1633, ,0.0013,
 ,0.0022, ,0.1655, ,0.0013,
 ,0.0023, ,0.1617, ,0.0013,
 ,0.0022, ,0.1641, ,0.0013,
 ,0.0023, ,0.1695, ,0.0013,
 ,0.0021, ,0.1687, ,0.0013,
 ,0.0022, ,0.1649, ,0.0013,
 ,0.0022, ,0.1627, ,0.0014,
 ,0.0027, ,0.163, ,0.0013,
 ,0.0022, ,0.1623, ,0.0013,
 ,0.0022, ,0.1733, ,0.0014,
 ,0.0022, ,0.166, ,0.0013,
 ,0.0023, ,0.1647, ,0.0013,
 ,0.0021, ,0.1628, ,0.0014,
 ,0.0022, ,0.1621, ,0.0014,
 ,0.0022, ,0.1897, ,0.0014,
 ,0.0022, ,0.1662, ,0.0013,
 ,0.0024, ,0.164, ,0.0013,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0022, ,0.1656, ,0.0013,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0023, ,0.1628, ,0.0013,
 ,0.0022, ,0.1608, ,0.0013,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0023, ,0.1642, ,0.0013,
 ,0.0025, ,0.1615, ,0.0015,
 ,0.0023, ,0.1618, ,0.0013,
 ,0.0022, ,0.1695, ,0.0013,
 ,0.0022, ,0.1641, ,0.0013,
 ,0.0024, ,0.1611, ,0.0014,
 ,0.0023, ,0.1617, ,0.0014,
 ,0.0023, ,0.1613, ,0.0013,
 ,0.0021, ,0.1622, ,0.0013,
 ,0.0021, ,0.1635, ,0.0015,
 ,0.0022, ,0.1639, ,0.0015,
 ,0.0021, ,0.1617, ,0.0013,
 ,0.0022, ,0.1618, ,0.0013,
 ,0.0022, ,0.162, ,0.0013,
 ,0.0022, ,0.1616, ,0.0014,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0022, ,0.1616, ,0.0013,
 ,0.0025, ,0.1605, ,0.0013,
 ,0.0023, ,0.1633, ,0.0013,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0021, ,0.1613, ,0.0014,
 ,0.0021, ,0.1634, ,0.0014,
 ,0.0021, ,0.1626, ,0.0013,
 ,0.0022, ,0.2317, ,0.0013,
 ,0.0022, ,0.1802, ,0.0013,
 ,0.0022, ,0.1671, ,0.0014,
 ,0.0022, ,0.1412, ,0.0014,
 ,0.0022, ,0.1512, ,0.0013,
 ,0.0022, ,0.1697, ,0.0013,
 ,0.0022, ,0.1664, ,0.0014,
 ,0.0022, ,0.1647, ,0.0014,
 ,0.0023, ,0.1724, ,0.0013,
 ,0.0021, ,0.1674, ,0.0013,
 ,0.0022, ,0.1653, ,0.0014,
 ,0.0021, ,0.1648, ,0.0013,
 ,0.0023, ,0.1652, ,0.0014,
 ,0.0022, ,0.1638, ,0.0013,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0022, ,0.1623, ,0.0014,
 ,0.0021, ,0.1632, ,0.0013,
 ,0.0021, ,0.2102, ,0.0014,
 ,0.0022, ,0.1648, ,0.0013,
 ,0.0022, ,0.1638, ,0.0013,
 ,0.0022, ,0.1652, ,0.0013,
 ,0.0022, ,0.1656, ,0.0014,
 ,0.0021, ,0.1615, ,0.0014,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0022, ,0.1623, ,0.0016,
 ,0.0022, ,0.163, ,0.0013,
 ,0.0021, ,0.1722, ,0.0013,
 ,0.0021, ,0.1624, ,0.0013,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1632, ,0.0013,
 ,0.0021, ,0.1626, ,0.0013,
 ,0.0022, ,0.17, ,0.0013,
 ,0.0023, ,0.1612, ,0.0013,
 ,0.0021, ,0.162, ,0.0013,
 ,0.0022, ,0.1646, ,0.0013,
 ,0.0022, ,0.1653, ,0.0013,
 ,0.0023, ,0.1623, ,0.0013,
 ,0.0021, ,0.1623, ,0.0016,
 ,0.0022, ,0.1636, ,0.0015,
 ,0.0022, ,0.1622, ,0.0015,
 ,0.0022, ,0.3035, ,0.0013,
 ,0.0022, ,0.2006, ,0.0015,
 ,0.0021, ,0.1946, ,0.0013,
 ,0.0023, ,0.1724, ,0.0014,
 ,0.0023, ,0.1646, ,0.0014,
 ,0.0023, ,0.1631, ,0.0013,
 ,0.0021, ,0.1637, ,0.0013,
 ,0.0022, ,0.163, ,0.0013,
 ,0.0023, ,0.1647, ,0.0013,
 ,0.0023, ,0.1628, ,0.0013,
 ,0.0022, ,0.1629, ,0.0013,
 ,0.0022, ,0.163, ,0.0014,
 ,0.0023, ,0.1723, ,0.0013,
 ,0.0022, ,0.1632, ,0.0014,
 ,0.0022, ,0.1628, ,0.0014,
 ,0.0022, ,0.1623, ,0.0013,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0022, ,0.1636, ,0.0013,
 ,0.0022, ,0.1627, ,0.0014,
 ,0.0022, ,0.163, ,0.0013,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0026, ,0.1661, ,0.0013,
 ,0.0023, ,0.1626, ,0.0013,
 ,0.0022, ,0.1621, ,0.0013,
 ,0.0022, ,0.1647, ,0.0013,
 ,0.0022, ,0.1644, ,0.0013,
 ,0.0022, ,0.1669, ,0.0014,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0021, ,0.1631, ,0.0013,
 ,0.0022, ,0.1636, ,0.0034,
 ,0.0023, ,0.1624, ,0.0014,
 ,0.0022, ,0.1648, ,0.0013,
 ,0.0022, ,0.1639, ,0.0014,
 ,0.0022, ,0.1638, ,0.0014,
 ,0.0022, ,0.1797, ,0.0014,
 ,0.0021, ,0.3926, ,0.0013,
 ,0.0021, ,0.1951, ,0.0013,
 ,0.0022, ,0.1734, ,0.0013,
 ,0.0022, ,0.1711, ,0.0014,
 ,0.0022, ,0.1629, ,0.0014,
 ,0.0022, ,0.1642, ,0.0013,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0022, ,0.1706, ,0.0013,
 ,0.0022, ,0.209, ,0.0013,
 ,0.0022, ,0.1634, ,0.0013,
 ,0.0021, ,0.1618, ,0.0013,
 ,0.0022, ,0.1646, ,0.0013,
 ,0.0022, ,0.1647, ,0.0013,
 ,0.0022, ,0.1621, ,0.0014,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0022, ,0.1756, ,0.0013,
 ,0.0022, ,0.166, ,0.0013,
 ,0.0022, ,0.1636, ,0.0013,
 ,0.0021, ,0.163, ,0.0014,
 ,0.0023, ,0.164, ,0.0013,
 ,0.0022, ,0.169, ,0.0013,
 ,0.0023, ,0.1627, ,0.0014,
 ,0.0021, ,0.1632, ,0.0014,
 ,0.0023, ,0.1624, ,0.0013,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0022, ,0.1642, ,0.0013,
 ,0.0021, ,0.1619, ,0.0019,
 ,0.0023, ,0.1697, ,0.0017,
 ,0.0023, ,0.1653, ,0.0016,
 ,0.0023, ,0.1649, ,0.0013,
 ,0.0021, ,0.1626, ,0.0014,
 ,0.0023, ,0.1621, ,0.0013,
 ,0.0021, ,0.1618, ,0.0013,
 ,0.0023, ,0.1648, ,0.0013,
 ,0.0022, ,0.2088, ,0.0014,
 ,0.0023, ,0.1637, ,0.0013,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0022, ,0.1639, ,0.0013,
 ,0.0022, ,0.1658, ,0.0014,
 ,0.0022, ,0.162, ,0.0015,
 ,0.0022, ,0.1618, ,0.0013,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0023, ,0.1647, ,0.0013,
 ,0.0022, ,0.1655, ,0.0012,
 ,0.0022, ,0.1616, ,0.0018,
 ,0.0022, ,0.1626, ,0.0016,
 ,0.0022, ,0.1637, ,0.0016,
 ,0.0022, ,0.1649, ,0.0016,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0022, ,0.1685, ,0.0013,
 ,0.0023, ,0.1621, ,0.0015,
 ,0.0022, ,0.1637, ,0.0014,
 ,0.0023, ,0.1646, ,0.0013,
 ,0.0029, ,0.1614, ,0.0013,
 ,0.0023, ,0.1622, ,0.0013,
 ,0.0025, ,0.1621, ,0.0014,
 ,0.0046, ,0.1627, ,0.0014,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0022, ,0.1606, ,0.0013,
 ,0.0023, ,0.1617, ,0.0014,
 ,0.0022, ,0.1659, ,0.0013,
 ,0.0022, ,0.1736, ,0.0014,
 ,0.0022, ,0.1628, ,0.0013,
 ,0.0023, ,0.1621, ,0.0013,
 ,0.0022, ,0.1618, ,0.0013,
 ,0.0022, ,0.1645, ,0.0014,
 ,0.0022, ,0.1719, ,0.0013,
 ,0.0022, ,0.1616, ,0.0013,
 ,0.0021, ,0.1613, ,0.0014,
 ,0.0023, ,0.1644, ,0.0014,
 ,0.0022, ,0.1691, ,0.0014,
 ,0.0022, ,0.1691, ,0.0013,
 ,0.0021, ,0.1588, ,0.0013,
 ,0.0022, ,0.2106, ,0.0013,
 ,0.0021, ,0.2139, ,0.0013,
 ,0.0023, ,0.1351, ,0.0013,
 ,0.0021, ,0.2327, ,0.0013,
 ,0.0022, ,0.1751, ,0.0013,
 ,0.0022, ,0.169, ,0.0014,
 ,0.0024, ,0.166, ,0.0013,
 ,0.0023, ,0.1633, ,0.0013,
 ,0.0022, ,0.1592, ,0.0013,
 ,0.0022, ,0.1649, ,0.0014,
 ,0.0022, ,0.1714, ,0.0014,
 ,0.0022, ,0.162, ,0.0013,
 ,0.0022, ,0.1626, ,0.0014,
 ,0.0022, ,0.1629, ,0.0013,
 ,0.0022, ,0.1646, ,0.0013,
 ,0.0022, ,0.1616, ,0.0015,
 ,0.0021, ,0.1619, ,0.0013,
 ,0.0021, ,0.1611, ,0.0015,
 ,0.0022, ,0.1636, ,0.0015,
 ,0.0022, ,0.1654, ,0.0013,
 ,0.0023, ,0.1624, ,0.0013,
 ,0.0021, ,0.1619, ,0.0013,
 ,0.0022, ,0.162, ,0.0014,
 ,0.0021, ,0.1643, ,0.0014,
 ,0.0021, ,0.1651, ,0.0013,
 ,0.0022, ,0.1616, ,0.0013,
 ,0.0021, ,0.1617, ,0.0013,
 ,0.0021, ,0.1693, ,0.0013,
 ,0.0022, ,0.1619, ,0.0014,
 ,0.0022, ,0.162, ,0.0014,
 ,0.0021, ,0.1613, ,0.0013,
 ,0.0021, ,0.1622, ,0.0013,
 ,0.0022, ,0.1633, ,0.0014,
 ,0.0023, ,0.2743, ,0.0013,
 ,0.0022, ,0.1697, ,0.0014,
 ,0.0023, ,0.1651, ,0.0013,
 ,0.0023, ,0.1647, ,0.0014,
 ,0.0023, ,0.1677, ,0.0013,
 ,0.0023, ,0.1622, ,0.0018,
 ,0.0022, ,0.1623, ,0.0014,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0024, ,0.1652, ,0.0013,
 ,0.0022, ,0.1659, ,0.0014,
 ,0.0023, ,0.1625, ,0.0014,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1641, ,0.0015,
 ,0.0023, ,0.167, ,0.0014,
 ,0.0022, ,0.1641, ,0.0014,
 ,0.0022, ,0.1708, ,0.0014,
 ,0.0021, ,0.1629, ,0.0013,
 ,0.0024, ,0.1642, ,0.0013,
 ,0.0021, ,0.1648, ,0.0013,
 ,0.0023, ,0.1624, ,0.0013,
 ,0.0021, ,0.162, ,0.0013,
 ,0.0021, ,0.1614, ,0.0013,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0022, ,0.1644, ,0.0015,
 ,0.0021, ,0.1627, ,0.0013,
 ,0.0021, ,0.1637, ,0.0013,
 ,0.0022, ,0.1647, ,0.0013,
 ,0.0022, ,0.1619, ,0.0013,
 ,0.0022, ,0.1623, ,0.0014,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1657, ,0.0013,
 ,0.0023, ,0.1656, ,0.0013,
 ,0.0023, ,0.1626, ,0.0013,
 ,0.0022, ,0.1627, ,0.0014,
 ,0.0024, ,0.1633, ,0.0012,
 ,0.0022, ,0.2076, ,0.0014,
 ,0.0022, ,0.171, ,0.0013,
 ,0.0022, ,0.1625, ,0.0014,
 ,0.0022, ,0.1622, ,0.0014,
 ,0.0023, ,0.1644, ,0.0013,
 ,0.0023, ,0.1652, ,0.0015,
 ,0.0022, ,0.5677, ,0.0013,
 ,0.0021, ,0.2186, ,0.0013,
 ,0.0022, ,0.1957, ,0.0012,
 ,0.0023, ,0.1994, ,0.0014,
 ,0.0022, ,0.1668, ,0.0013,
 ,0.0022, ,0.1641, ,0.0015,
 ,0.0022, ,0.1997, ,0.0014,
 ,0.0022, ,0.177, ,0.0013,
 ,0.0021, ,0.1695, ,0.0014,
 ,0.0023, ,0.166, ,0.0013,
 ,0.003, ,0.166, ,0.0013,
 ,0.0027, ,0.1634, ,0.0013,
 ,0.0026, ,0.1637, ,0.0013,
 ,0.0027, ,0.1634, ,0.0013,
 ,0.0022, ,0.1651, ,0.0013,
 ,0.0021, ,0.1636, ,0.0014,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0022, ,0.1637, ,0.0014,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0021, ,0.1665, ,0.0013,
 ,0.0021, ,0.1644, ,0.0013,
 ,0.0022, ,0.1642, ,0.0013,
 ,0.0022, ,0.1649, ,0.0013,
 ,0.0039, ,0.1661, ,0.0013,
 ,0.0023, ,0.1694, ,0.0013,
 ,0.0022, ,0.1636, ,0.0014,
 ,0.0022, ,0.163, ,0.0013,
 ,0.0021, ,0.1628, ,0.0014,
 ,0.0022, ,0.1653, ,0.0013,
 ,0.0023, ,0.1639, ,0.0013,
 ,0.0023, ,0.2644, ,0.0014,
 ,0.0021, ,0.1755, ,0.0014,
 ,0.0021, ,0.1673, ,0.0013,
 ,0.0022, ,0.1645, ,0.0014,
 ,0.0022, ,0.1643, ,0.0013,
 ,0.0025, ,0.1664, ,0.0012,
 ,0.0023, ,0.1648, ,0.0013,
 ,0.0023, ,0.1643, ,0.0013,
 ,0.0022, ,0.1637, ,0.0013,
 ,0.0022, ,0.163, ,0.0014,
 ,0.0022, ,0.1633, ,0.0014,
 ,0.0022, ,0.1645, ,0.0014,
 ,0.0022, ,0.1633, ,0.0013,
 ,0.0024, ,0.1627, ,0.0013,
 ,0.0022, ,0.1618, ,0.0013,
 ,0.0022, ,0.163, ,0.0013,
 ,0.0022, ,0.1724, ,0.0013,
 ,0.0021, ,0.1622, ,0.0014,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0022, ,0.1624, ,0.0014,
 ,0.0022, ,0.1646, ,0.0013,
 ,0.0022, ,0.1627, ,0.0014,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0023, ,0.1621, ,0.0014,
 ,0.0023, ,0.163, ,0.0014,
 ,0.0022, ,0.1644, ,0.0013,
 ,0.0022, ,0.1624, ,0.0013,
 ,0.0022, ,0.164, ,0.0013,
 ,0.0023, ,0.1632, ,0.0013,
 ,0.0022, ,0.1627, ,0.0014,
 ,0.0023, ,0.1622, ,0.0013,
 ,0.0022, ,0.1625, ,0.0014,
 ,0.0023, ,0.2158, ,0.0014,
 ,0.0022, ,0.1643, ,0.0013,
 ,0.0022, ,0.1657, ,0.0013,
 ,0.0021, ,0.1628, ,0.0013,
 ,0.0022, ,0.1755, ,0.0013,
 ,0.0022, ,0.1618, ,0.0013,
 ,0.0022, ,0.1718, ,0.0014,
 ,0.0022, ,0.1631, ,0.0013,
 ,0.0022, ,0.1624, ,0.0019,
 ,0.0022, ,0.1617, ,0.0017,
 ,0.0022, ,0.2766, ,0.0016,
 ,0.0024, ,0.1674, ,0.0017,
 ,0.0022, ,0.1358, ,0.0013,
 ,0.0023, ,0.1433, ,0.0013,
 ,0.0023, ,0.1702, ,0.0013,
 ,0.0022, ,0.1654, ,0.0013,
 ,0.0022, ,0.1629, ,0.0013,
 ,0.0022, ,0.1631, ,0.0014,
 ,0.0021, ,0.1626, ,0.0013,
 ,0.0022, ,0.2359, ,0.0013,
 ,0.0024, ,0.1773, ,0.0013,
 ,0.0021, ,0.1711, ,0.0013,
 ,0.0023, ,0.1643, ,0.0013,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0022, ,0.1635, ,0.0013,
 ,0.0021, ,0.1629, ,0.0013,
 ,0.0023, ,0.1666, ,0.0014,
 ,0.0021, ,0.1634, ,0.0013,
 ,0.0022, ,0.1629, ,0.0014,
 ,0.0022, ,0.1629, ,0.0013,
 ,0.0023, ,0.164, ,0.0014,
 ,0.0021, ,0.1614, ,0.0013,
 ,0.0022, ,0.1612, ,0.0013,
 ,0.0023, ,0.1619, ,0.0014,
 ,0.0022, ,0.1613, ,0.0013,
 ,0.0022, ,0.171, ,0.0014,
 ,0.0021, ,0.1615, ,0.0018,
 ,0.0022, ,0.1622, ,0.0018,
 ,0.0023, ,0.1625, ,0.0014,
 ,0.0022, ,0.1611, ,0.0014,
 ,0.0029, ,0.2768, ,0.0013,
 ,0.0028, ,0.173, ,0.0015,
 ,0.0028, ,0.17, ,0.0015,
 ,0.0026, ,0.1649, ,0.0013,
 ,0.0022, ,0.1687, ,0.0014,
 ,0.0022, ,0.1652, ,0.0014,
 ,0.0022, ,0.1701, ,0.0013,
 ,0.0021, ,0.3364, ,0.0013,
 ,0.0022, ,0.2523, ,0.0013,
 ,0.0022, ,0.206, ,0.0014,
 ,0.0024, ,0.2259, ,0.0013,
 ,0.0023, ,0.2831, ,0.0013,
 ,0.0022, ,0.2154, ,0.0014,
 ,0.0022, ,0.1774, ,0.0014,
 ,0.0021, ,0.2522, ,0.0013,
 ,0.0022, ,0.2841, ,0.0013,
 ,0.0022, ,0.2508, ,0.0014,
 ,0.0022, ,0.2413, ,0.0014,
 ,0.0022, ,0.242, ,0.0013,
 ,0.0022, ,0.2062, ,0.0013,
 ,0.0022, ,0.2338, ,0.0014,
 ,0.0021, ,0.282, ,0.0013,
 ,0.0021, ,0.191, ,0.0013,
 ,0.0022, ,0.1837, ,0.0013,
 ,0.0022, ,0.1654, ,0.0013,
 ,0.0021, ,0.1673, ,0.0013,
 ,0.0022, ,0.1635, ,0.0013,
 ,0.0022, ,0.1628, ,0.0014,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0022, ,0.1654, ,0.0013,
 ,0.0022, ,0.1626, ,0.0014,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1632, ,0.0014,
 ,0.0021, ,0.1639, ,0.0013,
 ,0.0021, ,0.1638, ,0.0013,
 ,0.0029, ,0.3124, ,0.0013,
 ,0.0027, ,0.2455, ,0.0013,
 ,0.0027, ,0.1776, ,0.0013,
 ,0.0027, ,0.1694, ,0.0014,
 ,0.0023, ,0.1688, ,0.0013,
 ,0.0022, ,0.1762, ,0.0014,
 ,0.0022, ,0.1655, ,0.0014,
 ,0.0022, ,0.1687, ,0.0014,
 ,0.0022, ,0.1634, ,0.0014,
 ,0.0021, ,0.201, ,0.0014,
 ,0.0023, ,0.1768, ,0.0013,
 ,0.0024, ,0.1735, ,0.0013,
 ,0.0022, ,0.1651, ,0.0013,
 ,0.0021, ,0.1628, ,0.0013,
 ,0.0022, ,0.1633, ,0.0013,
 ,0.0022, ,0.1662, ,0.0014,
 ,0.0021, ,0.1622, ,0.0014,
 ,0.0022, ,0.1621, ,0.0013,
 ,0.0022, ,0.1613, ,0.0014,
 ,0.0022, ,0.1617, ,0.0014,
 ,0.0021, ,0.1641, ,0.0014,
 ,0.0021, ,0.1618, ,0.0013,
 ,0.0021, ,0.1616, ,0.0013,
 ,0.0022, ,0.1626, ,0.0014,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0022, ,0.1709, ,0.0014,
 ,0.0022, ,0.1764, ,0.0018,
 ,0.0021, ,0.1676, ,0.0016,
 ,0.0021, ,0.1648, ,0.0013,
 ,0.0022, ,0.1661, ,0.0014,
 ,0.0022, ,0.1641, ,0.0014,
 ,0.003, ,0.1659, ,0.0014,
 ,0.0022, ,0.1724, ,0.0013,
 ,0.0022, ,0.1641, ,0.0013,
 ,0.0022, ,0.1724, ,0.0014,
 ,0.0022, ,0.1638, ,0.0013,
 ,0.0021, ,0.1649, ,0.0013,
 ,0.0025, ,0.1626, ,0.0013,
 ,0.0023, ,0.1624, ,0.0014,
 ,0.0022, ,0.1639, ,0.0013,
 ,0.0022, ,0.1618, ,0.0013,
 ,0.0022, ,0.164, ,0.0014,
 ,0.0029, ,0.1625, ,0.0013,
 ,0.0022, ,0.1648, ,0.0013,
 ,0.0022, ,0.163, ,0.0015,
 ,0.0022, ,0.1647, ,0.0013,
 ,0.0024, ,0.1637, ,0.0014,
 ,0.0022, ,0.1625, ,0.0013,
 ,0.0021, ,0.2159, ,0.0013,
 ,0.0022, ,0.1639, ,0.0014,
 ,0.0024, ,0.1653, ,0.0013,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0032, ,0.1734, ,0.0013,
 ,0.0022, ,0.1634, ,0.0013,
 ,0.0022, ,0.1716, ,0.0014,
 ,0.0021, ,0.1637, ,0.0013,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1639, ,0.0014,
 ,0.0022, ,0.1636, ,0.0012,
 ,0.0022, ,0.1647, ,0.0013,
 ,0.0022, ,0.1627, ,0.0014,
 ,0.0022, ,0.1642, ,0.0013,
 ,0.0022, ,0.1621, ,0.0013,
 ,0.0022, ,0.1618, ,0.0014,
 ,0.0022, ,0.1631, ,0.0014,
 ,0.0023, ,0.1626, ,0.0013,
 ,0.0022, ,0.1661, ,0.0014,
 ,0.0022, ,0.1613, ,0.0012,
 ,0.0021, ,0.1635, ,0.0013,
 ,0.0022, ,0.1623, ,0.0014,
 ,0.0022, ,0.1651, ,0.0014,
 ,0.0022, ,0.1632, ,0.0014,
 ,0.0023, ,0.1612, ,0.0013,
 ,0.0023, ,0.3613, ,0.0013,
 ,0.0022, ,0.3604, ,0.0013,
 ,0.0022, ,0.218, ,0.0013,
 ,0.0022, ,0.2947, ,0.0014,
 ,0.0023, ,0.2056, ,0.0013,
 ,0.0022, ,0.206, ,0.0012,
 ,0.0023, ,0.1985, ,0.0013,
 ,0.0022, ,0.1732, ,0.0013,
 ,0.0023, ,0.1647, ,0.0013,
 ,0.0022, ,0.1655, ,0.0013,
 ,0.0021, ,0.1665, ,0.0014,
 ,0.0023, ,0.164, ,0.0014,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0022, ,0.1637, ,0.0013,
 ,0.0023, ,0.1634, ,0.0013,
 ,0.0022, ,0.1622, ,0.0013,
 ,0.0022, ,0.1623, ,0.0013,
 ,0.0022, ,0.1611, ,0.0013,
 ,0.0022, ,0.1646, ,0.0013,
 ,0.0022, ,0.1605, ,0.0013,
 ,0.0022, ,0.2404, ,0.0013,
 ,0.0023, ,0.1751, ,0.0017,
 ,0.0022, ,0.1657, ,0.0014,
 ,0.0021, ,0.1639, ,0.0013,
 ,0.0023, ,0.1628, ,0.0014,
 ,0.0023, ,0.1632, ,0.0013,
 ,0.0021, ,0.1641, ,0.0013,
 ,0.0023, ,0.1625, ,0.0013,
 ,0.0022, ,0.1627, ,0.0013,
 ,0.0022, ,0.1665, ,0.0013,
 ,0.0022, ,0.1623, ,0.0013,
 ,0.0022, ,0.162, ,0.0013,
 ,0.0023, ,0.1692, ,0.0013,
 ,0.0022, ,0.1625, ,0.0014,
 ,0.0022, ,0.1639, ,0.0013,
 ,0.0023, ,0.1623, ,0.0013,
 ,0.0022, ,0.1615, ,0.0013,
 ,0.0022, ,0.1629, ,0.0013,
 ,0.0022, ,0.2116, ,0.0013,
 ,0.0023, ,0.1622, ,0.0013,
 ,0.0022, ,0.1613, ,0.0014,
 ,0.0022, ,0.1612, ,0.0013,
 ,0.0021, ,0.1782, ,0.0013,
 ,0.0023, ,0.1625, ,0.0013,
 ,0.0022, ,0.1631, ,0.0013,
 ,0.0022, ,0.1623, ,0.0016,
 ,0.0021, ,0.1625, ,0.0013,
 ,0.0022, ,0.1634, ,0.0013,
 ,0.0021, ,0.1614, ,0.0013,
 ,0.0022, ,0.1622, ,0.0014,
 ,0.0022, ,0.1614, ,0.0013,
 ,0.0022, ,0.1614, ,0.0013,
 ,0.0022, ,0.1632, ,0.0013,
 ,0.0025, ,0.1684, ,0.0014,
 ,0.0022, ,0.1636, ,0.0013,
 ,0.0023, ,0.1618, ,0.0013,
 ,0.0022, ,0.1639, ,0.0013,
 ,0.0022, ,0.162, ,0.0013,
 ,0.0022, ,0.1629, ,0.0013,
 ,0.0022, ,0.1618, ,0.0014,
 ,0.0022, ,0.1619, ,0.0014,
 ,0.0023, ,0.1633, ,0.0014,
 ,0.0021, ,0.1609, ,0.0014,
 ,0.0022, ,0.1615, ,0.0014,
 ,0.0022, ,0.1612, ,0.0013,
 ,0.0022, ,0.1614, ,0.0013,
 ,0.0023, ,0.1648, ,0.0013,
 ,0.0023, ,0.1617, ,0.0013,
 ,0.0022, ,0.1619, ,0.0014,
 ,0.0022, ,0.1626, ,0.0013,
 ,0.0022, ,0.1641, ,0.0013,
 ,0.0022, ,0.3585, ,0.0013,
 ,0.0022, ,0.2313, ,0.0014,
 ,0.0022, ,0.1449, ,0.0013,
 ,0.0022, ,0.1448, ,0.0014,
 ,0.0021, ,0.1489, ,0.0013,
 ,0.0022, ,0.1531, ,0.0012,
 ,0.0022, ,0.1717, ,0.0013,
 ,0.0022, ,0.1708, ,0.0015,
 ,0.0023, ,0.1716, ,0.0014,
 ,0.0022, ,0.1642, ,0.0013,
 ,0.0022, ,0.1643, ,0.0013,
 ,0.0022, ,0.1627, ,0.0012,
 ,0.0023, ,0.1688, ,0.0014,
 ,0.0021, ,0.1628, ,0.0014,
 ,0.0022, ,0.1627, ,0.0014,
 ,0.0023, ,0.1637, ,0.0013,
 ,0.0022, ,0.1619, ,0.0013,
 ,0.0022, ,0.187, ,0.0012,
 ,0.0022, ,0.1646, ,0.0013,
 ,0.0021, ,0.1654, ,0.0015,
 ,0.0023, ,0.163, ,0.0014,
 ,0.0024, ,0.1623, ,0.0014,
