Arbrook,Model Switch Time,BGFX,Model Switch Time,Native,Model Switch Time,
 ,0.0181, ,3e-04, ,0.0207,
 ,0.021, ,3e-04, ,0.0206,
 ,0.0223, ,4e-04, ,0.0222,
 ,0.3916, ,4e-04, ,0.3437,
 ,0.0233, ,4e-04, ,0.0231,
 ,0.0325, ,2e-04, ,0.0354,
 ,0.0183, ,5e-04, ,0.0198,
 ,0.0181, ,4e-04, ,0.0177,
 ,0.1033, ,4e-04, ,0.1495,
 ,0.2462, ,4e-04, ,0.1581,
 ,0.0173, ,2e-04, ,0.0182,
 ,0.2463, ,2e-04, ,0.3234,
 ,0.0177, ,3e-04, ,0.0173,
 ,0.0199, ,3e-04, ,0.022,
 ,0.0206, ,6e-04, ,0.022,
 ,0.351, ,6e-04, ,0.3698,
 ,0.0192, ,5e-04, ,0.0273,
 ,0.1245, ,2e-04, ,0.0383,
 ,0.017, ,5e-04, ,0.0251,
 ,0.018, ,6e-04, ,0.0193,
 ,0.1006, ,5e-04, ,0.1584,
 ,0.1934, ,5e-04, ,0.2291,
 ,0.0756, ,3e-04, ,0.0227,
 ,0.2413, ,2e-04, ,0.2536,
 ,0.019, ,3e-04, ,0.0193,
 ,0.0212, ,3e-04, ,0.0202,
 ,0.022, ,4e-04, ,0.0217,
 ,0.3674, ,3e-04, ,0.378,
 ,0.0263, ,4e-04, ,0.0218,
 ,0.0332, ,3e-04, ,0.0349,
 ,0.0203, ,6e-04, ,0.0237,
 ,0.019, ,5e-04, ,0.0222,
 ,0.1778, ,5e-04, ,0.2106,
 ,0.1619, ,6e-04, ,0.1672,
 ,0.0173, ,4e-04, ,0.0183,
 ,0.3069, ,2e-04, ,0.2998,
 ,0.0192, ,3e-04, ,0.0206,
 ,0.0209, ,3e-04, ,0.0198,
 ,0.0261, ,5e-04, ,0.0237,
 ,0.5392, ,4e-04, ,0.4159,
 ,0.0228, ,4e-04, ,0.022,
 ,0.0372, ,3e-04, ,0.0337,
 ,0.0225, ,5e-04, ,0.0208,
 ,0.0199, ,4e-04, ,0.0178,
 ,0.115, ,5e-04, ,0.1261,
 ,0.2716, ,4e-04, ,0.2627,
 ,0.0175, ,3e-04, ,0.0184,
 ,0.2789, ,2e-04, ,0.2508,
 ,0.018, ,3e-04, ,0.0195,
 ,0.0198, ,4e-04, ,0.0198,
 ,0.0215, ,4e-04, ,0.0262,
 ,0.4405, ,3e-04, ,0.3471,
 ,0.0202, ,5e-04, ,0.0256,
 ,0.0358, ,3e-04, ,0.0315,
 ,0.0182, ,5e-04, ,0.0192,
 ,0.0179, ,6e-04, ,0.0174,
 ,0.2067, ,6e-04, ,0.1056,
 ,0.2088, ,5e-04, ,0.1899,
 ,0.0245, ,3e-04, ,0.0181,
 ,0.2611, ,2e-04, ,0.2337,
 ,0.0189, ,5e-04, ,0.0446,
 ,0.0204, ,4e-04, ,0.023,
 ,0.0221, ,5e-04, ,0.0214,
 ,0.3484, ,3e-04, ,0.3337,
 ,0.0211, ,5e-04, ,0.0216,
 ,0.0365, ,2e-04, ,0.0326,
 ,0.0183, ,5e-04, ,0.0201,
 ,0.0182, ,4e-04, ,0.0186,
 ,0.1286, ,5e-04, ,0.1771,
 ,0.1875, ,4e-04, ,0.1517,
 ,0.0208, ,3e-04, ,0.0264,
 ,0.527, ,2e-04, ,1.4745,
 ,0.019, ,2e-04, ,0.0198,
 ,0.0294, ,3e-04, ,0.0208,
 ,0.0221, ,4e-04, ,0.0234,
 ,0.4165, ,4e-04, ,0.4487,
 ,0.0246, ,4e-04, ,0.0271,
 ,0.0366, ,2e-04, ,0.0349,
 ,0.0192, ,4e-04, ,0.0198,
 ,0.0183, ,4e-04, ,0.018,
 ,0.1042, ,5e-04, ,0.1227,
 ,0.2079, ,4e-04, ,0.2602,
 ,0.0171, ,3e-04, ,0.0184,
 ,0.2708, ,2e-04, ,0.2611,
 ,0.0177, ,3e-04, ,0.0177,
 ,0.0203, ,3e-04, ,0.0191,
 ,0.0227, ,4e-04, ,0.0207,
 ,0.3366, ,6e-04, ,0.3482,
 ,0.023, ,4e-04, ,0.0187,
 ,0.0343, ,2e-04, ,0.1198,
 ,0.0184, ,6e-04, ,0.0197,
 ,0.018, ,5e-04, ,0.0185,
 ,0.214, ,6e-04, ,0.1138,
 ,0.1532, ,6e-04, ,0.1781,
 ,0.0169, ,3e-04, ,0.027,
 ,0.2997, ,2e-04, ,0.2324,
 ,0.0182, ,5e-04, ,0.019,
 ,0.019, ,3e-04, ,0.0191,
 ,0.0213, ,4e-04, ,0.0239,
 ,0.4007, ,3e-04, ,0.3117,
 ,0.0208, ,4e-04, ,0.0217,
 ,0.2794, ,3e-04, ,0.0337,
 ,0.0188, ,5e-04, ,0.0196,
 ,0.0183, ,7e-04, ,0.0189,
 ,0.0995, ,6e-04, ,0.1618,
 ,0.2593, ,5e-04, ,0.1471,
 ,0.0182, ,3e-04, ,0.0189,
 ,0.2595, ,2e-04, ,0.2725,
 ,0.0183, ,3e-04, ,0.0176,
 ,0.0203, ,3e-04, ,0.0201,
 ,0.0208, ,4e-04, ,0.0223,
 ,0.4401, ,3e-04, ,0.5758,
 ,0.0192, ,3e-04, ,0.0523,
 ,0.0331, ,2e-04, ,0.0338,
 ,0.0237, ,6e-04, ,0.0215,
 ,0.019, ,4e-04, ,0.0203,
 ,0.1025, ,5e-04, ,0.1127,
 ,0.2115, ,4e-04, ,0.2246,
 ,0.0176, ,3e-04, ,0.0198,
 ,0.2422, ,5e-04, ,0.2517,
 ,0.0218, ,3e-04, ,0.0774,
 ,0.021, ,3e-04, ,0.021,
 ,0.0232, ,4e-04, ,0.0256,
 ,0.4021, ,4e-04, ,0.3532,
 ,0.0291, ,4e-04, ,0.0226,
 ,0.0803, ,3e-04, ,0.0353,
 ,0.0184, ,5e-04, ,0.0205,
 ,0.0631, ,4e-04, ,0.0179,
 ,0.2061, ,5e-04, ,0.5187,
 ,0.2402, ,6e-04, ,0.4318,
 ,0.0702, ,5e-04, ,0.0247,
 ,0.5853, ,4e-04, ,0.2335,
 ,0.0257, ,4e-04, ,0.0237,
 ,0.0219, ,5e-04, ,0.0218,
 ,0.0236, ,4e-04, ,0.0241,
 ,0.505, ,4e-04, ,0.326,
 ,0.0278, ,4e-04, ,0.0229,
 ,0.0431, ,2e-04, ,0.0335,
 ,0.0232, ,4e-04, ,0.0212,
 ,0.0232, ,4e-04, ,0.0184,
 ,0.1205, ,5e-04, ,0.1297,
 ,0.2918, ,4e-04, ,0.1537,
 ,0.0182, ,3e-04, ,0.0167,
 ,0.3201, ,3e-04, ,0.3999,
 ,0.0276, ,3e-04, ,0.0171,
 ,0.0192, ,4e-04, ,0.0198,
 ,0.0233, ,3e-04, ,0.0212,
 ,0.4192, ,4e-04, ,0.3547,
 ,0.0201, ,4e-04, ,0.0249,
 ,0.1153, ,2e-04, ,0.0305,
 ,0.0181, ,6e-04, ,0.0186,
 ,0.0202, ,6e-04, ,0.0177,
 ,0.1089, ,7e-04, ,0.1085,
 ,0.2182, ,7e-04, ,0.2097,
 ,0.0189, ,3e-04, ,0.0193,
 ,0.7008, ,2e-04, ,0.2311,
 ,0.0218, ,5e-04, ,0.0202,
 ,0.0222, ,3e-04, ,0.0236,
 ,0.0219, ,4e-04, ,0.0222,
 ,0.415, ,4e-04, ,0.6638,
 ,0.0234, ,4e-04, ,0.0226,
 ,0.0341, ,2e-04, ,0.0329,
 ,0.0225, ,4e-04, ,0.02,
 ,0.0212, ,4e-04, ,0.0212,
 ,0.1496, ,4e-04, ,0.1909,
 ,0.1701, ,4e-04, ,0.1485,
 ,0.0175, ,3e-04, ,0.0192,
 ,0.8505, ,2e-04, ,0.3373,
 ,0.02, ,5e-04, ,0.0198,
 ,0.0194, ,5e-04, ,0.0218,
 ,0.0237, ,5e-04, ,0.0231,
 ,1.1469, ,4e-04, ,0.4054,
 ,0.0235, ,4e-04, ,0.0225,
 ,0.035, ,2e-04, ,0.0334,
 ,0.0199, ,5e-04, ,0.021,
 ,0.0192, ,4e-04, ,0.018,
 ,0.1033, ,5e-04, ,0.1109,
 ,0.2629, ,5e-04, ,0.254,
 ,0.0176, ,3e-04, ,0.018,
 ,0.6393, ,2e-04, ,0.2857,
 ,0.0215, ,3e-04, ,0.0176,
 ,0.0218, ,3e-04, ,0.0193,
 ,0.0214, ,4e-04, ,0.021,
 ,0.3775, ,4e-04, ,0.3636,
 ,0.0196, ,4e-04, ,0.022,
 ,0.0372, ,2e-04, ,0.0305,
 ,0.0194, ,4e-04, ,0.0193,
 ,0.0185, ,3e-04, ,0.0174,
 ,0.2058, ,4e-04, ,0.0994,
 ,0.1841, ,4e-04, ,0.4722,
 ,0.0219, ,2e-04, ,0.0189,
 ,0.2626, ,3e-04, ,0.2378,
 ,0.0183, ,3e-04, ,0.018,
 ,0.0189, ,3e-04, ,0.0198,
 ,0.0218, ,3e-04, ,0.0208,
 ,0.3273, ,4e-04, ,0.3104,
 ,0.0206, ,4e-04, ,0.0212,
 ,0.0334, ,2e-04, ,0.0307,
 ,0.0199, ,3e-04, ,0.0204,
 ,0.0185, ,3e-04, ,0.02,
 ,0.1754, ,4e-04, ,0.1767,
 ,0.1382, ,4e-04, ,0.1302,
 ,0.0184, ,3e-04, ,0.0203,
 ,0.4457, ,2e-04, ,0.2835,
 ,0.0231, ,3e-04, ,0.0182,
 ,0.0232, ,3e-04, ,0.0209,
 ,0.0251, ,5e-04, ,0.0213,
 ,0.4338, ,6e-04, ,0.5904,
 ,0.0236, ,5e-04, ,0.0257,
 ,0.0367, ,3e-04, ,0.0316,
 ,0.02, ,3e-04, ,0.0188,
 ,0.0191, ,3e-04, ,0.018,
 ,0.107, ,4e-04, ,0.0981,
 ,0.2201, ,4e-04, ,0.2386,
 ,0.0172, ,3e-04, ,0.0189,
 ,0.2797, ,2e-04, ,0.2512,
 ,0.018, ,5e-04, ,0.0206,
 ,0.0198, ,3e-04, ,0.0209,
 ,0.0216, ,4e-04, ,0.0215,
 ,0.3586, ,4e-04, ,0.4034,
 ,0.02, ,3e-04, ,0.0287,
 ,0.0361, ,2e-04, ,0.3926,
 ,0.0186, ,4e-04, ,0.0196,
 ,0.0182, ,3e-04, ,0.0186,
 ,0.2074, ,4e-04, ,0.0999,
 ,0.1679, ,4e-04, ,0.1686,
 ,0.0169, ,2e-04, ,0.0234,
 ,1.0387, ,2e-04, ,0.2229,
 ,0.0192, ,3e-04, ,0.0236,
 ,0.0201, ,3e-04, ,0.0205,
 ,0.022, ,4e-04, ,0.0211,
 ,0.4065, ,4e-04, ,0.3175,
 ,0.0231, ,4e-04, ,0.1955,
 ,0.036, ,2e-04, ,0.0307,
 ,0.0185, ,4e-04, ,0.0199,
 ,0.0182, ,4e-04, ,0.0183,
 ,0.0978, ,5e-04, ,0.1594,
 ,0.2523, ,6e-04, ,0.1355,
 ,0.0167, ,3e-04, ,0.019,
 ,0.267, ,2e-04, ,0.3053,
 ,0.018, ,3e-04, ,0.0206,
 ,0.0198, ,3e-04, ,0.0202,
 ,0.0215, ,4e-04, ,0.0225,
 ,0.3854, ,3e-04, ,0.3857,
 ,0.0254, ,4e-04, ,0.0249,
 ,0.0335, ,3e-04, ,0.0315,
 ,0.0197, ,3e-04, ,0.0213,
 ,0.0186, ,5e-04, ,0.0187,
 ,0.0973, ,6e-04, ,0.0986,
 ,0.221, ,5e-04, ,0.2162,
 ,0.0218, ,3e-04, ,0.0182,
 ,0.2767, ,2e-04, ,0.2359,
 ,0.0201, ,5e-04, ,0.0184,
 ,0.0222, ,4e-04, ,0.0241,
 ,0.023, ,5e-04, ,0.0222,
 ,0.4763, ,4e-04, ,0.3287,
 ,0.0213, ,4e-04, ,0.0185,
 ,0.0353, ,2e-04, ,0.0317,
 ,0.0191, ,4e-04, ,0.0197,
 ,0.0185, ,4e-04, ,0.0236,
 ,0.1572, ,5e-04, ,0.2013,
 ,0.1999, ,4e-04, ,0.1803,
 ,0.0174, ,2e-04, ,0.0239,
 ,0.711, ,1e-04, ,0.2162,
 ,0.0196, ,3e-04, ,0.022,
 ,0.0197, ,3e-04, ,0.0193,
 ,0.0237, ,4e-04, ,0.0217,
 ,0.4395, ,4e-04, ,0.3108,
 ,0.059, ,4e-04, ,0.0244,
 ,0.0336, ,1e-04, ,0.0308,
 ,0.0214, ,4e-04, ,0.02,
 ,0.0195, ,4e-04, ,0.0267,
 ,0.1023, ,5e-04, ,0.1549,
 ,0.2926, ,4e-04, ,0.1367,
 ,0.0176, ,3e-04, ,0.0202,
 ,0.2478, ,2e-04, ,0.2694,
 ,0.0175, ,3e-04, ,0.0181,
 ,0.0195, ,3e-04, ,0.0187,
 ,0.0213, ,4e-04, ,0.0235,
 ,0.3573, ,3e-04, ,0.3715,
 ,0.0201, ,3e-04, ,0.0216,
 ,0.1254, ,2e-04, ,0.0308,
 ,0.0173, ,6e-04, ,0.02,
 ,0.0182, ,4e-04, ,0.0189,
 ,0.122, ,5e-04, ,0.099,
 ,0.1813, ,6e-04, ,0.2106,
 ,0.023, ,3e-04, ,0.0179,
 ,0.2619, ,3e-04, ,0.2112,
 ,0.0184, ,3e-04, ,0.0164,
 ,0.0244, ,3e-04, ,0.0195,
 ,0.0212, ,4e-04, ,0.0206,
 ,0.8717, ,3e-04, ,0.7102,
 ,0.0205, ,3e-04, ,0.0212,
 ,0.1552, ,2e-04, ,0.0305,
 ,0.0184, ,4e-04, ,0.0199,
 ,0.0186, ,3e-04, ,0.0195,
 ,0.171, ,6e-04, ,0.2109,
 ,0.1521, ,5e-04, ,0.1299,
 ,0.0184, ,3e-04, ,0.0196,
 ,0.6934, ,2e-04, ,0.291,
 ,0.0195, ,2e-04, ,0.0178,
 ,0.0193, ,2e-04, ,0.0197,
 ,0.0215, ,5e-04, ,0.0236,
 ,0.4564, ,4e-04, ,0.406,
 ,0.0241, ,4e-04, ,0.0209,
 ,0.0337, ,2e-04, ,0.0303,
 ,0.0198, ,4e-04, ,0.0201,
 ,0.0205, ,4e-04, ,0.0186,
 ,0.1007, ,4e-04, ,0.0971,
 ,0.2321, ,3e-04, ,0.2369,
 ,0.0173, ,6e-04, ,0.0186,
 ,0.2522, ,3e-04, ,0.2383,
 ,0.0183, ,3e-04, ,0.0179,
 ,0.0192, ,3e-04, ,0.019,
 ,0.0226, ,4e-04, ,0.0221,
 ,0.3449, ,4e-04, ,0.5089,
 ,0.0186, ,3e-04, ,0.0233,
 ,0.033, ,2e-04, ,0.032,
 ,0.0184, ,4e-04, ,0.0198,
 ,0.018, ,2e-04, ,0.0178,
 ,0.2076, ,5e-04, ,0.1016,
 ,0.5018, ,6e-04, ,0.201,
 ,0.0595, ,4e-04, ,0.0196,
 ,0.2285, ,3e-04, ,0.2532,
 ,0.0237, ,5e-04, ,0.0183,
 ,0.0227, ,3e-04, ,0.0208,
 ,0.0218, ,4e-04, ,0.0226,
 ,0.3429, ,4e-04, ,0.3057,
 ,0.0247, ,3e-04, ,0.0218,
 ,0.0344, ,2e-04, ,0.0307,
 ,0.0186, ,4e-04, ,0.0194,
 ,0.0191, ,4e-04, ,0.0185,
 ,0.1638, ,4e-04, ,0.1761,
 ,0.1512, ,4e-04, ,0.1408,
 ,0.0166, ,3e-04, ,0.0187,
 ,0.2778, ,2e-04, ,0.2718,
 ,0.0229, ,3e-04, ,0.0179,
 ,0.0203, ,3e-04, ,0.0206,
 ,0.0214, ,3e-04, ,0.022,
 ,0.3812, ,3e-04, ,0.4008,
 ,0.0262, ,4e-04, ,0.0226,
 ,0.0336, ,2e-04, ,0.0313,
 ,0.0184, ,6e-04, ,0.0201,
 ,0.02, ,5e-04, ,0.0183,
 ,0.1056, ,4e-04, ,0.0982,
 ,0.2451, ,5e-04, ,0.2371,
 ,0.0183, ,4e-04, ,0.0179,
 ,0.2927, ,2e-04, ,0.2413,
 ,0.0184, ,3e-04, ,0.0168,
 ,0.021, ,3e-04, ,0.0198,
 ,0.0233, ,4e-04, ,0.0214,
 ,0.8725, ,3e-04, ,0.3471,
 ,0.0212, ,4e-04, ,0.0245,
 ,0.0366, ,2e-04, ,0.1246,
 ,0.02, ,5e-04, ,0.018,
 ,0.0193, ,4e-04, ,0.0196,
 ,0.2039, ,7e-04, ,0.1375,
 ,0.1557, ,4e-04, ,0.163,
 ,0.0175, ,4e-04, ,0.0227,
 ,0.6465, ,2e-04, ,0.2184,
 ,0.0194, ,4e-04, ,0.0207,
 ,0.0195, ,3e-04, ,0.02,
 ,0.0213, ,5e-04, ,0.0207,
 ,0.4143, ,4e-04, ,0.3136,
 ,0.02, ,4e-04, ,0.0234,
 ,0.0348, ,2e-04, ,0.0309,
 ,0.0211, ,4e-04, ,0.0184,
 ,0.0209, ,4e-04, ,0.018,
 ,0.098, ,5e-04, ,0.165,
 ,0.2578, ,4e-04, ,0.1307,
 ,0.0169, ,3e-04, ,0.0191,
 ,0.2284, ,2e-04, ,0.2661,
 ,0.0178, ,5e-04, ,0.0176,
 ,0.0196, ,3e-04, ,0.0201,
 ,0.0233, ,3e-04, ,0.021,
 ,0.3753, ,4e-04, ,0.3861,
 ,0.0199, ,4e-04, ,0.0203,
 ,0.0324, ,2e-04, ,0.0316,
 ,0.0181, ,3e-04, ,0.0199,
 ,0.0183, ,3e-04, ,0.0194,
 ,0.0976, ,4e-04, ,0.4057,
 ,0.2159, ,4e-04, ,0.2312,
 ,0.0176, ,3e-04, ,0.0185,
 ,0.2515, ,2e-04, ,0.2278,
 ,0.0191, ,3e-04, ,0.0173,
 ,0.0192, ,3e-04, ,0.0243,
 ,0.0224, ,6e-04, ,0.0225,
 ,0.3171, ,4e-04, ,0.3385,
 ,0.0236, ,3e-04, ,0.0207,
 ,0.0328, ,3e-04, ,0.0332,
 ,0.0249, ,4e-04, ,0.0206,
 ,0.0186, ,4e-04, ,0.0186,
 ,0.1958, ,6e-04, ,0.1918,
 ,0.197, ,4e-04, ,0.161,
 ,0.017, ,3e-04, ,0.0201,
 ,0.3069, ,2e-04, ,0.2237,
 ,0.018, ,3e-04, ,0.0208,
 ,0.0198, ,3e-04, ,0.0204,
 ,0.0212, ,5e-04, ,0.0203,
 ,0.4019, ,5e-04, ,0.3207,
 ,0.021, ,5e-04, ,0.1689,
 ,0.0339, ,3e-04, ,0.0312,
 ,0.0235, ,4e-04, ,0.0208,
 ,0.0183, ,5e-04, ,0.0186,
 ,0.0975, ,6e-04, ,0.1611,
 ,0.2438, ,4e-04, ,0.1671,
 ,0.017, ,4e-04, ,0.0193,
 ,0.2525, ,2e-04, ,0.2656,
 ,0.0183, ,3e-04, ,0.0187,
 ,0.0195, ,3e-04, ,0.0214,
 ,0.0218, ,5e-04, ,0.0215,
 ,0.3479, ,4e-04, ,0.5075,
 ,0.0195, ,4e-04, ,0.0239,
 ,0.1701, ,2e-04, ,0.0319,
 ,0.0218, ,4e-04, ,0.0199,
 ,0.0187, ,4e-04, ,0.018,
 ,0.1154, ,4e-04, ,0.1,
 ,0.1797, ,3e-04, ,0.2071,
 ,0.0217, ,5e-04, ,0.0218,
 ,0.258, ,2e-04, ,0.2236,
 ,0.0179, ,5e-04, ,0.0193,
 ,0.0193, ,4e-04, ,0.0205,
 ,0.0217, ,5e-04, ,0.0219,
 ,0.3258, ,5e-04, ,0.3086,
 ,0.0248, ,6e-04, ,0.0233,
 ,0.034, ,5e-04, ,0.0315,
 ,0.0184, ,5e-04, ,0.0192,
 ,0.0178, ,7e-04, ,0.0185,
 ,0.1602, ,6e-04, ,0.1937,
 ,0.1688, ,5e-04, ,0.1378,
 ,0.0204, ,4e-04, ,0.0203,
 ,0.2793, ,4e-04, ,0.2943,
 ,0.028, ,6e-04, ,0.0182,
 ,0.0209, ,4e-04, ,0.019,
 ,0.0226, ,7e-04, ,0.0226,
 ,0.417, ,6e-04, ,0.404,
 ,0.0245, ,6e-04, ,0.0221,
 ,0.035, ,4e-04, ,0.0321,
 ,0.0192, ,7e-04, ,0.0209,
 ,0.0182, ,6e-04, ,0.0179,
 ,0.1427, ,5e-04, ,0.0982,
 ,0.3263, ,6e-04, ,0.2817,
 ,0.0183, ,3e-04, ,0.0177,
 ,0.2428, ,5e-04, ,0.3904,
 ,0.019, ,6e-04, ,0.0198,
 ,0.0195, ,6e-04, ,0.019,
 ,0.025, ,6e-04, ,0.0215,
 ,0.3565, ,4e-04, ,0.3772,
 ,0.0204, ,4e-04, ,0.0237,
 ,0.0363, ,3e-04, ,0.0312,
 ,0.0197, ,5e-04, ,0.0201,
 ,0.0185, ,4e-04, ,0.0182,
 ,0.2285, ,6e-04, ,0.1023,
 ,0.209, ,6e-04, ,0.2007,
 ,0.0189, ,6e-04, ,0.0191,
 ,0.7149, ,6e-04, ,0.224,
 ,0.0263, ,5e-04, ,0.0172,
 ,0.0202, ,5e-04, ,0.0276,
 ,0.0235, ,6e-04, ,0.0221,
 ,0.3331, ,4e-04, ,0.3152,
 ,0.0296, ,4e-04, ,0.0205,
 ,0.0341, ,3e-04, ,0.0303,
 ,0.0181, ,5e-04, ,0.0196,
 ,0.0179, ,5e-04, ,0.0185,
 ,0.1406, ,6e-04, ,0.1772,
 ,0.1765, ,5e-04, ,0.1288,
 ,0.0163, ,3e-04, ,0.0181,
 ,0.2558, ,4e-04, ,0.2821,
 ,0.0175, ,3e-04, ,0.0182,
 ,0.02, ,4e-04, ,0.0198,
 ,0.0219, ,6e-04, ,0.0225,
 ,0.8303, ,3e-04, ,0.4046,
 ,0.0261, ,5e-04, ,0.0219,
 ,0.0342, ,2e-04, ,0.031,
 ,0.0201, ,6e-04, ,0.0206,
 ,0.0191, ,4e-04, ,0.018,
 ,0.1079, ,6e-04, ,0.3365,
 ,0.2146, ,4e-04, ,0.2277,
 ,0.0167, ,4e-04, ,0.0181,
 ,0.2589, ,3e-04, ,0.252,
 ,0.0177, ,3e-04, ,0.0181,
 ,0.0198, ,5e-04, ,0.0212,
 ,0.0207, ,6e-04, ,0.0225,
 ,0.3349, ,4e-04, ,0.3867,
 ,0.0231, ,3e-04, ,0.0215,
 ,0.0346, ,2e-04, ,0.1201,
 ,0.0193, ,4e-04, ,0.0181,
 ,0.0184, ,4e-04, ,0.0176,
 ,0.1987, ,4e-04, ,0.0989,
 ,0.1523, ,6e-04, ,0.1686,
 ,0.071, ,5e-04, ,0.0213,
 ,0.3087, ,5e-04, ,0.2178,
 ,0.0187, ,3e-04, ,0.0171,
 ,0.0194, ,2e-04, ,0.0197,
 ,0.0247, ,7e-04, ,0.0213,
 ,0.3642, ,6e-04, ,0.3109,
 ,0.0277, ,4e-04, ,0.0274,
 ,0.0359, ,2e-04, ,0.0341,
 ,0.0203, ,5e-04, ,0.0191,
 ,0.0186, ,5e-04, ,0.0187,
 ,0.1149, ,5e-04, ,0.1654,
 ,0.258, ,6e-04, ,0.1287,
 ,0.0173, ,4e-04, ,0.0176,
 ,0.3907, ,3e-04, ,0.2684,
 ,0.0187, ,3e-04, ,0.0181,
 ,0.0196, ,3e-04, ,0.0204,
 ,0.0212, ,6e-04, ,0.0214,
 ,0.3691, ,4e-04, ,0.7092,
 ,0.0253, ,5e-04, ,0.025,
 ,0.0358, ,4e-04, ,0.0322,
 ,0.0183, ,5e-04, ,0.0204,
 ,0.0185, ,5e-04, ,0.0192,
 ,0.1086, ,6e-04, ,0.1077,
 ,0.1954, ,4e-04, ,0.2386,
 ,0.0164, ,3e-04, ,0.0182,
 ,0.2725, ,2e-04, ,0.2557,
 ,0.0176, ,5e-04, ,0.018,
 ,0.0219, ,5e-04, ,0.0205,
 ,0.0207, ,6e-04, ,0.0231,
 ,0.3373, ,4e-04, ,0.3549,
 ,0.0189, ,3e-04, ,0.0207,
 ,0.0376, ,2e-04, ,0.0327,
 ,0.0206, ,4e-04, ,0.0199,
 ,0.0188, ,7e-04, ,0.0179,
 ,0.1763, ,5e-04, ,0.1989,
 ,0.3645, ,5e-04, ,0.1618,
 ,0.0244, ,5e-04, ,0.0221,
 ,0.3063, ,2e-04, ,0.2155,
 ,0.018, ,3e-04, ,0.0215,
 ,0.0198, ,3e-04, ,0.0197,
 ,0.0265, ,6e-04, ,0.0217,
 ,0.4197, ,4e-04, ,0.3055,
 ,0.0248, ,3e-04, ,0.0252,
 ,0.0355, ,3e-04, ,0.0329,
 ,0.0181, ,4e-04, ,0.0199,
 ,0.0185, ,4e-04, ,0.0183,
 ,0.1061, ,5e-04, ,0.1582,
 ,0.2566, ,4e-04, ,0.13,
 ,0.0173, ,3e-04, ,0.0329,
 ,0.3058, ,2e-04, ,0.4482,
 ,0.0188, ,3e-04, ,0.0187,
 ,0.0215, ,3e-04, ,0.0203,
 ,0.0227, ,5e-04, ,0.0221,
 ,0.3649, ,4e-04, ,0.3857,
 ,0.0192, ,3e-04, ,0.0205,
 ,0.1166, ,3e-04, ,0.032,
 ,0.0171, ,5e-04, ,0.0206,
 ,0.0182, ,3e-04, ,0.0216,
 ,0.1182, ,5e-04, ,0.0992,
 ,0.2031, ,4e-04, ,0.2075,
 ,0.019, ,3e-04, ,0.0183,
 ,0.2885, ,2e-04, ,0.2067,
 ,0.0183, ,3e-04, ,0.0178,
 ,0.0259, ,5e-04, ,0.0203,
 ,0.0226, ,5e-04, ,0.0217,
 ,0.3389, ,4e-04, ,0.3204,
 ,0.0258, ,4e-04, ,0.0194,
 ,0.0356, ,2e-04, ,0.0824,
 ,0.0181, ,5e-04, ,0.0193,
 ,0.0184, ,3e-04, ,0.0181,
 ,0.1441, ,6e-04, ,0.1926,
 ,0.1528, ,6e-04, ,0.1342,
 ,0.0194, ,4e-04, ,0.0179,
 ,0.2772, ,6e-04, ,0.2828,
 ,0.0178, ,3e-04, ,0.0183,
 ,0.0198, ,3e-04, ,0.0215,
 ,0.0221, ,6e-04, ,0.0206,
 ,0.378, ,4e-04, ,0.4111,
 ,0.0262, ,4e-04, ,0.0206,
 ,0.0345, ,3e-04, ,0.0324,
 ,0.0188, ,5e-04, ,0.0204,
 ,0.0191, ,3e-04, ,0.0181,
 ,0.1113, ,6e-04, ,0.097,
 ,0.2333, ,4e-04, ,0.2375,
 ,0.0171, ,4e-04, ,0.0182,
 ,0.2578, ,2e-04, ,0.2695,
 ,0.018, ,3e-04, ,0.0181,
 ,0.0193, ,4e-04, ,0.0209,
 ,0.0223, ,6e-04, ,0.0216,
 ,0.3318, ,3e-04, ,0.3648,
 ,0.0196, ,4e-04, ,0.0253,
 ,0.0353, ,2e-04, ,0.0301,
 ,0.0192, ,4e-04, ,0.0191,
 ,0.0184, ,5e-04, ,0.0179,
 ,0.2096, ,5e-04, ,0.0976,
 ,0.1809, ,5e-04, ,0.2019,
 ,0.0205, ,3e-04, ,0.0694,
 ,0.6705, ,4e-04, ,0.2255,
 ,0.019, ,3e-04, ,0.0205,
 ,0.0267, ,4e-04, ,0.0211,
 ,0.0236, ,5e-04, ,0.0233,
 ,0.3714, ,3e-04, ,0.3221,
 ,0.024, ,3e-04, ,0.0221,
 ,0.0354, ,2e-04, ,0.0302,
 ,0.0185, ,5e-04, ,0.0222,
 ,0.0187, ,3e-04, ,0.0184,
 ,0.1472, ,6e-04, ,0.1765,
 ,0.1567, ,4e-04, ,0.141,
 ,0.0182, ,3e-04, ,0.0216,
 ,0.2553, ,2e-04, ,0.2906,
 ,0.018, ,4e-04, ,0.0179,
 ,0.0207, ,3e-04, ,0.0248,
 ,0.0212, ,6e-04, ,0.028,
 ,0.3882, ,5e-04, ,0.6162,
 ,0.026, ,4e-04, ,0.024,
 ,0.0353, ,2e-04, ,0.0319,
 ,0.0221, ,5e-04, ,0.0187,
 ,0.0178, ,3e-04, ,0.0185,
 ,0.1069, ,5e-04, ,0.1088,
 ,0.2249, ,4e-04, ,0.2689,
 ,0.0172, ,6e-04, ,0.0189,
 ,0.2745, ,4e-04, ,0.3317,
