Arbrook,FrameTime,SetupTime,DrawCallTime,BGFX,FrameTime,SetupTime,Native,FrameTime,SetupTime,
 ,0.0154, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0345, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0155, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0159, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0226, ,4e-04, ,1e-04, , ,4e-04, ,
 ,0.0157, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0156, ,0.0014, ,1e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,0.0018, ,1e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0018, ,2e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0015, ,2e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,1e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0015, ,2e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0149, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0015, ,1e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,0.0015, ,2e-04, , ,3e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0194, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0194, ,0.0015, ,1e-04, , ,4e-04, ,
 ,0.0154, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,6e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0015, ,2e-04, , ,4e-04, ,
 ,0.0155, ,4e-04, ,2e-04, , ,6e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0016, ,2e-04, , ,3e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,0.0016, ,1e-04, , ,3e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.015, ,0.0016, ,2e-04, , ,3e-04, ,
 ,0.0151, ,4e-04, ,1e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,0.0017, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0024, ,1e-04, , ,4e-04, ,
 ,0.0152, ,9e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,7e-04, ,1e-04, , ,3e-04, ,
 ,0.0152, ,5e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,0.0018, ,1e-04, , ,4e-04, ,
 ,0.0152, ,6e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,5e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,5e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,0.0015, ,2e-04, , ,3e-04, ,
 ,0.015, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0154, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0022, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0013, ,2e-04, , ,3e-04, ,
 ,0.0199, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,0.0019, ,2e-04, , ,4e-04, ,
 ,0.0151, ,6e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,5e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,5e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0015, ,1e-04, , ,3e-04, ,
 ,0.0157, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0157, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0154, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0157, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.016, ,0.0015, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0151, ,0.0014, ,1e-04, , ,6e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,5e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.015, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0151, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,1e-04, , ,3e-04, ,
 ,0.0153, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,1e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0155, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0157, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0189, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0157, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0154, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0015, ,2e-04, , ,3e-04, ,
 ,0.015, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0214, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0248, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0154, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.015, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0151, ,0.0019, ,2e-04, , ,4e-04, ,
 ,0.0152, ,5e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,4e-04, ,1e-04, , ,4e-04, ,
 ,0.0159, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0198, ,0.0015, ,2e-04, , ,4e-04, ,
 ,0.0197, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0155, ,2e-04, ,1e-04, , ,4e-04, ,
 ,0.0155, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,0.0015, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0154, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.015, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0149, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.015, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0013, ,2e-04, , ,7e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0161, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0156, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,3e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,3e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0158, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0186, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0154, ,4e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0156, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0155, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0153, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0156, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0153, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0154, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0336, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,5e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0018, ,2e-04, , ,3e-04, ,
 ,0.0153, ,6e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0153, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,0.0014, ,2e-04, , ,7e-04, ,
 ,0.0152, ,4e-04, ,1e-04, , ,5e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0157, ,0.0014, ,1e-04, , ,6e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,0.0015, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0151, ,0.0015, ,2e-04, , ,3e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,2e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,5e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,6e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0015, ,2e-04, , ,6e-04, ,
 ,0.015, ,4e-04, ,2e-04, , ,7e-04, ,
 ,0.015, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0015, ,2e-04, , ,4e-04, ,
 ,0.0196, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0154, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0153, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,2e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.015, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.015, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0149, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,5e-04, ,
 ,0.0151, ,4e-04, ,1e-04, , ,5e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.015, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,3e-04, ,
 ,0.015, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,4e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,5e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,0.0014, ,1e-04, , ,4e-04, ,
 ,0.0165, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0159, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0151, ,0.0013, ,2e-04, , ,3e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,3e-04, ,
 ,0.0154, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0156, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.0159, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0154, ,2e-04, ,2e-04, , ,3e-04, ,
 ,0.0151, ,0.0014, ,2e-04, , ,3e-04, ,
 ,0.0153, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0152, ,2e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0013, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0155, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0155, ,0.0015, ,2e-04, , ,3e-04, ,
 ,0.0151, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,3e-04, ,1e-04, , ,4e-04, ,
 ,0.0152, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0151, ,4e-04, ,2e-04, , ,3e-04, ,
 ,0.015, ,3e-04, ,2e-04, , ,4e-04, ,
 ,0.0151, ,2e-04, ,1e-04, , ,3e-04, ,
 ,0.0153, ,0.0014, ,2e-04, , ,4e-04, ,
 ,0.0152, ,4e-04, ,2e-04, , ,4e-04, ,
